id.exposure,id.outcome,exposure,outcome,method,nsnp,b,se,pval,fdr,egger_intercept,egger_pval,QE,QEp,I2,correct_causal_direction,steiger_pval,lo_ci,up_ci,or,or_lci95,or_uci95
C2029,J10_PNEUMOBACTEROTH,METSIM_C2029_azelate_C9_DC,"Bacterial pneumonia, not elsewhere classified",Contamination mixture,,-0.0391084615384614,0.112244897959184,0.553467136920165,,-0.0162458582645045,0.244032414359493,4.21024243308627,0.89703779729048,0,TRUE,1.59937109989864e-44,-0.259108461538462,0.180891538461539,0.961646401841604,0.771739314470867,1.1982852043879
C2029,J10_PNEUMOBACTEROTH,METSIM_C2029_azelate_C9_DC,"Bacterial pneumonia, not elsewhere classified",Weighted median,10,0.00744481552880828,0.0620320934425692,0.904470833494199,,-0.0162458582645045,0.244032414359493,4.21024243308627,0.89703779729048,0,TRUE,1.59937109989864e-44,-0.114138087618627,0.129027718676244,1.00747259706796,0.89213475461256,1.13772165986701
C376,J10_PNEUMOBACTEROTH,METSIM_C376_isoleucine,"Bacterial pneumonia, not elsewhere classified",Inverse variance weighted (multiplicative random effects),23,0.0425671143950457,0.0350315657194914,0.224325135330459,0.692385240888786,-0.00417269078114097,0.706827971027897,28.5436456309107,0.158356732529454,22.9250520957436,TRUE,3.38621231270673e-104,-0.0260947544151575,0.111228983205249,1.04348608696109,0.974242771431012,1.11765080081835
C376,J10_PNEUMOBACTEROTH,METSIM_C376_isoleucine,"Bacterial pneumonia, not elsewhere classified",Contamination mixture,,0.020846111111111,0.0535714285714286,0.634226885474576,,-0.00417269078114097,0.706827971027897,28.5436456309107,0.158356732529454,22.9250520957436,TRUE,3.38621231270673e-104,-0.084153888888889,0.125846111111111,1.02106490900226,0.919289776727045,1.13410762829069
C376,J10_PNEUMOBACTEROTH,METSIM_C376_isoleucine,"Bacterial pneumonia, not elsewhere classified",Weighted median,23,0.047909759643129,0.0458635016258327,0.296200360454139,,-0.00417269078114097,0.706827971027897,28.5436456309107,0.158356732529454,22.9250520957436,TRUE,3.38621231270673e-104,-0.041982703543503,0.137802222829761,1.04907598206185,0.958886365765363,1.14774852936886
C504,J10_PNEUMOBACTEROTH,METSIM_C504_serotonin,"Bacterial pneumonia, not elsewhere classified",Inverse variance weighted (multiplicative random effects),19,0.0412603082830827,0.0410129146138759,0.314400132903403,0.692385240888786,-0.00354107420216268,0.753492339647146,26.1774342797535,0.0957695899400119,31.2384865237851,TRUE,5.65541939366908e-83,-0.0391250043601141,0.121645620926279,1.04212334357952,0.961630493628269,1.12935381149964
C504,J10_PNEUMOBACTEROTH,METSIM_C504_serotonin,"Bacterial pneumonia, not elsewhere classified",Contamination mixture,,-0.05187,0.0586734693877551,0.427321082443767,,-0.00354107420216268,0.753492339647146,26.1774342797535,0.0957695899400119,31.2384865237851,TRUE,5.65541939366908e-83,-0.16687,0.0631300000000001,0.949452287617756,0.846309624437359,1.06516530172027
C504,J10_PNEUMOBACTEROTH,METSIM_C504_serotonin,"Bacterial pneumonia, not elsewhere classified",Weighted median,19,0.0142122050520429,0.0496136370916327,0.774527638275008,,-0.00354107420216268,0.753492339647146,26.1774342797535,0.0957695899400119,31.2384865237851,TRUE,5.65541939366908e-83,-0.0830305236475571,0.111454933751643,1.01431367858929,0.920323055174816,1.1179033631597
GCST90200293,J10_PNEUMOBACTEROTH,Thyroxine levels,"Bacterial pneumonia, not elsewhere classified",Inverse variance weighted (multiplicative random effects),21,-0.0322431146199184,0.0393125611718544,0.412117297505027,0.692385240888786,0.00361209764262206,0.816909212154132,18.1750098352094,0.575880604631986,0,TRUE,5.59117728454821e-93,-0.109295734516753,0.0448095052769161,0.968271152588942,0.896465262571224,1.04582861609926
GCST90200293,J10_PNEUMOBACTEROTH,Thyroxine levels,"Bacterial pneumonia, not elsewhere classified",Contamination mixture,,-0.082866677298701,0.0535714285714286,0.114920583999525,,0.00361209764262206,0.816909212154132,18.1750098352094,0.575880604631986,0,TRUE,5.59117728454821e-93,-0.187866677298701,0.022133322701299,0.920473859101174,0.828725187748402,1.02238008185874
GCST90200293,J10_PNEUMOBACTEROTH,Thyroxine levels,"Bacterial pneumonia, not elsewhere classified",Weighted median,21,-0.0676610110319359,0.0585697322920146,0.24799975319969,,0.00361209764262206,0.816909212154132,18.1750098352094,0.575880604631986,0,TRUE,5.59117728454821e-93,-0.182457686324285,0.0471356642604128,0.934577231256701,0.833219899779062,1.04826421142251
GCST90200399,J10_PNEUMOBACTEROTH,Isoleucine levels,"Bacterial pneumonia, not elsewhere classified",Inverse variance weighted (multiplicative random effects),22,0.0159221940993626,0.0259106791860596,0.538882889081021,0.778386395339253,-0.000930101002458917,0.901880049810771,18.9735833176692,0.58683476418253,0,TRUE,2.50293959893327e-92,-0.0348627371053142,0.0667071253040395,1.01604962767418,0.965737967149078,1.06898235444179
GCST90200399,J10_PNEUMOBACTEROTH,Isoleucine levels,"Bacterial pneumonia, not elsewhere classified",Contamination mixture,,0.0164970838606043,0.0280612244897959,0.583412371291788,,-0.000930101002458917,0.901880049810771,18.9735833176692,0.58683476418253,0,TRUE,2.50293959893327e-92,-0.0385029161393957,0.0714970838606043,1.01663391213553,0.962228898742127,1.07411501842763
GCST90200399,J10_PNEUMOBACTEROTH,Isoleucine levels,"Bacterial pneumonia, not elsewhere classified",Weighted median,22,0.0261730992811391,0.0382712064159084,0.494047864509343,,-0.000930101002458917,0.901880049810771,18.9735833176692,0.58683476418253,0,TRUE,2.50293959893327e-92,-0.0488384652940414,0.10118466385632,1.02651862273103,0.95233495242083,1.10648094993784
GCST90200422,J10_PNEUMOBACTEROTH,Serotonin levels,"Bacterial pneumonia, not elsewhere classified",Inverse variance weighted (multiplicative random effects),25,-0.0128503961889794,0.029956234351637,0.667943348220506,0.821202931717941,-0.00324904605269189,0.70849778372125,20.677486236615,0.657670351771837,0,TRUE,6.84201619364512e-107,-0.0715646155181879,0.0458638231402291,0.987231817615349,0.930936122731444,1.04693183335981
GCST90200422,J10_PNEUMOBACTEROTH,Serotonin levels,"Bacterial pneumonia, not elsewhere classified",Contamination mixture,,0.0024531822900925,0.076530612244898,0.909782869117939,,-0.00324904605269189,0.70849778372125,20.677486236615,0.657670351771837,0,TRUE,6.84201619364512e-107,-0.147546817709908,0.152453182290093,1.00245619380386,0.862822042023687,1.16468793279639
GCST90200422,J10_PNEUMOBACTEROTH,Serotonin levels,"Bacterial pneumonia, not elsewhere classified",Weighted median,25,-0.00172468109500083,0.0484647128495696,0.971612211292249,,-0.00324904605269189,0.70849778372125,20.677486236615,0.657670351771837,0,TRUE,6.84201619364512e-107,-0.0967155182801572,0.0932661560901555,0.99827680531279,0.907814225954419,1.09775387026767
GCST90243423,J10_PNEUMOBACTEROTH,Isoleucine levels,"Bacterial pneumonia, not elsewhere classified",Inverse variance weighted (multiplicative random effects),18,0.319998107132569,0.402052154356978,0.42608322516233,0.692385240888786,-0.00670001978732752,0.530187168494674,16.0147689514847,0.522788173472703,0,TRUE,1.60680995238746e-75,-0.468024115407108,1.10802032967225,1.37712515761813,0.626238421480979,3.0283573072055
GCST90243423,J10_PNEUMOBACTEROTH,Isoleucine levels,"Bacterial pneumonia, not elsewhere classified",Contamination mixture,,0.83255421686747,0.571428571428572,0.116256980863879,,-0.00670001978732752,0.530187168494674,16.0147689514847,0.522788173472703,0,TRUE,1.60680995238746e-75,-0.28744578313253,1.95255421686747,2.29918386087937,0.750177237928328,7.04666332015957
GCST90243423,J10_PNEUMOBACTEROTH,Isoleucine levels,"Bacterial pneumonia, not elsewhere classified",Weighted median,18,0.432196945644475,0.613155637313716,0.480889180614871,,-0.00670001978732752,0.530187168494674,16.0147689514847,0.522788173472703,0,TRUE,1.60680995238746e-75,-0.769588103490408,1.63398199477936,1.54063850732799,0.46320382106046,5.1242388390229
GCST90243460,J10_PNEUMOBACTEROTH,Serotonin 5HT levels,"Bacterial pneumonia, not elsewhere classified",Inverse variance weighted (multiplicative random effects),16,-0.156846115746713,0.184433142126678,0.395090165093954,0.692385240888786,-0.00309366188905184,0.738869163367545,21.9304088773947,0.109641690915957,31.6018224563901,TRUE,1.0349486453e-68,-0.518335074315003,0.204642842821577,0.854835594433928,0.59551120495706,1.22708672385753
GCST90243460,J10_PNEUMOBACTEROTH,Serotonin 5HT levels,"Bacterial pneumonia, not elsewhere classified",Contamination mixture,,0.119226027397261,0.153061224489796,0.478673424104748,,-0.00309366188905184,0.738869163367545,21.9304088773947,0.109641690915957,31.6018224563901,TRUE,1.0349486453e-68,-0.180773972602739,0.419226027397261,1.12662453752371,0.834623985264681,1.52078405480763
GCST90243460,J10_PNEUMOBACTEROTH,Serotonin 5HT levels,"Bacterial pneumonia, not elsewhere classified",Weighted median,16,-0.0416806149237807,0.24254248217376,0.863556462803189,,-0.00309366188905184,0.738869163367545,21.9304088773947,0.109641690915957,31.6018224563901,TRUE,1.0349486453e-68,-0.517063879984351,0.433702650136789,0.959176078181276,0.596268696782293,1.5429600009526
Qg2eCT,J10_PNEUMOBACTEROTH,serotonin,"Bacterial pneumonia, not elsewhere classified",Inverse variance weighted (multiplicative random effects),8,0.031668684405816,0.0202866732804828,0.118509941154882,0.692385240888786,0.00891539655075309,0.774970999605892,3.67138404764371,0.816753399954956,0,TRUE,2.95324841612386e-38,-0.00809319522393023,0.0714305640355622,1.03217547281782,0.99193946650855,1.07404357086089
Qg2eCT,J10_PNEUMOBACTEROTH,serotonin,"Bacterial pneumonia, not elsewhere classified",Contamination mixture,,0.0473867772889728,0.0612244897959184,0.219121768483483,,0.00891539655075309,0.774970999605892,3.67138404764371,0.816753399954956,0,TRUE,2.95324841612386e-38,-0.0726132227110272,0.167386777288973,1.04852747727673,0.929960448056217,1.18221142942398
Qg2eCT,J10_PNEUMOBACTEROTH,serotonin,"Bacterial pneumonia, not elsewhere classified",Weighted median,8,0.0307851249656226,0.0380683042629311,0.418698499484738,,0.00891539655075309,0.774970999605892,3.67138404764371,0.816753399954956,0,TRUE,2.95324841612386e-38,-0.0438287513897224,0.105399001320968,1.03126388721421,0.957117848541022,1.11115387378192
o9MEwk,J10_PNEUMOBACTEROTH,isoleucine,"Bacterial pneumonia, not elsewhere classified",Inverse variance weighted (multiplicative random effects),11,-0.00621623644338798,0.0212771353599996,0.770167578490457,0.834348210031328,-0.000974838234555013,0.940956405921514,12.9305860425335,0.227578772140111,22.6639847018049,TRUE,2.28416716719028e-56,-0.0479194217489871,0.0354869488622112,0.993803044382295,0.953210592025411,1.03612412544109
o9MEwk,J10_PNEUMOBACTEROTH,isoleucine,"Bacterial pneumonia, not elsewhere classified",Contamination mixture,,-0.0142915793542186,0.0331632653061225,0.43701279894173,,-0.000974838234555013,0.940956405921514,12.9305860425335,0.227578772140111,22.6639847018049,TRUE,2.28416716719028e-56,-0.0792915793542186,0.0507084206457814,0.985810060491912,0.923770532757081,1.05201610238267
o9MEwk,J10_PNEUMOBACTEROTH,isoleucine,"Bacterial pneumonia, not elsewhere classified",Weighted median,11,-0.0136619369443149,0.0277869957707526,0.622955073509996,,-0.000974838234555013,0.940956405921514,12.9305860425335,0.227578772140111,22.6639847018049,TRUE,2.28416716719028e-56,-0.0681244486549899,0.0408005747663601,0.986430963767112,0.934144213352231,1.04164435466199
