exposure,outcome,id.exposure,id.outcome,method,nsnp,b,se,pval,fdr,PRESSO_pval.x,egger_intercept,egger_pval,QE,QEp,I2,correct_causal_direction,steiger_pval,PRESSO_pval.y
g_Clostridiuminnocuumgroup,"Bacterial pneumonia, not elsewhere classified",Uu05GB,J10_PNEUMOBACTEROTH,Contamination mixture,,-0.106462921213605,0.0561224489795919,0.0360183244400746,,,0.00698148933698701,0.816187578793957,12.0406950193834,0.282342169080568,16.948315824778,TRUE,5.5037722630327e-47,
g_Clostridiuminnocuumgroup,"Bacterial pneumonia, not elsewhere classified",Uu05GB,J10_PNEUMOBACTEROTH,Weighted median,11,-0.0810547892185831,0.0529942023930866,0.126139806784808,,,0.00698148933698701,0.816187578793957,12.0406950193834,0.282342169080568,16.948315824778,TRUE,5.5037722630327e-47,
g_Clostridiumsensustricto1,"Bacterial pneumonia, not elsewhere classified",2ceLcs,J10_PNEUMOBACTEROTH,Inverse variance weighted (multiplicative random effects),9,0.0982337196851127,0.0640808907346865,0.125284644090904,0.80668740259256,,-0.0161122114880459,0.39352216547296,6.26558000229572,0.617509868288054,0,TRUE,7.53072948405453e-42,
g_Clostridiumsensustricto1,"Bacterial pneumonia, not elsewhere classified",2ceLcs,J10_PNEUMOBACTEROTH,Contamination mixture,,0.0606198857897313,0.114795918367347,0.41105299628324,,,-0.0161122114880459,0.39352216547296,6.26558000229572,0.617509868288054,0,TRUE,7.53072948405453e-42,
g_Clostridiumsensustricto1,"Bacterial pneumonia, not elsewhere classified",2ceLcs,J10_PNEUMOBACTEROTH,Weighted median,9,0.0750899128978727,0.0959938242040727,0.434075353628485,,,-0.0161122114880459,0.39352216547296,6.26558000229572,0.617509868288054,0,TRUE,7.53072948405453e-42,
g_Coprococcus1,"Bacterial pneumonia, not elsewhere classified",0Rtwbb,J10_PNEUMOBACTEROTH,Inverse variance weighted (multiplicative random effects),14,-0.0665204037255388,0.0622842914780792,0.285514859725922,0.879738625288083,,0.0048906748774849,0.687866200723351,11.8140172489405,0.542950340534065,0,TRUE,1.72242989703131e-63,
g_Coprococcus1,"Bacterial pneumonia, not elsewhere classified",0Rtwbb,J10_PNEUMOBACTEROTH,Contamination mixture,,-0.195630663404616,0.176020408163265,0.184003291838686,,,0.0048906748774849,0.687866200723351,11.8140172489405,0.542950340534065,0,TRUE,1.72242989703131e-63,
g_Coprococcus1,"Bacterial pneumonia, not elsewhere classified",0Rtwbb,J10_PNEUMOBACTEROTH,Weighted median,14,-0.0375694117680282,0.0892229906726197,0.673701617846838,,,0.0048906748774849,0.687866200723351,11.8140172489405,0.542950340534065,0,TRUE,1.72242989703131e-63,
g_Coprococcus2,"Bacterial pneumonia, not elsewhere classified",b57lAH,J10_PNEUMOBACTEROTH,Inverse variance weighted (multiplicative random effects),11,-0.050751523326856,0.0637937807021798,0.426290164797714,0.880085095873808,,-0.0102794156161526,0.689494905429704,9.81337645764204,0.457016301077029,0,TRUE,1.35367207473426e-42,
g_Coprococcus2,"Bacterial pneumonia, not elsewhere classified",b57lAH,J10_PNEUMOBACTEROTH,Contamination mixture,,0.0356352346835819,0.076530612244898,0.652335955808606,,,-0.0102794156161526,0.689494905429704,9.81337645764204,0.457016301077029,0,TRUE,1.35367207473426e-42,
g_Coprococcus2,"Bacterial pneumonia, not elsewhere classified",b57lAH,J10_PNEUMOBACTEROTH,Weighted median,11,-0.0137222361625347,0.0866379100555184,0.874152607258264,,,-0.0102794156161526,0.689494905429704,9.81337645764204,0.457016301077029,0,TRUE,1.35367207473426e-42,
g_Coprococcus3,"Bacterial pneumonia, not elsewhere classified",hwr8uN,J10_PNEUMOBACTEROTH,Inverse variance weighted (multiplicative random effects),10,0.101254321834924,0.112815810445265,0.369442094068245,0.879738625288083,,0.0681672629823354,0.0804436934523664,16.2216629240691,0.062394514569949,44.5186350984637,TRUE,4.85125791646079e-36,
g_Coprococcus3,"Bacterial pneumonia, not elsewhere classified",hwr8uN,J10_PNEUMOBACTEROTH,Contamination mixture,,0.252816600687036,0.316326530612245,0.377964298837886,,,0.0681672629823354,0.0804436934523664,16.2216629240691,0.062394514569949,44.5186350984637,TRUE,4.85125791646079e-36,
g_Coprococcus3,"Bacterial pneumonia, not elsewhere classified",hwr8uN,J10_PNEUMOBACTEROTH,Weighted median,10,0.0394490580402467,0.125254250823044,0.752798212632359,,,0.0681672629823354,0.0804436934523664,16.2216629240691,0.062394514569949,44.5186350984637,TRUE,4.85125791646079e-36,
g_Dorea,"Bacterial pneumonia, not elsewhere classified",uJZmym,J10_PNEUMOBACTEROTH,Inverse variance weighted (multiplicative random effects),13,0.0453662823707667,0.065427938299601,0.488072466812101,0.880085095873808,,-0.000495447583278083,0.970700268654583,10.6360949807701,0.560335571256937,0,TRUE,3.91931928660369e-56,
g_Dorea,"Bacterial pneumonia, not elsewhere classified",uJZmym,J10_PNEUMOBACTEROTH,Contamination mixture,,-0.0459123808665306,0.135204081632653,0.536098617374135,,,-0.000495447583278083,0.970700268654583,10.6360949807701,0.560335571256937,0,TRUE,3.91931928660369e-56,
g_Dorea,"Bacterial pneumonia, not elsewhere classified",uJZmym,J10_PNEUMOBACTEROTH,Weighted median,13,0.043329226435577,0.0950040684672623,0.648334185628978,,,-0.000495447583278083,0.970700268654583,10.6360949807701,0.560335571256937,0,TRUE,3.91931928660369e-56,
g_Eisenbergiella,"Bacterial pneumonia, not elsewhere classified",DL0nTm,J10_PNEUMOBACTEROTH,Inverse variance weighted (multiplicative random effects),12,-0.0056503869222433,0.0513061397677196,0.912305630960165,0.915848526025684,,0.0504968505485472,0.223879529001059,15.5015226279008,0.160668478566032,29.0392288290352,TRUE,1.74173518542804e-50,
g_Eisenbergiella,"Bacterial pneumonia, not elsewhere classified",DL0nTm,J10_PNEUMOBACTEROTH,Contamination mixture,,-0.0181187246503091,0.122448979591837,0.737199430762014,,,0.0504968505485472,0.223879529001059,15.5015226279008,0.160668478566032,29.0392288290352,TRUE,1.74173518542804e-50,
g_Eisenbergiella,"Bacterial pneumonia, not elsewhere classified",DL0nTm,J10_PNEUMOBACTEROTH,Weighted median,12,-0.00204645819761341,0.0594797727518508,0.972553437389805,,,0.0504968505485472,0.223879529001059,15.5015226279008,0.160668478566032,29.0392288290352,TRUE,1.74173518542804e-50,
g_Escherichia_Shigella,"Bacterial pneumonia, not elsewhere classified",5Tx4np,J10_PNEUMOBACTEROTH,Inverse variance weighted (multiplicative random effects),15,-0.0584306606175806,0.0515723973565035,0.257221301676509,0.879738625288083,,-0.0148808369609833,0.334590912382734,10.9057081277251,0.693427025862533,0,TRUE,5.02761173983103e-61,
g_Escherichia_Shigella,"Bacterial pneumonia, not elsewhere classified",5Tx4np,J10_PNEUMOBACTEROTH,Contamination mixture,,-0.0454039259980941,0.130102040816327,0.740100115759931,,,-0.0148808369609833,0.334590912382734,10.9057081277251,0.693427025862533,0,TRUE,5.02761173983103e-61,
g_Escherichia_Shigella,"Bacterial pneumonia, not elsewhere classified",5Tx4np,J10_PNEUMOBACTEROTH,Weighted median,15,-0.0520075908351364,0.0789369628371954,0.509992316790617,,,-0.0148808369609833,0.334590912382734,10.9057081277251,0.693427025862533,0,TRUE,5.02761173983103e-61,
g_Lachnoclostridium,"Bacterial pneumonia, not elsewhere classified",abBjaX,J10_PNEUMOBACTEROTH,Inverse variance weighted (multiplicative random effects),14,-0.027996486980288,0.0649591367159066,0.666478455152579,0.880085095873808,,0.00239243894422558,0.887239519519968,11.2353610590071,0.591107920741294,0,TRUE,4.52095983715907e-52,
g_Lachnoclostridium,"Bacterial pneumonia, not elsewhere classified",abBjaX,J10_PNEUMOBACTEROTH,Contamination mixture,,-0.174475295213638,0.14030612244898,0.298263798355071,,,0.00239243894422558,0.887239519519968,11.2353610590071,0.591107920741294,0,TRUE,4.52095983715907e-52,
g_Lachnoclostridium,"Bacterial pneumonia, not elsewhere classified",abBjaX,J10_PNEUMOBACTEROTH,Weighted median,14,-0.0888966219374828,0.0935119089478248,0.341784653470302,,,0.00239243894422558,0.887239519519968,11.2353610590071,0.591107920741294,0,TRUE,4.52095983715907e-52,
g_Paraprevotella,"Bacterial pneumonia, not elsewhere classified",SqPjyB,J10_PNEUMOBACTEROTH,Inverse variance weighted (multiplicative random effects),13,-0.0232482021655968,0.0372141591361623,0.532158854297903,0.880085095873808,,-0.00923654393635454,0.61438017212619,8.48420105222873,0.746240138664127,0,TRUE,3.93594311730492e-61,
g_Paraprevotella,"Bacterial pneumonia, not elsewhere classified",SqPjyB,J10_PNEUMOBACTEROTH,Contamination mixture,,-0.0184701674599962,0.102040816326531,0.695469601028989,,,-0.00923654393635454,0.61438017212619,8.48420105222873,0.746240138664127,0,TRUE,3.93594311730492e-61,
g_Paraprevotella,"Bacterial pneumonia, not elsewhere classified",SqPjyB,J10_PNEUMOBACTEROTH,Weighted median,13,-0.000294226119623458,0.0604187395180615,0.996114491096073,,,-0.00923654393635454,0.61438017212619,8.48420105222873,0.746240138664127,0,TRUE,3.93594311730492e-61,
g_Roseburia,"Bacterial pneumonia, not elsewhere classified",kYZi2a,J10_PNEUMOBACTEROTH,Inverse variance weighted (multiplicative random effects),17,-0.0850599453395519,0.0631460734813444,0.177969091944449,0.830522429074095,,-0.00384383551689635,0.784827571323236,15.1020393413877,0.517178066231906,0,TRUE,9.00335638897039e-69,
g_Roseburia,"Bacterial pneumonia, not elsewhere classified",kYZi2a,J10_PNEUMOBACTEROTH,Contamination mixture,,-0.186945996268263,0.10969387755102,0.0410417451186605,,,-0.00384383551689635,0.784827571323236,15.1020393413877,0.517178066231906,0,TRUE,9.00335638897039e-69,
g_Roseburia,"Bacterial pneumonia, not elsewhere classified",kYZi2a,J10_PNEUMOBACTEROTH,Weighted median,17,-0.134722945104233,0.0905542759089984,0.136814443937763,,,-0.00384383551689635,0.784827571323236,15.1020393413877,0.517178066231906,0,TRUE,9.00335638897039e-69,
g_Subdoligranulum,"Bacterial pneumonia, not elsewhere classified",t0b6Ao,J10_PNEUMOBACTEROTH,Inverse variance weighted (multiplicative random effects),13,0.0254260446934612,0.0683131180958089,0.709745012609476,0.880085095873808,,-0.00439755498387941,0.762402018951059,11.6674983753908,0.472739089774281,0,TRUE,4.19633869536991e-58,
g_Subdoligranulum,"Bacterial pneumonia, not elsewhere classified",t0b6Ao,J10_PNEUMOBACTEROTH,Contamination mixture,,0.113283665586599,0.076530612244898,0.134436325129332,,,-0.00439755498387941,0.762402018951059,11.6674983753908,0.472739089774281,0,TRUE,4.19633869536991e-58,
g_Subdoligranulum,"Bacterial pneumonia, not elsewhere classified",t0b6Ao,J10_PNEUMOBACTEROTH,Weighted median,13,0.0734705785449351,0.0938232468850446,0.433583449666906,,,-0.00439755498387941,0.762402018951059,11.6674983753908,0.472739089774281,0,TRUE,4.19633869536991e-58,
p_Actinobacteria,"Bacterial pneumonia, not elsewhere classified",XSQUzn,J10_PNEUMOBACTEROTH,Inverse variance weighted (multiplicative random effects),17,-0.0292970229903211,0.0638691599916799,0.64644692309878,0.880085095873808,,0.00539019239624594,0.767286330127596,15.8714282813117,0.461969717693021,0,TRUE,1.05901727235345e-70,
p_Actinobacteria,"Bacterial pneumonia, not elsewhere classified",XSQUzn,J10_PNEUMOBACTEROTH,Contamination mixture,,-0.064036932556198,0.0892857142857143,0.334315075510444,,,0.00539019239624594,0.767286330127596,15.8714282813117,0.461969717693021,0,TRUE,1.05901727235345e-70,
p_Actinobacteria,"Bacterial pneumonia, not elsewhere classified",XSQUzn,J10_PNEUMOBACTEROTH,Weighted median,17,-0.0713753599558464,0.0922757712171115,0.439226202299652,,,0.00539019239624594,0.767286330127596,15.8714282813117,0.461969717693021,0,TRUE,1.05901727235345e-70,
p_Firmicutes,"Bacterial pneumonia, not elsewhere classified",3SIwNH,J10_PNEUMOBACTEROTH,Inverse variance weighted (multiplicative random effects),17,-0.051206344488257,0.0520071850796109,0.324819927724175,0.879738625288083,,-0.0062839988231252,0.621946603519367,11.1683957542205,0.798973722314663,0,TRUE,1.23334330420982e-71,
p_Firmicutes,"Bacterial pneumonia, not elsewhere classified",3SIwNH,J10_PNEUMOBACTEROTH,Contamination mixture,,0.0392641245339032,0.0994897959183673,0.758882271425024,,,-0.0062839988231252,0.621946603519367,11.1683957542205,0.798973722314663,0,TRUE,1.23334330420982e-71,
p_Firmicutes,"Bacterial pneumonia, not elsewhere classified",3SIwNH,J10_PNEUMOBACTEROTH,Weighted median,17,-0.0232243754125804,0.0846032103737986,0.783693190860482,,,-0.0062839988231252,0.621946603519367,11.1683957542205,0.798973722314663,0,TRUE,1.23334330420982e-71,
