id.exposure,id.outcome,outcome,exposure,method,nsnp,b,se,pval,fdr
O14558,J10_PNEUMOBACT,Bacterial pneumoniae,HSPB6,Inverse variance weighted (multiplicative random effects),10,-0.0036521160555826,0.0925569874526461,0.968525217506967,0.996572679230728
O14578,J10_PNEUMOBACT,Bacterial pneumoniae,CIT,Inverse variance weighted (multiplicative random effects),4,0.24438569652803,0.109543854708777,0.0256851464309425,0.373955454287341
O14594,J10_PNEUMOBACT,Bacterial pneumoniae,NCAN,Inverse variance weighted (multiplicative random effects),24,-0.0145605383275505,0.026457978547308,0.582095150778721,0.95635796126723
O14618,J10_PNEUMOBACT,Bacterial pneumoniae,CCS,Inverse variance weighted (multiplicative random effects),24,-0.0177552473340132,0.0224705039030989,0.429435529192737,0.914605207599282
O14625,J10_PNEUMOBACT,Bacterial pneumoniae,CXCL11,Inverse variance weighted (multiplicative random effects),22,-0.0331842153838653,0.0358499090682951,0.354631567971071,0.89794011432492
O14662,J10_PNEUMOBACT,Bacterial pneumoniae,STX16,Inverse variance weighted (multiplicative random effects),5,-0.0812071467971934,0.0769844757248266,0.291493501596631,0.842633862054883
O14717,J10_PNEUMOBACT,Bacterial pneumoniae,TRDMT1,Inverse variance weighted (multiplicative random effects),5,0.015592273095609,0.0439020522581981,0.722469384229559,0.97754846764246
O14737,J10_PNEUMOBACT,Bacterial pneumoniae,PDCD5,Inverse variance weighted (multiplicative random effects),18,-0.0056463195304735,0.0316782923390261,0.858534975543541,0.990818829610349
O14745,J10_PNEUMOBACT,Bacterial pneumoniae,SLC9A3R1,Inverse variance weighted (multiplicative random effects),6,0.043797785155333,0.086853912477835,0.614071957650437,0.959714546483167
O14763,J10_PNEUMOBACT,Bacterial pneumoniae,TNFRSF10B,Inverse variance weighted (multiplicative random effects),21,0.0150592679813129,0.036065800382375,0.676276301453032,0.97303717632421
O14773,J10_PNEUMOBACT,Bacterial pneumoniae,TPP1,Inverse variance weighted (multiplicative random effects),29,0.0407470459732897,0.0367776539127465,0.267892284550269,0.83061838027226
O14786,J10_PNEUMOBACT,Bacterial pneumoniae,NRP1,Inverse variance weighted (multiplicative random effects),29,-0.00121229566670632,0.0325823536091919,0.970319858520272,0.996771625970461
O14788,J10_PNEUMOBACT,Bacterial pneumoniae,TNFSF11,Inverse variance weighted (multiplicative random effects),25,-0.0347792769029068,0.0304277754604697,0.253034094308393,0.814593327157362
O14791,J10_PNEUMOBACT,Bacterial pneumoniae,APOL1,Inverse variance weighted (multiplicative random effects),34,-0.00722236132510122,0.0176078110677077,0.681674353372711,0.973129074191916
O14793,J10_PNEUMOBACT,Bacterial pneumoniae,MSTN,Inverse variance weighted (multiplicative random effects),18,-0.0312687976049856,0.0638559307140409,0.62436229106401,0.961320073455094
O14798,J10_PNEUMOBACT,Bacterial pneumoniae,TNFRSF10C,Inverse variance weighted (multiplicative random effects),65,0.0411056121898401,0.0144717538767205,0.00450565824742171,0.143577760015246
O14828,J10_PNEUMOBACT,Bacterial pneumoniae,SCAMP3,Inverse variance weighted (multiplicative random effects),9,-0.0408306278049171,0.0699289281281163,0.559295996073804,0.950631366598562
O14836,J10_PNEUMOBACT,Bacterial pneumoniae,TNFRSF13B,Inverse variance weighted (multiplicative random effects),23,-0.0403438312136348,0.0407841225272512,0.322563172966442,0.871955895837522
O14841,J10_PNEUMOBACT,Bacterial pneumoniae,OPLAH,Inverse variance weighted (multiplicative random effects),13,0.0276122155358246,0.0531519303711477,0.603414897426393,0.957005067361193
O14867,J10_PNEUMOBACT,Bacterial pneumoniae,BACH1,Inverse variance weighted (multiplicative random effects),5,-0.039344678723125,0.0861714344667288,0.647968575876247,0.970856099129407
O14879,J10_PNEUMOBACT,Bacterial pneumoniae,IFIT3,Inverse variance weighted (multiplicative random effects),4,-0.0663623939168971,0.0532893593240325,0.213013533422077,0.79297242779119
O14904,J10_PNEUMOBACT,Bacterial pneumoniae,WNT9A,Inverse variance weighted (multiplicative random effects),7,0.0398305741060466,0.0468756221455522,0.395487651671293,0.914605207599282
O14917,J10_PNEUMOBACT,Bacterial pneumoniae,PCDH17,Inverse variance weighted (multiplicative random effects),37,-0.044744315191427,0.0222637903735086,0.044459260428532,0.458737536681538
O14933,J10_PNEUMOBACT,Bacterial pneumoniae,UBE2L6,Inverse variance weighted (multiplicative random effects),10,0.0623072025141719,0.0415104946559675,0.133355872891349,0.700989422110582
O14944,J10_PNEUMOBACT,Bacterial pneumoniae,EREG,Inverse variance weighted (multiplicative random effects),18,-0.014479219378916,0.048110468216012,0.763446694671595,0.986573751116061
O14960,J10_PNEUMOBACT,Bacterial pneumoniae,LECT2,Inverse variance weighted (multiplicative random effects),40,-0.00888700112180347,0.0159340771442401,0.577024985157831,0.95635796126723
O14964,J10_PNEUMOBACT,Bacterial pneumoniae,HGS,Inverse variance weighted (multiplicative random effects),7,0.0106611779522087,0.0689179692909341,0.877062770725899,0.991408010221534
O14967,J10_PNEUMOBACT,Bacterial pneumoniae,CLGN,Inverse variance weighted (multiplicative random effects),20,0.0253266297308738,0.0167121191826116,0.129654717141565,0.690761603177656
O14974,J10_PNEUMOBACT,Bacterial pneumoniae,PPP1R12A,Inverse variance weighted (multiplicative random effects),9,0.0715290037632115,0.0523381771275889,0.171728841751126,0.765475574082025
O15013,J10_PNEUMOBACT,Bacterial pneumoniae,ARHGEF10,Inverse variance weighted (multiplicative random effects),22,-0.0139362660546831,0.0253924313080847,0.5831183908359,0.956590807205224
O15018,J10_PNEUMOBACT,Bacterial pneumoniae,PDZD2,Inverse variance weighted (multiplicative random effects),4,0.0296392505808497,0.0420232234729542,0.48061954714383,0.928107380304795
O15031,J10_PNEUMOBACT,Bacterial pneumoniae,PLXNB2,Inverse variance weighted (multiplicative random effects),50,0.00161821520070507,0.0169301845655413,0.923852829081796,0.991408010221534
O15117,J10_PNEUMOBACT,Bacterial pneumoniae,FYB1,Inverse variance weighted (multiplicative random effects),12,3.76032610856992e-05,0.0574484802037562,0.99947773972075,0.999908392499789
O15123,J10_PNEUMOBACT,Bacterial pneumoniae,ANGPT2,Inverse variance weighted (multiplicative random effects),21,0.0154087865141139,0.0296202145964505,0.602915929738283,0.957005067361193
O15164,J10_PNEUMOBACT,Bacterial pneumoniae,TRIM24,Inverse variance weighted (multiplicative random effects),5,0.00147906486234144,0.155916927727931,0.992431191815383,0.998794021346944
O15169,J10_PNEUMOBACT,Bacterial pneumoniae,AXIN1,Inverse variance weighted (multiplicative random effects),6,0.0760023385978533,0.06359378306863,0.232039309968861,0.800859048079288
O15182,J10_PNEUMOBACT,Bacterial pneumoniae,CETN3,Inverse variance weighted (multiplicative random effects),17,-0.019824921653686,0.0357426195056054,0.579128765999087,0.95635796126723
O15197,J10_PNEUMOBACT,Bacterial pneumoniae,EPHB6,Inverse variance weighted (multiplicative random effects),12,-0.0294513103301775,0.0335445736019806,0.379957070369028,0.910312384700098
O15232,J10_PNEUMOBACT,Bacterial pneumoniae,MATN3,Inverse variance weighted (multiplicative random effects),28,0.00139383009498138,0.0148817488853551,0.925378952632395,0.991408010221534
O15234,J10_PNEUMOBACT,Bacterial pneumoniae,CASC3,Inverse variance weighted (multiplicative random effects),5,0.161564686574954,0.0580392075115137,0.00537400208372647,0.154245940416682
O15263,J10_PNEUMOBACT,Bacterial pneumoniae,DEFB4A,Inverse variance weighted (multiplicative random effects),16,0.0211515787055229,0.044092978103858,0.631437871349144,0.964369916698175
O15269,J10_PNEUMOBACT,Bacterial pneumoniae,SPTLC1,Inverse variance weighted (multiplicative random effects),4,0.00931717635299376,0.0561987265511999,0.868322363403858,0.991408010221534
O15294,J10_PNEUMOBACT,Bacterial pneumoniae,OGT,Inverse variance weighted (multiplicative random effects),3,0.147253767755854,0.0460400488156009,0.00138199992613163,0.0712984728070833
O15305,J10_PNEUMOBACT,Bacterial pneumoniae,PMM2,Inverse variance weighted (multiplicative random effects),8,-0.0386596858603879,0.0266394795651295,0.14671923302342,0.732777570732913
O15335,J10_PNEUMOBACT,Bacterial pneumoniae,CHAD,Inverse variance weighted (multiplicative random effects),21,-0.042417543313103,0.0466640422720567,0.363350930218786,0.906999837789806
O15354,J10_PNEUMOBACT,Bacterial pneumoniae,GPR37,Inverse variance weighted (multiplicative random effects),48,0.00506691737495078,0.0153604714852574,0.741500226740598,0.979810469735302
O15389,J10_PNEUMOBACT,Bacterial pneumoniae,SIGLEC5,Inverse variance weighted (multiplicative random effects),30,0.0374636731117049,0.0125099702193896,0.00274710188856414,0.106655025954253
O15394,J10_PNEUMOBACT,Bacterial pneumoniae,NCAM2,Inverse variance weighted (multiplicative random effects),42,0.00841624698247371,0.0148944931765981,0.572034567740415,0.95635796126723
O15400,J10_PNEUMOBACT,Bacterial pneumoniae,STX7,Inverse variance weighted (multiplicative random effects),30,-0.007052170437348,0.0195497947985724,0.71830232993359,0.97754846764246
O15444,J10_PNEUMOBACT,Bacterial pneumoniae,CCL25,Inverse variance weighted (multiplicative random effects),58,4.83557332189878e-05,0.0139190546949447,0.997228100887722,0.999486316695892
O15455,J10_PNEUMOBACT,Bacterial pneumoniae,TLR3,Inverse variance weighted (multiplicative random effects),41,-0.0224919945043527,0.0139084438903383,0.105846612676855,0.647067828325633
O15467,J10_PNEUMOBACT,Bacterial pneumoniae,CCL16,Inverse variance weighted (multiplicative random effects),30,0.00639112566303192,0.0154263903018361,0.678655735328387,0.97303717632421
O15496,J10_PNEUMOBACT,Bacterial pneumoniae,PLA2G10,Inverse variance weighted (multiplicative random effects),38,0.0103738887810289,0.0291224379320854,0.721678542338154,0.97754846764246
O43155,J10_PNEUMOBACT,Bacterial pneumoniae,FLRT2,Inverse variance weighted (multiplicative random effects),44,0.0335728001062475,0.0173736631514576,0.05331062660197,0.51072041848554
O43184,J10_PNEUMOBACT,Bacterial pneumoniae,ADAM12,Inverse variance weighted (multiplicative random effects),4,0.0002397964126465,0.0511286111520726,0.996257884780353,0.999486316695892
O43240,J10_PNEUMOBACT,Bacterial pneumoniae,KLK10,Inverse variance weighted (multiplicative random effects),22,0.010394072792157,0.0239351518957917,0.664099837378906,0.97303717632421
O43278,J10_PNEUMOBACT,Bacterial pneumoniae,SPINT1,Inverse variance weighted (multiplicative random effects),30,0.00569037060979748,0.0314092521704543,0.856235231135244,0.990818829610349
O43280,J10_PNEUMOBACT,Bacterial pneumoniae,TREH,Inverse variance weighted (multiplicative random effects),52,-0.0203819902021308,0.0121911002192745,0.0945490621108853,0.613900010552166
O43291,J10_PNEUMOBACT,Bacterial pneumoniae,SPINT2,Inverse variance weighted (multiplicative random effects),33,-0.0209073486368195,0.0297719033647921,0.482522651093829,0.928867634429105
O43312,J10_PNEUMOBACT,Bacterial pneumoniae,MTSS1,Inverse variance weighted (multiplicative random effects),6,0.146312978753585,0.0868326262106497,0.0919885635273397,0.613900010552166
O43396,J10_PNEUMOBACT,Bacterial pneumoniae,TXNL1,Inverse variance weighted (multiplicative random effects),4,-0.0727095961349718,0.0956097764238986,0.446966011303422,0.915598482802494
O43399,J10_PNEUMOBACT,Bacterial pneumoniae,TPD52L2,Inverse variance weighted (multiplicative random effects),9,0.016766037858955,0.0515452311103747,0.744977900626147,0.979810469735302
O43405,J10_PNEUMOBACT,Bacterial pneumoniae,COCH,Inverse variance weighted (multiplicative random effects),48,-0.00572840766788964,0.0181104245214884,0.751771442177933,0.981712770269605
O43432,J10_PNEUMOBACT,Bacterial pneumoniae,EIF4G3,Inverse variance weighted (multiplicative random effects),5,0.1400409095404,0.11595536368842,0.227157312814161,0.800291007889684
O43464,J10_PNEUMOBACT,Bacterial pneumoniae,HTRA2,Inverse variance weighted (multiplicative random effects),7,0.0369479139925291,0.0700532602879567,0.597897761085356,0.957005067361193
O43474,J10_PNEUMOBACT,Bacterial pneumoniae,KLF4,Inverse variance weighted (multiplicative random effects),3,-0.0825382649506498,0.250559114401024,0.74184102328429,0.979810469735302
O43493,J10_PNEUMOBACT,Bacterial pneumoniae,TGOLN2,Inverse variance weighted (multiplicative random effects),37,0.00838269036320183,0.0140359785153416,0.550354644958482,0.948614674909168
O43505,J10_PNEUMOBACT,Bacterial pneumoniae,B4GAT1,Inverse variance weighted (multiplicative random effects),35,-0.0219749387034618,0.0274689625730245,0.423715676987251,0.914605207599282
O43508,J10_PNEUMOBACT,Bacterial pneumoniae,TNFSF12,Inverse variance weighted (multiplicative random effects),44,0.0351827403552747,0.026443127605925,0.183351605611474,0.772870672796556
O43521-2,J10_PNEUMOBACT,Bacterial pneumoniae,BCL2L11,Inverse variance weighted (multiplicative random effects),26,-0.0210738499789875,0.023707303916221,0.374047132831685,0.910312384700098
O43524,J10_PNEUMOBACT,Bacterial pneumoniae,FOXO3,Inverse variance weighted (multiplicative random effects),6,-0.130951401310973,0.107211340766183,0.221922359958504,0.7977811308706
O43557,J10_PNEUMOBACT,Bacterial pneumoniae,TNFSF14,Inverse variance weighted (multiplicative random effects),19,-0.0420486427272725,0.0286718630822511,0.142499251381312,0.7300034927606
O43561,J10_PNEUMOBACT,Bacterial pneumoniae,LAT,Inverse variance weighted (multiplicative random effects),13,-0.0898086127797353,0.051767015293958,0.0827653023003379,0.591031079073028
O43570,J10_PNEUMOBACT,Bacterial pneumoniae,CA12,Inverse variance weighted (multiplicative random effects),30,0.0395084895163486,0.023488986826199,0.0925687270239376,0.613900010552166
O43583,J10_PNEUMOBACT,Bacterial pneumoniae,DENR,Inverse variance weighted (multiplicative random effects),5,0.0389055244471392,0.0932350961329837,0.676470607089387,0.97303717632421
O43597,J10_PNEUMOBACT,Bacterial pneumoniae,SPRY2,Inverse variance weighted (multiplicative random effects),13,0.0410409495146516,0.0559984900438654,0.463623168364287,0.923618363691569
O43598,J10_PNEUMOBACT,Bacterial pneumoniae,DNPH1,Inverse variance weighted (multiplicative random effects),9,0.0562263735189394,0.0360764122688979,0.1191063312838,0.672879885227799
O43639,J10_PNEUMOBACT,Bacterial pneumoniae,NCK2,Inverse variance weighted (multiplicative random effects),5,-0.054616524736668,0.0830824045402338,0.510938050191332,0.936790310748483
O43653,J10_PNEUMOBACT,Bacterial pneumoniae,PSCA,Inverse variance weighted (multiplicative random effects),51,-0.0166046593531258,0.00789622173541926,0.0354778928662992,0.414675901940885
O43665,J10_PNEUMOBACT,Bacterial pneumoniae,RGS10,Inverse variance weighted (multiplicative random effects),4,-0.069763045422072,0.0611255175801637,0.253741752377598,0.814993465909469
O43681,J10_PNEUMOBACT,Bacterial pneumoniae,GET3,Inverse variance weighted (multiplicative random effects),4,0.00100603187076988,0.0727064707785462,0.988960106638732,0.998794021346944
O43699,J10_PNEUMOBACT,Bacterial pneumoniae,SIGLEC6,Inverse variance weighted (multiplicative random effects),55,0.0246889494322998,0.0156933888427146,0.115670891288045,0.668354262194368
O43715,J10_PNEUMOBACT,Bacterial pneumoniae,TRIAP1,Inverse variance weighted (multiplicative random effects),16,-0.037235882369049,0.0460797498200473,0.419047551559361,0.914605207599282
O43736,J10_PNEUMOBACT,Bacterial pneumoniae,ITM2A,Inverse variance weighted (multiplicative random effects),10,-0.00759288594291387,0.0386894689016087,0.844412923290797,0.987360662705468
O43768,J10_PNEUMOBACT,Bacterial pneumoniae,ENSA,Inverse variance weighted (multiplicative random effects),3,0.108728641376976,0.10631662513654,0.306455811114763,0.85416950545795
O43776,J10_PNEUMOBACT,Bacterial pneumoniae,NARS1,Inverse variance weighted (multiplicative random effects),7,-0.0147221055534324,0.0702436901236638,0.833990679389744,0.987360662705468
O43805,J10_PNEUMOBACT,Bacterial pneumoniae,SSNA1,Inverse variance weighted (multiplicative random effects),9,0.151960534888399,0.0423718592861654,0.00033533221840409,0.0335528461423674
O43827,J10_PNEUMOBACT,Bacterial pneumoniae,ANGPTL7,Inverse variance weighted (multiplicative random effects),26,0.0286176494018894,0.0182232031467068,0.116322960503479,0.669915464179219
O43854,J10_PNEUMOBACT,Bacterial pneumoniae,EDIL3,Inverse variance weighted (multiplicative random effects),10,-0.0239476107730087,0.0359563020246305,0.505398414684406,0.936479549622861
O43866,J10_PNEUMOBACT,Bacterial pneumoniae,CD5L,Inverse variance weighted (multiplicative random effects),63,-0.0274719028289241,0.0258045031952409,0.287049458185569,0.83773367428949
O43895,J10_PNEUMOBACT,Bacterial pneumoniae,XPNPEP2,Inverse variance weighted (multiplicative random effects),26,0.0424059966030073,0.0240435673419273,0.0777800008250069,0.577416757771013
O43903,J10_PNEUMOBACT,Bacterial pneumoniae,GAS2,Inverse variance weighted (multiplicative random effects),3,-0.0648834348632336,0.143543576450674,0.651260258400173,0.971941667710376
O43915,J10_PNEUMOBACT,Bacterial pneumoniae,VEGFD,Inverse variance weighted (multiplicative random effects),13,0.0170774878768466,0.0479115419094879,0.721512674123219,0.97754846764246
O43927,J10_PNEUMOBACT,Bacterial pneumoniae,CXCL13,Inverse variance weighted (multiplicative random effects),13,-0.00991489049634593,0.0643944988319807,0.877632538879027,0.991408010221534
O60220,J10_PNEUMOBACT,Bacterial pneumoniae,TIMM8A,Inverse variance weighted (multiplicative random effects),5,-0.0252458830929252,0.11078212417426,0.8197335478462,0.987360662705468
O60232,J10_PNEUMOBACT,Bacterial pneumoniae,ZNRD2,Inverse variance weighted (multiplicative random effects),14,0.0441765931228153,0.0664650993256203,0.506268944055869,0.936479549622861
O60234,J10_PNEUMOBACT,Bacterial pneumoniae,GMFG,Inverse variance weighted (multiplicative random effects),6,-0.0172797866776743,0.0847456840378692,0.838430338392146,0.987360662705468
O60235,J10_PNEUMOBACT,Bacterial pneumoniae,TMPRSS11D,Inverse variance weighted (multiplicative random effects),6,0.00461667084048262,0.040942017466578,0.910219883480923,0.991408010221534
O60238,J10_PNEUMOBACT,Bacterial pneumoniae,BNIP3L,Inverse variance weighted (multiplicative random effects),6,-0.0825620699587547,0.0906037710726803,0.362167248620853,0.90562273581689
O60242,J10_PNEUMOBACT,Bacterial pneumoniae,ADGRB3,Inverse variance weighted (multiplicative random effects),40,-0.000206496778805655,0.00933850812653827,0.982358299250599,0.996771625970461
O60243,J10_PNEUMOBACT,Bacterial pneumoniae,HS6ST1,Inverse variance weighted (multiplicative random effects),30,0.00787904010748429,0.0292122394185,0.787377914397252,0.987360662705468
O60245,J10_PNEUMOBACT,Bacterial pneumoniae,PCDH7,Inverse variance weighted (multiplicative random effects),9,-0.042367734342576,0.0722712948782253,0.557719726212657,0.950270413469016
O60259,J10_PNEUMOBACT,Bacterial pneumoniae,KLK8,Inverse variance weighted (multiplicative random effects),20,1.42599189236606e-05,0.0404866350682822,0.999718974696389,0.999908392499789
