exposure,outcome,id.exposure,id.outcome,method,nsnp,b,se,pval,fdr,PRESSO_pval.x,egger_intercept,egger_pval,QE,QEp,I2,correct_causal_direction,steiger_pval,PRESSO_pval.y,lo_ci,up_ci,or,or_lci95,or_uci95
g_Coprococcus1,"Bacterial pneumonia, not elsewhere classified",0Rtwbb,J10_PNEUMOBACTEROTH,Contamination mixture,,-0.195630663404616,0.176020408163265,0.184003291838686,,,0.0048906748774849,0.687866200723351,11.8140172489405,0.542950340534065,0,TRUE,1.72242989703131e-63,,-0.540630663404616,0.149369336595384,0.822315889950357,0.582380850242831,1.16110174739244
g_Coprococcus1,"Bacterial pneumonia, not elsewhere classified",0Rtwbb,J10_PNEUMOBACTEROTH,Weighted median,14,-0.0375694117680282,0.0892229906726197,0.673701617846838,,,0.0048906748774849,0.687866200723351,11.8140172489405,0.542950340534065,0,TRUE,1.72242989703131e-63,,-0.212446473486363,0.137307649950306,0.963127563013611,0.808603596894569,1.14718102442164
g_Coprococcus2,"Bacterial pneumonia, not elsewhere classified",b57lAH,J10_PNEUMOBACTEROTH,Inverse variance weighted (multiplicative random effects),11,-0.050751523326856,0.0637937807021798,0.426290164797714,0.880085095873808,,-0.0102794156161526,0.689494905429704,9.81337645764204,0.457016301077029,0,TRUE,1.35367207473426e-42,,-0.175787333503128,0.0742842868494163,0.950514821952885,0.838796348251252,1.07711297102774
g_Coprococcus2,"Bacterial pneumonia, not elsewhere classified",b57lAH,J10_PNEUMOBACTEROTH,Contamination mixture,,0.0356352346835819,0.076530612244898,0.652335955808606,,,-0.0102794156161526,0.689494905429704,9.81337645764204,0.457016301077029,0,TRUE,1.35367207473426e-42,,-0.114364765316418,0.185635234683582,1.03627777935014,0.891932550478715,1.20398300902742
g_Coprococcus2,"Bacterial pneumonia, not elsewhere classified",b57lAH,J10_PNEUMOBACTEROTH,Weighted median,11,-0.0137222361625347,0.0866379100555184,0.874152607258264,,,-0.0102794156161526,0.689494905429704,9.81337645764204,0.457016301077029,0,TRUE,1.35367207473426e-42,,-0.183532539871351,0.156088067546281,0.986371484544462,0.8323247915556,1.16892914327838
g_Coprococcus3,"Bacterial pneumonia, not elsewhere classified",hwr8uN,J10_PNEUMOBACTEROTH,Inverse variance weighted (multiplicative random effects),10,0.101254321834924,0.112815810445265,0.369442094068245,0.879738625288083,,0.0681672629823354,0.0804436934523664,16.2216629240691,0.062394514569949,44.5186350984637,TRUE,4.85125791646079e-36,,-0.119864666637795,0.322373310307643,1.10655802784869,0.887040474764259,1.38039999733021
g_Coprococcus3,"Bacterial pneumonia, not elsewhere classified",hwr8uN,J10_PNEUMOBACTEROTH,Contamination mixture,,0.252816600687036,0.316326530612245,0.377964298837886,,,0.0681672629823354,0.0804436934523664,16.2216629240691,0.062394514569949,44.5186350984637,TRUE,4.85125791646079e-36,,-0.367183399312964,0.872816600687036,1.28764710158433,0.692682595882197,2.39364330513728
g_Coprococcus3,"Bacterial pneumonia, not elsewhere classified",hwr8uN,J10_PNEUMOBACTEROTH,Weighted median,10,0.0394490580402467,0.125254250823044,0.752798212632359,,,0.0681672629823354,0.0804436934523664,16.2216629240691,0.062394514569949,44.5186350984637,TRUE,4.85125791646079e-36,,-0.206049273572919,0.284947389653412,1.04023750579803,0.813792976807423,1.32969207072055
g_Dorea,"Bacterial pneumonia, not elsewhere classified",uJZmym,J10_PNEUMOBACTEROTH,Inverse variance weighted (multiplicative random effects),13,0.0453662823707667,0.065427938299601,0.488072466812101,0.880085095873808,,-0.000495447583278083,0.970700268654583,10.6360949807701,0.560335571256937,0,TRUE,3.91931928660369e-56,,-0.0828724766964513,0.173605041437985,1.0464110716507,0.920468520922625,1.18958563599288
g_Dorea,"Bacterial pneumonia, not elsewhere classified",uJZmym,J10_PNEUMOBACTEROTH,Contamination mixture,,-0.0459123808665306,0.135204081632653,0.536098617374135,,,-0.000495447583278083,0.970700268654583,10.6360949807701,0.560335571256937,0,TRUE,3.91931928660369e-56,,-0.310912380866531,0.219087619133469,0.955125645805958,0.732778078436863,1.2449403525038
g_Dorea,"Bacterial pneumonia, not elsewhere classified",uJZmym,J10_PNEUMOBACTEROTH,Weighted median,13,0.043329226435577,0.0950040684672623,0.648334185628978,,,-0.000495447583278083,0.970700268654583,10.6360949807701,0.560335571256937,0,TRUE,3.91931928660369e-56,,-0.142878747760257,0.229537200631411,1.04428164338515,0.866859171139461,1.25801766540431
g_Eisenbergiella,"Bacterial pneumonia, not elsewhere classified",DL0nTm,J10_PNEUMOBACTEROTH,Inverse variance weighted (multiplicative random effects),12,-0.0056503869222433,0.0513061397677196,0.912305630960165,0.915848526025684,,0.0504968505485472,0.223879529001059,15.5015226279008,0.160668478566032,29.0392288290352,TRUE,1.74173518542804e-50,,-0.106210420866974,0.0949096470224871,0.994365546489836,0.899235410272188,1.09955950216278
g_Eisenbergiella,"Bacterial pneumonia, not elsewhere classified",DL0nTm,J10_PNEUMOBACTEROTH,Contamination mixture,,-0.0181187246503091,0.122448979591837,0.737199430762014,,,0.0504968505485472,0.223879529001059,15.5015226279008,0.160668478566032,29.0392288290352,TRUE,1.74173518542804e-50,,-0.258118724650309,0.221881275349691,0.982044432554959,0.772503511453025,1.24842315046336
g_Eisenbergiella,"Bacterial pneumonia, not elsewhere classified",DL0nTm,J10_PNEUMOBACTEROTH,Weighted median,12,-0.00204645819761341,0.0594797727518508,0.972553437389805,,,0.0504968505485472,0.223879529001059,15.5015226279008,0.160668478566032,29.0392288290352,TRUE,1.74173518542804e-50,,-0.118626812791241,0.114533896396014,0.99795563437027,0.888139181106638,1.12135065016548
g_Escherichia_Shigella,"Bacterial pneumonia, not elsewhere classified",5Tx4np,J10_PNEUMOBACTEROTH,Inverse variance weighted (multiplicative random effects),15,-0.0584306606175806,0.0515723973565035,0.257221301676509,0.879738625288083,,-0.0148808369609833,0.334590912382734,10.9057081277251,0.693427025862533,0,TRUE,5.02761173983103e-61,,-0.159512559436327,0.0426512382011662,0.943243642063797,0.852559259665445,1.04357387267474
g_Escherichia_Shigella,"Bacterial pneumonia, not elsewhere classified",5Tx4np,J10_PNEUMOBACTEROTH,Contamination mixture,,-0.0454039259980941,0.130102040816327,0.740100115759931,,,-0.0148808369609833,0.334590912382734,10.9057081277251,0.693427025862533,0,TRUE,5.02761173983103e-61,,-0.300403925998094,0.209596074001906,0.955611407574039,0.740519045368934,1.23317984594262
g_Escherichia_Shigella,"Bacterial pneumonia, not elsewhere classified",5Tx4np,J10_PNEUMOBACTEROTH,Weighted median,15,-0.0520075908351364,0.0789369628371954,0.509992316790617,,,-0.0148808369609833,0.334590912382734,10.9057081277251,0.693427025862533,0,TRUE,5.02761173983103e-61,,-0.206724037996039,0.102708856325767,0.949321660671322,0.813244043480056,1.10816872579019
g_Lachnoclostridium,"Bacterial pneumonia, not elsewhere classified",abBjaX,J10_PNEUMOBACTEROTH,Inverse variance weighted (multiplicative random effects),14,-0.027996486980288,0.0649591367159066,0.666478455152579,0.880085095873808,,0.00239243894422558,0.887239519519968,11.2353610590071,0.591107920741294,0,TRUE,4.52095983715907e-52,,-0.155316394943465,0.099323420982889,0.972391782826747,0.856144254913477,1.10442343551618
