exposure,outcome,id.exposure,id.outcome,method,nsnp,b,se,pval,fdr,PRESSO_pval.x,egger_intercept,egger_pval,QE,QEp,I2,correct_causal_direction,steiger_pval,PRESSO_pval.y
P_Actinobacteria abundance,Bacterial pneumoniae,GCST90011481,J10_PNEUMOBACT,Contamination mixture,,0.033533821114686,0.0408163265306123,0.374938398455103,,,-0.000297508095156987,0.974023147469033,8.31133303657299,0.91069520180763,0,TRUE,3.63190841586805e-71,
P_Actinobacteria abundance,Bacterial pneumoniae,GCST90011481,J10_PNEUMOBACT,Weighted median,16,0.0195812917640609,0.0386626546266489,0.612530065406366,,,-0.000297508095156987,0.974023147469033,8.31133303657299,0.91069520180763,0,TRUE,3.63190841586805e-71,
P_Firmicutes abundance,Bacterial pneumoniae,GCST90011483,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),8,0.0448531271105789,0.0386117551450493,0.245379960300476,0.858829861051667,,0.00826170220617675,0.426871229534587,5.32151816353674,0.620790077138963,0,TRUE,2.40088449746144e-34,
P_Firmicutes abundance,Bacterial pneumoniae,GCST90011483,J10_PNEUMOBACT,Contamination mixture,,0.018258756866762,0.102040816326531,0.726955737549094,,,0.00826170220617675,0.426871229534587,5.32151816353674,0.620790077138963,0,TRUE,2.40088449746144e-34,
P_Firmicutes abundance,Bacterial pneumoniae,GCST90011483,J10_PNEUMOBACT,Weighted median,8,0.0219122037324067,0.0593761121517576,0.712097366509898,,,0.00826170220617675,0.426871229534587,5.32151816353674,0.620790077138963,0,TRUE,2.40088449746144e-34,
g_Anaerostipes,Bacterial pneumoniae,L9wcrw,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),15,-0.016761103406773,0.0462074550191512,0.716802169209031,0.964655523797553,,0.00301894489837966,0.772881104102414,11.3321812547185,0.659765956001236,0,TRUE,9.74936366041881e-74,
g_Anaerostipes,Bacterial pneumoniae,L9wcrw,J10_PNEUMOBACT,Contamination mixture,,0.0616201715123254,0.137755102040816,0.369090370117224,,,0.00301894489837966,0.772881104102414,11.3321812547185,0.659765956001236,0,TRUE,9.74936366041881e-74,
g_Anaerostipes,Bacterial pneumoniae,L9wcrw,J10_PNEUMOBACT,Weighted median,15,0.0141557151398048,0.0717760970382212,0.843655017391342,,,0.00301894489837966,0.772881104102414,11.3321812547185,0.659765956001236,0,TRUE,9.74936366041881e-74,
g_Butyrivibrio,Bacterial pneumoniae,bbcEp8,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),16,-0.0194158009388674,0.0187733360211207,0.301032296622643,0.936544922825999,,0.0113820820991442,0.415028044677016,11.0089414357381,0.751960269630289,0,TRUE,1.15466410921489e-77,
g_Butyrivibrio,Bacterial pneumoniae,bbcEp8,J10_PNEUMOBACT,Contamination mixture,,0.0097650035288373,0.0612244897959184,0.620393226472593,,,0.0113820820991442,0.415028044677016,11.0089414357381,0.751960269630289,0,TRUE,1.15466410921489e-77,
g_Butyrivibrio,Bacterial pneumoniae,bbcEp8,J10_PNEUMOBACT,Weighted median,16,-0.0213516700179938,0.0306639239860566,0.486233219218192,,,0.0113820820991442,0.415028044677016,11.0089414357381,0.751960269630289,0,TRUE,1.15466410921489e-77,
g_Clostridiuminnocuumgroup,Bacterial pneumoniae,Ss8cmW,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),11,-0.0177787533795685,0.0387482393456087,0.646358126752094,0.964655523797553,,0.0147462358523104,0.590131530183576,18.4024372648521,0.0485428414842625,45.6593718751613,TRUE,4.00334361198748e-48,
g_Clostridiuminnocuumgroup,Bacterial pneumoniae,Ss8cmW,J10_PNEUMOBACT,Contamination mixture,,0.0576568456033454,0.10969387755102,0.190591581330006,,,0.0147462358523104,0.590131530183576,18.4024372648521,0.0485428414842625,45.6593718751613,TRUE,4.00334361198748e-48,
g_Clostridiuminnocuumgroup,Bacterial pneumoniae,Ss8cmW,J10_PNEUMOBACT,Weighted median,11,0.00850724400669303,0.0436531366577026,0.845484726428762,,,0.0147462358523104,0.590131530183576,18.4024372648521,0.0485428414842625,45.6593718751613,TRUE,4.00334361198748e-48,
g_Clostridiumsensustricto1,Bacterial pneumoniae,hECb1U,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),9,-0.013864764397029,0.0494784204489645,0.779309941725018,0.964655523797553,,-0.010281141117561,0.461764186632311,6.72414564180213,0.566666593287154,0,TRUE,1.51139218377157e-44,
g_Clostridiumsensustricto1,Bacterial pneumoniae,hECb1U,J10_PNEUMOBACT,Contamination mixture,,-0.0433251851921969,0.104591836734694,0.48345027558921,,,-0.010281141117561,0.461764186632311,6.72414564180213,0.566666593287154,0,TRUE,1.51139218377157e-44,
g_Clostridiumsensustricto1,Bacterial pneumoniae,hECb1U,J10_PNEUMOBACT,Weighted median,9,-0.00452649309165491,0.0695536720540448,0.948110989881556,,,-0.010281141117561,0.461764186632311,6.72414564180213,0.566666593287154,0,TRUE,1.51139218377157e-44,
g_Coprococcus1,Bacterial pneumoniae,mLW8Jk,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),14,0.0042188514471303,0.0482913456770282,0.930383396442078,0.964655523797553,,-0.00569972769598008,0.537662645815424,12.8022919926475,0.463196679027976,0,TRUE,9.34817950178843e-68,
g_Coprococcus1,Bacterial pneumoniae,mLW8Jk,J10_PNEUMOBACT,Contamination mixture,,-0.109293947872069,0.145408163265306,0.169482716433067,,,-0.00569972769598008,0.537662645815424,12.8022919926475,0.463196679027976,0,TRUE,9.34817950178843e-68,
g_Coprococcus1,Bacterial pneumoniae,mLW8Jk,J10_PNEUMOBACT,Weighted median,14,-0.00972123148926139,0.0702992067412374,0.89001624015212,,,-0.00569972769598008,0.537662645815424,12.8022919926475,0.463196679027976,0,TRUE,9.34817950178843e-68,
g_Coprococcus2,Bacterial pneumoniae,3C1lPZ,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),11,-0.0184662506355257,0.055326749763941,0.738555286763565,0.964655523797553,,-0.0258574506025359,0.228872653561511,13.3030696547392,0.20721700972468,24.8293795376958,TRUE,2.22365925859723e-44,
g_Coprococcus2,Bacterial pneumoniae,3C1lPZ,J10_PNEUMOBACT,Contamination mixture,,-0.103259251802137,0.13265306122449,0.520962358574036,,,-0.0258574506025359,0.228872653561511,13.3030696547392,0.20721700972468,24.8293795376958,TRUE,2.22365925859723e-44,
g_Coprococcus2,Bacterial pneumoniae,3C1lPZ,J10_PNEUMOBACT,Weighted median,11,-0.0165521691825209,0.0705299665391156,0.814454947899112,,,-0.0258574506025359,0.228872653561511,13.3030696547392,0.20721700972468,24.8293795376958,TRUE,2.22365925859723e-44,
g_Coprococcus3,Bacterial pneumoniae,gD4onr,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),10,0.0976139689557503,0.080140748230599,0.223211940125691,0.858829861051667,,0.0474085038694848,0.0877866872676227,14.7594765493809,0.0977581764994383,39.0222277200102,TRUE,1.40283425200779e-39,
g_Coprococcus3,Bacterial pneumoniae,gD4onr,J10_PNEUMOBACT,Contamination mixture,,0.257883855561911,0.135204081632653,0.10666180700197,,,0.0474085038694848,0.0877866872676227,14.7594765493809,0.0977581764994383,39.0222277200102,TRUE,1.40283425200779e-39,
g_Coprococcus3,Bacterial pneumoniae,gD4onr,J10_PNEUMOBACT,Weighted median,10,0.117235115231419,0.0890771880884756,0.188138115076713,,,0.0474085038694848,0.0877866872676227,14.7594765493809,0.0977581764994383,39.0222277200102,TRUE,1.40283425200779e-39,
g_Dorea,Bacterial pneumoniae,Wc2kVO,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),13,0.0385530396021364,0.0688401556720708,0.57545414766156,0.964655523797553,,0.0079663123152304,0.565236910732382,21.2753821901049,0.0464904390422096,43.5967829260376,TRUE,9.26840572734693e-57,
g_Dorea,Bacterial pneumoniae,Wc2kVO,J10_PNEUMOBACT,Contamination mixture,,-0.0926445478477955,0.0816326530612245,0.26162301515126,,,0.0079663123152304,0.565236910732382,21.2753821901049,0.0464904390422096,43.5967829260376,TRUE,9.26840572734693e-57,
g_Dorea,Bacterial pneumoniae,Wc2kVO,J10_PNEUMOBACT,Contamination mixture,,-0.0926445478477955,0.0127551020408163,0.26162301515126,,,0.0079663123152304,0.565236910732382,21.2753821901049,0.0464904390422096,43.5967829260376,TRUE,9.26840572734693e-57,
g_Dorea,Bacterial pneumoniae,Wc2kVO,J10_PNEUMOBACT,Weighted median,13,-0.038177134832839,0.0748970533245554,0.610241943646874,,,0.0079663123152304,0.565236910732382,21.2753821901049,0.0464904390422096,43.5967829260376,TRUE,9.26840572734693e-57,
g_Eisenbergiella,Bacterial pneumoniae,Oykj5Q,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),12,-0.0113381161603354,0.0495351294247668,0.818954093228828,0.964655523797553,,0.0694264556742954,0.0698409816859682,26.0110666641185,0.00646535534330839,57.7103079160757,TRUE,4.49082479923246e-51,
g_Eisenbergiella,Bacterial pneumoniae,Oykj5Q,J10_PNEUMOBACT,Contamination mixture,,-0.0132486068144193,0.0994897959183673,0.64218723913652,,,0.0694264556742954,0.0698409816859682,26.0110666641185,0.00646535534330839,57.7103079160757,TRUE,4.49082479923246e-51,
g_Eisenbergiella,Bacterial pneumoniae,Oykj5Q,J10_PNEUMOBACT,Weighted median,12,-0.0179846080652681,0.0474975715835976,0.704953219711001,,,0.0694264556742954,0.0698409816859682,26.0110666641185,0.00646535534330839,57.7103079160757,TRUE,4.49082479923246e-51,
g_Escherichia_Shigella,Bacterial pneumoniae,NINZE8,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),15,-0.0020147452417001,0.0239860536005704,0.933059191645009,0.964655523797553,,-0.0125981238531079,0.275042200036782,4.25424703631296,0.993732166223109,0,TRUE,2.37880439400514e-67,
g_Escherichia_Shigella,Bacterial pneumoniae,NINZE8,J10_PNEUMOBACT,Contamination mixture,,0.0188205542184602,0.0816326530612245,0.833545393843736,,,-0.0125981238531079,0.275042200036782,4.25424703631296,0.993732166223109,0,TRUE,2.37880439400514e-67,
g_Escherichia_Shigella,Bacterial pneumoniae,NINZE8,J10_PNEUMOBACT,Weighted median,15,0.00669616655912137,0.0554163498426215,0.903822700221373,,,-0.0125981238531079,0.275042200036782,4.25424703631296,0.993732166223109,0,TRUE,2.37880439400514e-67,
g_Lachnoclostridium,Bacterial pneumoniae,QvK04c,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),14,0.0258365538558221,0.0680727184356758,0.704284351146642,0.964655523797553,,-0.00159773746516558,0.92555173328038,22.2065061986155,0.0522435523196471,41.4585982876924,TRUE,9.41397906465531e-53,
g_Lachnoclostridium,Bacterial pneumoniae,QvK04c,J10_PNEUMOBACT,Contamination mixture,,0.176453382264462,0.191326530612245,0.100944370372955,,,-0.00159773746516558,0.92555173328038,22.2065061986155,0.0522435523196471,41.4585982876924,TRUE,9.41397906465531e-53,
g_Lachnoclostridium,Bacterial pneumoniae,QvK04c,J10_PNEUMOBACT,Weighted median,14,0.0180860767717055,0.0808427272458912,0.822975742515184,,,-0.00159773746516558,0.92555173328038,22.2065061986155,0.0522435523196471,41.4585982876924,TRUE,9.41397906465531e-53,
g_Paraprevotella,Bacterial pneumoniae,MqunR6,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),13,-0.0142238616252872,0.0258120710994967,0.581596216781425,0.964655523797553,,-0.0153578974255166,0.269658206994969,7.37637381859856,0.831772506740127,0,TRUE,1.1660444287157e-63,
g_Paraprevotella,Bacterial pneumoniae,MqunR6,J10_PNEUMOBACT,Contamination mixture,,-0.0441758803450398,0.0816326530612245,0.305962618230415,,,-0.0153578974255166,0.269658206994969,7.37637381859856,0.831772506740127,0,TRUE,1.1660444287157e-63,
g_Paraprevotella,Bacterial pneumoniae,MqunR6,J10_PNEUMOBACT,Weighted median,13,-0.00792709387466139,0.0441041432082714,0.857359979432806,,,-0.0153578974255166,0.269658206994969,7.37637381859856,0.831772506740127,0,TRUE,1.1660444287157e-63,
g_Roseburia,Bacterial pneumoniae,Bt0ck0,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),17,0.00233249008255296,0.052637615557419,0.964655523797553,0.964655523797553,,0.0146011634877143,0.200231855546138,19.0329885458743,0.266956209117496,15.9354298909185,TRUE,2.67462345391091e-73,
g_Roseburia,Bacterial pneumoniae,Bt0ck0,J10_PNEUMOBACT,Contamination mixture,,0.0702480454205923,0.135204081632653,0.394554622239227,,,0.0146011634877143,0.200231855546138,19.0329885458743,0.266956209117496,15.9354298909185,TRUE,2.67462345391091e-73,
g_Roseburia,Bacterial pneumoniae,Bt0ck0,J10_PNEUMOBACT,Weighted median,17,0.0180516702226919,0.069513900207139,0.795107285121463,,,0.0146011634877143,0.200231855546138,19.0329885458743,0.266956209117496,15.9354298909185,TRUE,2.67462345391091e-73,
g_Subdoligranulum,Bacterial pneumoniae,BCwVGo,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),13,0.0722880733245682,0.055465655441482,0.192474301780205,0.858829861051667,,-0.00740104541689337,0.527847434743749,13.8166069777121,0.312572489167436,13.1479963253101,TRUE,8.74187021500527e-61,
g_Subdoligranulum,Bacterial pneumoniae,BCwVGo,J10_PNEUMOBACT,Contamination mixture,,0.190632674127711,0.127551020408163,0.282541141811516,,,-0.00740104541689337,0.527847434743749,13.8166069777121,0.312572489167436,13.1479963253101,TRUE,8.74187021500527e-61,
g_Subdoligranulum,Bacterial pneumoniae,BCwVGo,J10_PNEUMOBACT,Weighted median,13,0.0926105650775448,0.0747123718004193,0.215137700461361,,,-0.00740104541689337,0.527847434743749,13.8166069777121,0.312572489167436,13.1479963253101,TRUE,8.74187021500527e-61,
p_Actinobacteria,Bacterial pneumoniae,PuRhZ5,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),17,0.00439453020944756,0.0511020983859134,0.931470310120617,0.964655523797553,,0.00251383810992951,0.863098966786348,18.2753066023024,0.308023888729574,12.4501692464946,TRUE,1.99384998151843e-75,
p_Actinobacteria,Bacterial pneumoniae,PuRhZ5,J10_PNEUMOBACT,Contamination mixture,,0.00709911117976425,0.0790816326530613,0.861793927956784,,,0.00251383810992951,0.863098966786348,18.2753066023024,0.308023888729574,12.4501692464946,TRUE,1.99384998151843e-75,
p_Actinobacteria,Bacterial pneumoniae,PuRhZ5,J10_PNEUMOBACT,Weighted median,17,0.0040336145847976,0.0689524827312991,0.953351582994178,,,0.00251383810992951,0.863098966786348,18.2753066023024,0.308023888729574,12.4501692464946,TRUE,1.99384998151843e-75,
p_Firmicutes,Bacterial pneumoniae,El0EYI,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),18,0.00724441111790069,0.0475796441396659,0.878982958114286,0.964655523797553,,-0.0046574249079292,0.636108537859904,19.056909845642,0.325275389208642,10.793511971787,TRUE,6.03574623751962e-79,
p_Firmicutes,Bacterial pneumoniae,El0EYI,J10_PNEUMOBACT,Contamination mixture,,0.057644604100773,0.0637755102040817,0.389978006772127,,,-0.0046574249079292,0.636108537859904,19.056909845642,0.325275389208642,10.793511971787,TRUE,6.03574623751962e-79,
p_Firmicutes,Bacterial pneumoniae,El0EYI,J10_PNEUMOBACT,Weighted median,18,0.0354375259692109,0.0658268208127713,0.590339035214844,,,-0.0046574249079292,0.636108537859904,19.056909845642,0.325275389208642,10.793511971787,TRUE,6.03574623751962e-79,
