exposure,outcome,id.exposure,id.outcome,method,nsnp,b,se,pval,fdr,egger_intercept,egger_pval,QE,QEp,I2,correct_causal_direction,steiger_pval,lo_ci,up_ci,or,or_lci95,or_uci95
g_Butyrivibrio,Bacterial pneumoniae,0uansG,J10_PNEUMOBACT,Weighted median,16,-0.00428821209731684,0.0296381057035622,0.88495897609484,,0.00884752854196711,0.513999380432235,11.1536755118729,0.7416264228465,0,TRUE,7.73960343993617e-78,-0.0623788992762988,0.0538024750816652,0.99572096915577,0.939526833303942,1.05527613823432
g_Clostridiuminnocuumgroup,Bacterial pneumoniae,IaV7ha,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),11,-0.0150406941095013,0.0398843280050914,0.706093440425573,0.982799643084618,0.0146654176253098,0.602968259631808,20.4967798253809,0.0248890619104798,51.2118484698893,TRUE,5.37474598553145e-48,-0.0932139769994804,0.0631325887804778,0.985071852165588,0.910998546703537,1.06516805920298
g_Clostridiuminnocuumgroup,Bacterial pneumoniae,IaV7ha,J10_PNEUMOBACT,Contamination mixture,,-0.110919765954225,0.102040816326531,0.135295301836672,,0.0146654176253098,0.602968259631808,20.4967798253809,0.0248890619104798,51.2118484698893,TRUE,5.37474598553145e-48,-0.310919765954225,0.0890802340457754,0.895010556366241,0.732772666826476,1.09316836212819
g_Clostridiuminnocuumgroup,Bacterial pneumoniae,IaV7ha,J10_PNEUMOBACT,Weighted median,11,-0.00843390179189452,0.0446090128451682,0.850043651071887,,0.0146654176253098,0.602968259631808,20.4967798253809,0.0248890619104798,51.2118484698893,TRUE,5.37474598553145e-48,-0.0958675669684241,0.0789997633846351,0.991601563783395,0.908584334679335,1.08220406600417
g_Clostridiumsensustricto1,Bacterial pneumoniae,feuRup,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),9,-0.0285093017914437,0.0401026058588944,0.477140653819084,0.982799643084618,-0.00719529533549416,0.593688417487945,4.6487647222349,0.794371756908228,0,TRUE,2.60087412297657e-45,-0.107110409274877,0.0500918056919892,0.971893253755739,0.898426472898698,1.05136761347684
g_Clostridiumsensustricto1,Bacterial pneumoniae,feuRup,J10_PNEUMOBACT,Contamination mixture,,-0.0490549576959649,0.086734693877551,0.365718839463516,,-0.00719529533549416,0.593688417487945,4.6487647222349,0.794371756908228,0,TRUE,2.60087412297657e-45,-0.219054957695965,0.120945042304035,0.952128801455408,0.803277570656012,1.12856288744694
g_Clostridiumsensustricto1,Bacterial pneumoniae,feuRup,J10_PNEUMOBACT,Weighted median,9,-0.0280099834541247,0.0705426110529308,0.691319721216279,,-0.00719529533549416,0.593688417487945,4.6487647222349,0.794371756908228,0,TRUE,2.60087412297657e-45,-0.166273501117869,0.11025353420962,0.972378659055054,0.846814597775315,1.11656112101716
g_Coprococcus1,Bacterial pneumoniae,YDZwuO,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),14,0.0209710118699345,0.0514526460582565,0.683582872205603,0.982799643084618,-0.00574080971520362,0.560676939358786,15.2669004551627,0.290988387525628,14.8484655534395,TRUE,4.45720936797167e-67,-0.0798761744042482,0.121818198144117,1.02119244874894,0.923230658895437,1.12954872905706
g_Coprococcus1,Bacterial pneumoniae,YDZwuO,J10_PNEUMOBACT,Contamination mixture,,0.144136217798455,0.155612244897959,0.21379419293478,,-0.00574080971520362,0.560676939358786,15.2669004551627,0.290988387525628,14.8484655534395,TRUE,4.45720936797167e-67,-0.160863782201545,0.449136217798455,1.15504143501074,0.851408040137263,1.56695809024376
g_Coprococcus1,Bacterial pneumoniae,YDZwuO,J10_PNEUMOBACT,Weighted median,14,0.0239837872386255,0.0718619724492808,0.738569750110075,,-0.00574080971520362,0.560676939358786,15.2669004551627,0.290988387525628,14.8484655534395,TRUE,4.45720936797167e-67,-0.116865678761965,0.164833253239216,1.02427371145074,0.889704691373289,1.17919647512445
g_Coprococcus2,Bacterial pneumoniae,tYBQdJ,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),11,-0.028518661585284,0.056881428713894,0.616110505739797,0.982799643084618,-0.0257371737815953,0.245386502497224,14.7848279074347,0.140105786062939,32.3630950416988,TRUE,3.88723741167597e-44,-0.140006261864516,0.0829689386939483,0.97188415707782,0.869352791612364,1.08650805966473
g_Coprococcus2,Bacterial pneumoniae,tYBQdJ,J10_PNEUMOBACT,Contamination mixture,,-0.0639596437671476,0.125,0.274052308530021,,-0.0257371737815953,0.245386502497224,14.7848279074347,0.140105786062939,32.3630950416988,TRUE,3.88723741167597e-44,-0.308959643767148,0.181040356232852,0.938042854642747,0.734210399394235,1.19846354379113
g_Coprococcus2,Bacterial pneumoniae,tYBQdJ,J10_PNEUMOBACT,Weighted median,11,-0.057239487284696,0.0709741384460606,0.419963990614326,,-0.0257371737815953,0.245386502497224,14.7848279074347,0.140105786062939,32.3630950416988,TRUE,3.88723741167597e-44,-0.196348798638975,0.0818698240695827,0.944367878183748,0.821725567926903,1.08531451880612
g_Coprococcus3,Bacterial pneumoniae,7Pe0PR,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),10,0.0774596447564823,0.0768340208807647,0.313386039298804,0.979261035609148,0.0508977385944309,0.0490182267283541,14.26085796796,0.113343876126521,36.8901925801352,TRUE,4.59237451813274e-40,-0.0731350361698165,0.228054325682781,1.08053862617931,0.929475308765394,1.25615356497884
g_Coprococcus3,Bacterial pneumoniae,7Pe0PR,J10_PNEUMOBACT,Contamination mixture,,0.192028024513843,0.14030612244898,0.249042570916613,,0.0508977385944309,0.0490182267283541,14.26085796796,0.113343876126521,36.8901925801352,TRUE,4.59237451813274e-40,-0.0829719754861572,0.467028024513843,1.21170447391789,0.920376939975003,1.59524610878723
g_Coprococcus3,Bacterial pneumoniae,7Pe0PR,J10_PNEUMOBACT,Weighted median,10,0.0759963416046256,0.0873619382179067,0.384353857141929,,0.0508977385944309,0.0490182267283541,14.26085796796,0.113343876126521,36.8901925801352,TRUE,4.59237451813274e-40,-0.0952330573024716,0.247225740511723,1.07895862689281,0.909161023159882,1.28046813368692
g_Dorea,Bacterial pneumoniae,YoyR09,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),13,0.0333078552942763,0.0671416908881902,0.619835812282039,0.982799643084618,0.00554880716849111,0.682504053861836,21.2619891345503,0.0466731587935124,43.5612541984596,TRUE,4.78363307095128e-57,-0.0982898588465764,0.164905569435129,1.03386877222905,0.906386141632231,1.17928175321122
g_Dorea,Bacterial pneumoniae,YoyR09,J10_PNEUMOBACT,Contamination mixture,,-0.109389688542738,0.0943877551020408,0.308125427970359,,0.00554880716849111,0.682504053861836,21.2619891345503,0.0466731587935124,43.5612541984596,TRUE,4.78363307095128e-57,-0.294389688542738,0.0756103114572623,0.896381040007236,0.744986122313837,1.07854219671755
g_Dorea,Bacterial pneumoniae,YoyR09,J10_PNEUMOBACT,Contamination mixture,,-0.109389688542738,0.0484693877551021,0.308125427970359,,0.00554880716849111,0.682504053861836,21.2619891345503,0.0466731587935124,43.5612541984596,TRUE,4.78363307095128e-57,-0.204389688542738,-0.0143896885427376,0.896381040007236,0.815144656753065,0.985713348211103
g_Dorea,Bacterial pneumoniae,YoyR09,J10_PNEUMOBACT,Weighted median,13,-0.034383010571009,0.0746112070654601,0.644921268614189,,0.00554880716849111,0.682504053861836,21.2619891345503,0.0466731587935124,43.5612541984596,TRUE,4.78363307095128e-57,-0.180620976419311,0.111854955277293,0.966201368421161,0.834751689317892,1.11835063802238
g_Eisenbergiella,Bacterial pneumoniae,Pf9yo3,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),12,-0.00793892503432625,0.0468980647541285,0.865576060602365,0.992988908725174,0.0693441573642665,0.0530852007357139,24.5082332731992,0.0107526444974011,55.1171237951738,TRUE,1.91883066319524e-51,-0.0998591319524182,0.0839812818837657,0.992092505002459,0.904964889694548,1.08760853563531
g_Eisenbergiella,Bacterial pneumoniae,Pf9yo3,J10_PNEUMOBACT,Contamination mixture,,0.0119192876057451,0.107142857142857,0.761148789368148,,0.0693441573642665,0.0530852007357139,24.5082332731992,0.0107526444974011,55.1171237951738,TRUE,1.91883066319524e-51,-0.198080712394255,0.221919287605745,1.01199060538496,0.820303641794884,1.24847060674577
g_Eisenbergiella,Bacterial pneumoniae,Pf9yo3,J10_PNEUMOBACT,Weighted median,12,-0.0115885400466164,0.0474147222297212,0.806914803798375,,0.0693441573642665,0.0530852007357139,24.5082332731992,0.0107526444974011,55.1171237951738,TRUE,1.91883066319524e-51,-0.10452139561687,0.0813443155236371,0.988478348454238,0.900755524980605,1.08474432658502
g_Erysipelatoclostridium,Bacterial pneumoniae,dEyO43,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),16,0.0040594504117851,0.0462587875006513,0.930071223853563,0.992988908725174,-0.0110874431904116,0.47867780580426,25.0787622917049,0.0488956135906078,40.188435834565,TRUE,1.74028884407095e-68,-0.0866077730894914,0.0947266739130616,1.00406770114131,0.917036711579222,1.09935833074671
g_Erysipelatoclostridium,Bacterial pneumoniae,dEyO43,J10_PNEUMOBACT,Contamination mixture,,0.0453786032494334,0.0586734693877551,0.361656888650761,,-0.0110874431904116,0.47867780580426,25.0787622917049,0.0488956135906078,40.188435834565,TRUE,1.74028884407095e-68,-0.0696213967505666,0.160378603249433,1.04642396443398,0.932746894069212,1.1739552501372
g_Erysipelatoclostridium,Bacterial pneumoniae,dEyO43,J10_PNEUMOBACT,Weighted median,16,-0.00203869278583157,0.0534570331056374,0.96957842247157,,-0.0110874431904116,0.47867780580426,25.0787622917049,0.0488956135906078,40.188435834565,TRUE,1.74028884407095e-68,-0.106814477672881,0.102737092101218,0.9979633839368,0.898692385028059,1.10820001623525
g_Lachnoclostridium,Bacterial pneumoniae,vEZ3Ql,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),14,0.0188359777837279,0.0647034328220208,0.770965283724875,0.991241079074839,1.34754106876137e-05,0.999338643843112,21.0851508861043,0.0712614280866414,38.3452360847587,TRUE,2.5955814650376e-53,-0.107982750547433,0.145654706114889,1.01901449389354,0.897643080148625,1.15679668426027
g_Lachnoclostridium,Bacterial pneumoniae,vEZ3Ql,J10_PNEUMOBACT,Contamination mixture,,0.142365158512277,0.178571428571429,0.243400726770897,,1.34754106876137e-05,0.999338643843112,21.0851508861043,0.0712614280866414,38.3452360847587,TRUE,2.5955814650376e-53,-0.207634841487723,0.492365158512277,1.15299759856334,0.812503675181861,1.63618147572718
g_Lachnoclostridium,Bacterial pneumoniae,vEZ3Ql,J10_PNEUMOBACT,Weighted median,14,0.00965505369944167,0.0787865599486738,0.902465854617165,,1.34754106876137e-05,0.999338643843112,21.0851508861043,0.0712614280866414,38.3452360847587,TRUE,2.5955814650376e-53,-0.144766603799959,0.164076711198842,1.00970181410064,0.865224209589257,1.17830470079208
g_Paraprevotella,Bacterial pneumoniae,DqHONl,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),13,-0.0138004733408748,0.0222128748524034,0.534413679427609,0.982799643084618,-0.00941926729207874,0.479933055114829,5.74538271649545,0.928369136004124,0,TRUE,2.82515304571146e-64,-0.0573377080515854,0.0297367613698359,0.986294316641455,0.944275126201687,1.03018331421288
g_Paraprevotella,Bacterial pneumoniae,DqHONl,J10_PNEUMOBACT,Contamination mixture,,-0.0407340097067072,0.0714285714285714,0.377715308285402,,-0.00941926729207874,0.479933055114829,5.74538271649545,0.928369136004124,0,TRUE,2.82515304571146e-64,-0.180734009706707,0.0992659902932928,0.960084469136952,0.8346573399227,1.10436000953799
g_Paraprevotella,Bacterial pneumoniae,DqHONl,J10_PNEUMOBACT,Weighted median,13,-0.00830384159570706,0.0423213839123321,0.844446488203855,,-0.00941926729207874,0.479933055114829,5.74538271649545,0.928369136004124,0,TRUE,2.82515304571146e-64,-0.0912537540638779,0.0746460708724638,0.991730540064479,0.912786058337365,1.07750272379058
g_Roseburia,Bacterial pneumoniae,0perSf,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),17,0.000707283709961845,0.0512901435907775,0.988997635261797,0.992988908725174,0.0136968976257488,0.218529436262032,18.9990064222457,0.268714709082338,15.7850697851976,TRUE,1.41411407421104e-73,-0.099821397727962,0.101235965147886,1.00070753389407,0.904999038487106,1.10653771529572
g_Roseburia,Bacterial pneumoniae,0perSf,J10_PNEUMOBACT,Contamination mixture,,0.0649749543901139,0.076530612244898,0.405201868182592,,0.0136968976257488,0.218529436262032,18.9990064222457,0.268714709082338,15.7850697851976,TRUE,1.41411407421104e-73,-0.0850250456098861,0.214974954390114,1.06713229707028,0.918489279989188,1.23983084425755
g_Roseburia,Bacterial pneumoniae,0perSf,J10_PNEUMOBACT,Weighted median,17,0.0422625434662298,0.0660660434771202,0.522366715969531,,0.0136968976257488,0.218529436262032,18.9990064222457,0.268714709082338,15.7850697851976,TRUE,1.41411407421104e-73,-0.0872269017489257,0.171751988681385,1.04316831982815,0.916469123592455,1.18738331219218
g_Ruminiclostridium6,Bacterial pneumoniae,CHDghv,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),17,0.0618839715184395,0.0413521581581995,0.134520468242929,0.790542093584329,0.0090889124990699,0.360973591075292,16.1342491444653,0.443631083550036,0.832075563376066,TRUE,5.12403239292735e-76,-0.0191662584716316,0.14293420150851,1.06383890195431,0.981016246421712,1.15365389048292
g_Ruminiclostridium6,Bacterial pneumoniae,CHDghv,J10_PNEUMOBACT,Contamination mixture,,-9.01177352244931e-05,0.0841836734693878,1,,0.0090889124990699,0.360973591075292,16.1342491444653,0.443631083550036,0.832075563376066,TRUE,5.12403239292735e-76,-0.165090117735224,0.164909882264775,0.999909886325257,0.847817297270449,1.1792868392635
