exposure,outcome,id.exposure,id.outcome,method,nsnp,b,se,pval,fdr,PRESSO_pval.x,egger_intercept,egger_pval,QE,QEp,I2,correct_causal_direction,steiger_pval,PRESSO_pval.y,lo_ci,up_ci,or,or_lci95,or_uci95
G_Roseburia abundance,Bacterial pneumoniae,GCST90011342,J10_PNEUMOBACT,Contamination mixture,,-0.0346873421213139,0.0816326530612245,0.556045305274981,,,0.000210773707120267,0.983622306423197,12.4706615189954,0.32932388464222,11.7929711808416,TRUE,1.69743833378794e-49,,-0.194687342121314,0.125312657878686,0.965907367599935,0.823091964016988,1.13350279624961
G_Roseburia abundance,Bacterial pneumoniae,GCST90011342,J10_PNEUMOBACT,Weighted median,12,0.0045729807556319,0.0524957412483427,0.930582914864494,,,0.000210773707120267,0.983622306423197,12.4706615189954,0.32932388464222,11.7929711808416,TRUE,1.69743833378794e-49,,-0.0983186720911197,0.107464633602383,1.00458345278884,0.906360026082921,1.11345148128237
G_Subdoligranulum abundance,Bacterial pneumoniae,GCST90011346,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),11,0.0538547477882695,0.0422254551961622,0.202164328789507,0.858829861051667,,-0.00292321780989029,0.826570849328712,10.9709824170225,0.359783213148293,8.85046006013011,TRUE,1.35296417018374e-45,,-0.0289071443962083,0.136616639972747,1.05533130181605,0.971506670116931,1.14638858471111
G_Subdoligranulum abundance,Bacterial pneumoniae,GCST90011346,J10_PNEUMOBACT,Contamination mixture,,0.104805833841392,0.102040816326531,0.208249125755165,,,-0.00292321780989029,0.826570849328712,10.9709824170225,0.359783213148293,8.85046006013011,TRUE,1.35296417018374e-45,,-0.0951941661586077,0.304805833841392,1.11049496887898,0.9091963821596,1.35636161791178
G_Subdoligranulum abundance,Bacterial pneumoniae,GCST90011346,J10_PNEUMOBACT,Weighted median,11,0.0559867914487758,0.0616824279454445,0.364056864789502,,,-0.00292321780989029,0.826570849328712,10.9709824170225,0.359783213148293,8.85046006013011,TRUE,1.35296417018374e-45,,-0.0649107673242954,0.176884350221847,1.05758371449569,0.937151084145273,1.19349305793805
P_Actinobacteria abundance,Bacterial pneumoniae,GCST90011481,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),16,0.0032663771231913,0.0215355395565555,0.87944422249858,0.964655523797553,,-0.000297508095156987,0.974023147469033,8.31133303657299,0.91069520180763,0,TRUE,3.63190841586805e-71,,-0.0389432804076575,0.0454760346540401,1.00327171754598,0.961805260801584,1.04652592395759
P_Actinobacteria abundance,Bacterial pneumoniae,GCST90011481,J10_PNEUMOBACT,Contamination mixture,,0.033533821114686,0.0408163265306123,0.374938398455103,,,-0.000297508095156987,0.974023147469033,8.31133303657299,0.91069520180763,0,TRUE,3.63190841586805e-71,,-0.046466178885314,0.113533821114686,1.03410241763131,0.954596845553402,1.12022977567141
P_Actinobacteria abundance,Bacterial pneumoniae,GCST90011481,J10_PNEUMOBACT,Weighted median,16,0.0195812917640609,0.0386626546266489,0.612530065406366,,,-0.000297508095156987,0.974023147469033,8.31133303657299,0.91069520180763,0,TRUE,3.63190841586805e-71,,-0.056197511304171,0.0953600948322928,1.01977426274,0.945352399664387,1.10005490790112
P_Firmicutes abundance,Bacterial pneumoniae,GCST90011483,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),8,0.0448531271105789,0.0386117551450493,0.245379960300476,0.858829861051667,,0.00826170220617675,0.426871229534587,5.32151816353674,0.620790077138963,0,TRUE,2.40088449746144e-34,,-0.0308259129737177,0.120532167194875,1.04587423805624,0.969644360887054,1.12809702809907
P_Firmicutes abundance,Bacterial pneumoniae,GCST90011483,J10_PNEUMOBACT,Contamination mixture,,0.018258756866762,0.102040816326531,0.726955737549094,,,0.00826170220617675,0.426871229534587,5.32151816353674,0.620790077138963,0,TRUE,2.40088449746144e-34,,-0.181741243133238,0.218258756866762,1.01842646713997,0.833817068396055,1.24390889594807
P_Firmicutes abundance,Bacterial pneumoniae,GCST90011483,J10_PNEUMOBACT,Weighted median,8,0.0219122037324067,0.0593761121517576,0.712097366509898,,,0.00826170220617675,0.426871229534587,5.32151816353674,0.620790077138963,0,TRUE,2.40088449746144e-34,,-0.0944649760850382,0.138289383549852,1.0221540392213,0.909859600913275,1.14830780358606
g_Anaerostipes,Bacterial pneumoniae,L9wcrw,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),15,-0.016761103406773,0.0462074550191512,0.716802169209031,0.964655523797553,,0.00301894489837966,0.772881104102414,11.3321812547185,0.659765956001236,0,TRUE,9.74936366041881e-74,,-0.107327715244309,0.0738055084307633,0.983378582368839,0.8982312606742,1.0765973960157
g_Anaerostipes,Bacterial pneumoniae,L9wcrw,J10_PNEUMOBACT,Contamination mixture,,0.0616201715123254,0.137755102040816,0.369090370117224,,,0.00301894489837966,0.772881104102414,11.3321812547185,0.659765956001236,0,TRUE,9.74936366041881e-74,,-0.208379828487675,0.331620171512325,1.06355829825873,0.811898595922514,1.39322356200128
g_Anaerostipes,Bacterial pneumoniae,L9wcrw,J10_PNEUMOBACT,Weighted median,15,0.0141557151398048,0.0717760970382212,0.843655017391342,,,0.00301894489837966,0.772881104102414,11.3321812547185,0.659765956001236,0,TRUE,9.74936366041881e-74,,-0.126525435055109,0.154836865334718,1.01425638171697,0.881151737115494,1.16746749115103
g_Butyrivibrio,Bacterial pneumoniae,bbcEp8,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),16,-0.0194158009388674,0.0187733360211207,0.301032296622643,0.936544922825999,,0.0113820820991442,0.415028044677016,11.0089414357381,0.751960269630289,0,TRUE,1.15466410921489e-77,,-0.0562115395402639,0.0173799376625291,0.98077147174929,0.945339138130752,1.01753184756456
g_Butyrivibrio,Bacterial pneumoniae,bbcEp8,J10_PNEUMOBACT,Contamination mixture,,0.0097650035288373,0.0612244897959184,0.620393226472593,,,0.0113820820991442,0.415028044677016,11.0089414357381,0.751960269630289,0,TRUE,1.15466410921489e-77,,-0.110234996471163,0.129765003528837,1.00981283674619,0.895623642169526,1.13856079411577
g_Butyrivibrio,Bacterial pneumoniae,bbcEp8,J10_PNEUMOBACT,Weighted median,16,-0.0213516700179938,0.0306639239860566,0.486233219218192,,,0.0113820820991442,0.415028044677016,11.0089414357381,0.751960269630289,0,TRUE,1.15466410921489e-77,,-0.0814529610306648,0.0387496209946771,0.978874663162359,0.92177606823032,1.0395101795394
g_Clostridiuminnocuumgroup,Bacterial pneumoniae,Ss8cmW,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),11,-0.0177787533795685,0.0387482393456087,0.646358126752094,0.964655523797553,,0.0147462358523104,0.590131530183576,18.4024372648521,0.0485428414842625,45.6593718751613,TRUE,4.00334361198748e-48,,-0.0937253024969614,0.0581677957378245,0.982378356207627,0.910532848990144,1.05989282628907
g_Clostridiuminnocuumgroup,Bacterial pneumoniae,Ss8cmW,J10_PNEUMOBACT,Contamination mixture,,0.0576568456033454,0.10969387755102,0.190591581330006,,,0.0147462358523104,0.590131530183576,18.4024372648521,0.0485428414842625,45.6593718751613,TRUE,4.00334361198748e-48,,-0.157343154396655,0.272656845603345,1.05935141223651,0.85441081367912,1.31344945152924
g_Clostridiuminnocuumgroup,Bacterial pneumoniae,Ss8cmW,J10_PNEUMOBACT,Weighted median,11,0.00850724400669303,0.0436531366577026,0.845484726428762,,,0.0147462358523104,0.590131530183576,18.4024372648521,0.0485428414842625,45.6593718751613,TRUE,4.00334361198748e-48,,-0.0770529038424041,0.0940673918557901,1.00854353344168,0.925840871771272,1.09863378239185
g_Clostridiumsensustricto1,Bacterial pneumoniae,hECb1U,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),9,-0.013864764397029,0.0494784204489645,0.779309941725018,0.964655523797553,,-0.010281141117561,0.461764186632311,6.72414564180213,0.566666593287154,0,TRUE,1.51139218377157e-44,,-0.110842468476999,0.0831129396829414,0.98623090877646,0.895079741098206,1.08666452916548
g_Clostridiumsensustricto1,Bacterial pneumoniae,hECb1U,J10_PNEUMOBACT,Contamination mixture,,-0.0433251851921969,0.104591836734694,0.48345027558921,,,-0.010281141117561,0.461764186632311,6.72414564180213,0.566666593287154,0,TRUE,1.51139218377157e-44,,-0.248325185192197,0.161674814807803,0.957599942109421,0.780106223035166,1.1754779311466
g_Clostridiumsensustricto1,Bacterial pneumoniae,hECb1U,J10_PNEUMOBACT,Weighted median,9,-0.00452649309165491,0.0695536720540448,0.948110989881556,,,-0.010281141117561,0.461764186632311,6.72414564180213,0.566666593287154,0,TRUE,1.51139218377157e-44,,-0.140851690317583,0.131798704134273,0.995483736038351,0.868618126623683,1.14087864199754
g_Coprococcus1,Bacterial pneumoniae,mLW8Jk,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),14,0.0042188514471303,0.0482913456770282,0.930383396442078,0.964655523797553,,-0.00569972769598008,0.537662645815424,12.8022919926475,0.463196679027976,0,TRUE,9.34817950178843e-68,,-0.090432186079845,0.0988698889741056,1.00422776332912,0.913536282276953,1.10392265770489
g_Coprococcus1,Bacterial pneumoniae,mLW8Jk,J10_PNEUMOBACT,Contamination mixture,,-0.109293947872069,0.145408163265306,0.169482716433067,,,-0.00569972769598008,0.537662645815424,12.8022919926475,0.463196679027976,0,TRUE,9.34817950178843e-68,,-0.394293947872069,0.175706052127931,0.89646686423755,0.674155860431637,1.19208759553222
g_Coprococcus1,Bacterial pneumoniae,mLW8Jk,J10_PNEUMOBACT,Weighted median,14,-0.00972123148926139,0.0702992067412374,0.89001624015212,,,-0.00569972769598008,0.537662645815424,12.8022919926475,0.463196679027976,0,TRUE,9.34817950178843e-68,,-0.147507676702087,0.128065213723564,0.990325866939772,0.86285581440892,1.13662712396723
g_Coprococcus2,Bacterial pneumoniae,3C1lPZ,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),11,-0.0184662506355257,0.055326749763941,0.738555286763565,0.964655523797553,,-0.0258574506025359,0.228872653561511,13.3030696547392,0.20721700972468,24.8293795376958,TRUE,2.22365925859723e-44,,-0.12690668017285,0.0899741789017988,0.981703205892009,0.880815866346342,1.09414603128834
g_Coprococcus2,Bacterial pneumoniae,3C1lPZ,J10_PNEUMOBACT,Contamination mixture,,-0.103259251802137,0.13265306122449,0.520962358574036,,,-0.0258574506025359,0.228872653561511,13.3030696547392,0.20721700972468,24.8293795376958,TRUE,2.22365925859723e-44,,-0.363259251802138,0.156740748197863,0.901893125751917,0.695406124836351,1.1696923297447
g_Coprococcus2,Bacterial pneumoniae,3C1lPZ,J10_PNEUMOBACT,Weighted median,11,-0.0165521691825209,0.0705299665391156,0.814454947899112,,,-0.0258574506025359,0.228872653561511,13.3030696547392,0.20721700972468,24.8293795376958,TRUE,2.22365925859723e-44,,-0.154790903599187,0.121686565234146,0.98358406527555,0.856594269537926,1.12940005305644
g_Coprococcus3,Bacterial pneumoniae,gD4onr,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),10,0.0976139689557503,0.080140748230599,0.223211940125691,0.858829861051667,,0.0474085038694848,0.0877866872676227,14.7594765493809,0.0977581764994383,39.0222277200102,TRUE,1.40283425200779e-39,,-0.0594618975762237,0.254689835487724,1.10253708940397,0.942271435732803,1.29006142753973
g_Coprococcus3,Bacterial pneumoniae,gD4onr,J10_PNEUMOBACT,Contamination mixture,,0.257883855561911,0.135204081632653,0.10666180700197,,,0.0474085038694848,0.0877866872676227,14.7594765493809,0.0977581764994383,39.0222277200102,TRUE,1.40283425200779e-39,,-0.00711614443808906,0.522883855561911,1.29418849709913,0.992909115364759,1.68688537561505
g_Coprococcus3,Bacterial pneumoniae,gD4onr,J10_PNEUMOBACT,Weighted median,10,0.117235115231419,0.0890771880884756,0.188138115076713,,,0.0474085038694848,0.0877866872676227,14.7594765493809,0.0977581764994383,39.0222277200102,TRUE,1.40283425200779e-39,,-0.0573561734219933,0.291826403884831,1.12438375836302,0.944257689972698,1.3388705747338
g_Dorea,Bacterial pneumoniae,Wc2kVO,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),13,0.0385530396021364,0.0688401556720708,0.57545414766156,0.964655523797553,,0.0079663123152304,0.565236910732382,21.2753821901049,0.0464904390422096,43.5967829260376,TRUE,9.26840572734693e-57,,-0.0963736655151224,0.173479744719395,1.03930585126497,0.908124617808834,1.18943659415363
g_Dorea,Bacterial pneumoniae,Wc2kVO,J10_PNEUMOBACT,Contamination mixture,,-0.0926445478477955,0.0816326530612245,0.26162301515126,,,0.0079663123152304,0.565236910732382,21.2753821901049,0.0464904390422096,43.5967829260376,TRUE,9.26840572734693e-57,,-0.252644547847796,0.0673554521522045,0.911517443556649,0.776743928061158,1.06967562911239
g_Dorea,Bacterial pneumoniae,Wc2kVO,J10_PNEUMOBACT,Contamination mixture,,-0.0926445478477955,0.0127551020408163,0.26162301515126,,,0.0079663123152304,0.565236910732382,21.2753821901049,0.0464904390422096,43.5967829260376,TRUE,9.26840572734693e-57,,-0.117644547847796,-0.0676445478477955,0.911517443556649,0.889011997687526,0.934592617500405
g_Dorea,Bacterial pneumoniae,Wc2kVO,J10_PNEUMOBACT,Weighted median,13,-0.038177134832839,0.0748970533245554,0.610241943646874,,,0.0079663123152304,0.565236910732382,21.2753821901049,0.0464904390422096,43.5967829260376,TRUE,9.26840572734693e-57,,-0.184975359348968,0.10862108968329,0.962542425997852,0.831124763055065,1.1147398838656
g_Eisenbergiella,Bacterial pneumoniae,Oykj5Q,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),12,-0.0113381161603354,0.0495351294247668,0.818954093228828,0.964655523797553,,0.0694264556742954,0.0698409816859682,26.0110666641185,0.00646535534330839,57.7103079160757,TRUE,4.49082479923246e-51,,-0.108426969832878,0.0857507375122076,0.988725918041138,0.897244418334165,1.08953471432152
g_Eisenbergiella,Bacterial pneumoniae,Oykj5Q,J10_PNEUMOBACT,Contamination mixture,,-0.0132486068144193,0.0994897959183673,0.64218723913652,,,0.0694264556742954,0.0698409816859682,26.0110666641185,0.00646535534330839,57.7103079160757,TRUE,4.49082479923246e-51,,-0.208248606814419,0.181751393185581,0.986838769678928,0.812005141605183,1.19931599868481
g_Eisenbergiella,Bacterial pneumoniae,Oykj5Q,J10_PNEUMOBACT,Weighted median,12,-0.0179846080652681,0.0474975715835976,0.704953219711001,,,0.0694264556742954,0.0698409816859682,26.0110666641185,0.00646535534330839,57.7103079160757,TRUE,4.49082479923246e-51,,-0.111079848369119,0.0751106322385832,0.98217614983315,0.89486729238235,1.0780034062178
g_Escherichia_Shigella,Bacterial pneumoniae,NINZE8,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),15,-0.0020147452417001,0.0239860536005704,0.933059191645009,0.964655523797553,,-0.0125981238531079,0.275042200036782,4.25424703631296,0.993732166223109,0,TRUE,2.37880439400514e-67,,-0.0490274102988181,0.0449979198154179,0.997987282995139,0.952155030486906,1.04602568397995
g_Escherichia_Shigella,Bacterial pneumoniae,NINZE8,J10_PNEUMOBACT,Contamination mixture,,0.0188205542184602,0.0816326530612245,0.833545393843736,,,-0.0125981238531079,0.275042200036782,4.25424703631296,0.993732166223109,0,TRUE,2.37880439400514e-67,,-0.14117944578154,0.17882055421846,1.01899877717819,0.868333478936555,1.19580614254596
g_Escherichia_Shigella,Bacterial pneumoniae,NINZE8,J10_PNEUMOBACT,Weighted median,15,0.00669616655912137,0.0554163498426215,0.903822700221373,,,-0.0125981238531079,0.275042200036782,4.25424703631296,0.993732166223109,0,TRUE,2.37880439400514e-67,,-0.101919879132417,0.115312212250659,1.00671863600747,0.90310190607852,1.12222375488667
g_Lachnoclostridium,Bacterial pneumoniae,QvK04c,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),14,0.0258365538558221,0.0680727184356758,0.704284351146642,0.964655523797553,,-0.00159773746516558,0.92555173328038,22.2065061986155,0.0522435523196471,41.4585982876924,TRUE,9.41397906465531e-53,,-0.107585974278103,0.159259081989747,1.02617321071122,0.89799931428911,1.1726417176777
g_Lachnoclostridium,Bacterial pneumoniae,QvK04c,J10_PNEUMOBACT,Contamination mixture,,0.176453382264462,0.191326530612245,0.100944370372955,,,-0.00159773746516558,0.92555173328038,22.2065061986155,0.0522435523196471,41.4585982876924,TRUE,9.41397906465531e-53,,-0.198546617735538,0.551453382264462,1.19297881149254,0.81992154696362,1.73577392854307
g_Lachnoclostridium,Bacterial pneumoniae,QvK04c,J10_PNEUMOBACT,Weighted median,14,0.0180860767717055,0.0808427272458912,0.822975742515184,,,-0.00159773746516558,0.92555173328038,22.2065061986155,0.0522435523196471,41.4585982876924,TRUE,9.41397906465531e-53,,-0.140365668630241,0.176537822173652,1.01825062034387,0.869040396479081,1.1930795507682
g_Paraprevotella,Bacterial pneumoniae,MqunR6,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),13,-0.0142238616252872,0.0258120710994967,0.581596216781425,0.964655523797553,,-0.0153578974255166,0.269658206994969,7.37637381859856,0.831772506740127,0,TRUE,1.1660444287157e-63,,-0.0648155209803007,0.0363677977297262,0.985876819570727,0.937240348610798,1.03703719628327
g_Paraprevotella,Bacterial pneumoniae,MqunR6,J10_PNEUMOBACT,Contamination mixture,,-0.0441758803450398,0.0816326530612245,0.305962618230415,,,-0.0153578974255166,0.269658206994969,7.37637381859856,0.831772506740127,0,TRUE,1.1660444287157e-63,,-0.20417588034504,0.11582411965496,0.956785662881108,0.815318959996056,1.12279837660009
