ID,name,K1,K2,K3,K4,K5,K6,M1,M2,M3,M4,M5,M6,Y1,Y2,Y3,Y4,Y5,Y6,Z1,Z2,Z3,Z4,Z5,Z6,QC-1,QC-2,QC-3,QC-4
pos_10072,Roxithromycin,119.0562175,102.8104562,146.1949567,144.8056287,126.1568118,161.7684711,125.3676731,123.3282807,144.6637662,191.2794037,157.7653498,138.8454991,130.3388774,132.0434736,154.6388375,117.988789,133.4196585,171.5293832,200.1184583,164.8020363,162.3771615,194.8488554,129.7345923,141.7045348,150.1982924,164.0171936,139.6324049,164.861154
pos_10073,Macrocin,100.1891944,148.6786196,94.08583296,166.64628,131.8405383,161.352306,132.4668843,120.9185745,106.4129353,157.049551,141.919512,84.89777524,82.83467347,75.68535553,89.24687747,70.11286349,95.445532,121.2747582,128.8240135,117.5223739,158.2181238,124.7597936,121.9256792,103.7328469,138.9830918,144.2807361,142.573816,124.3448255
pos_10075,Avermectin A1b,45.74516186,75.27569717,46.17625015,75.25460689,48.35649437,69.38873948,52.39041383,49.53169275,62.32290079,62.31895839,52.17758673,30.96708549,50.42497426,47.73026192,48.73981567,46.71580414,48.36892871,70.76672802,64.04403142,50.52824793,77.24632358,55.78544737,39.00230308,50.47399851,60.97706948,76.78980388,71.03702495,66.53925977
pos_10077,Solanine,200.5145604,270.1829386,241.6939975,297.6577811,250.0765378,307.5547848,254.7875565,246.9479132,231.881475,249.0199772,226.1222936,245.9312893,208.1936802,261.8211242,213.0008237,244.3248364,234.081614,216.7946213,201.0035064,255.2028193,238.6625468,254.5515595,227.9286619,220.4719844,249.4595065,300.7103764,279.3554826,254.8213014
pos_10080,4-Methyl-4-penten-2-one,119.1435343,121.5152599,134.9122602,127.538093,106.4797322,122.8907388,150.1007855,121.012669,135.6936431,95.25252018,141.0848745,200.6782534,120.8666574,156.5008819,125.3496095,133.9533002,141.5244064,123.6655825,103.3156486,135.8719219,113.4670425,137.3031495,158.8250936,135.5561797,147.872661,142.9161154,145.7652178,128.0659883
pos_10081,2-Butoxyethanol,275.6317691,303.2258075,349.6093117,301.6691283,258.2115697,297.7175577,391.5413187,334.4215107,355.6264606,252.8317481,369.0294963,546.2723873,306.3529359,402.0357914,322.6956633,356.3415613,403.2829506,322.9121227,270.8729388,354.141361,263.4026314,352.182155,442.011022,380.7192129,358.635524,349.7457946,353.855457,335.5166567
pos_10082,Brincidofovir,555.3841542,833.6375508,825.0007059,660.6793611,222.5068958,387.782764,512.3806666,259.3316662,347.9619391,450.9962631,1750.302261,3305.975664,342.8670365,942.7053756,536.7001105,696.0524945,857.2601613,589.7752525,915.3362497,1165.947666,188.8820682,646.1839766,749.2429814,473.7595361,781.2575795,780.8960608,844.8478117,772.986163
pos_10086,"1,2-Dihexanoyl-sn-glycerol",896.4581007,897.0606904,1051.18313,995.3681484,877.134758,988.1266804,1286.452617,1004.137049,1004.844483,838.5874095,1102.686746,1545.508383,967.2009346,1190.298516,990.0119295,1095.097443,1212.18317,970.1820413,837.1925437,1031.487642,884.2154367,1116.566922,1258.709957,1108.467488,1131.722658,1108.211444,1107.472476,1073.265302
pos_10089,"(3beta,17alpha,23S)-17,23-Epoxy-3,29-dihydroxy-27-norlanost-8-en-24-one",283.9427692,170.5441158,264.2230171,474.3548813,376.8982717,592.2042352,11.80806088,173.5537644,306.3555927,149.031433,180.836244,173.2689699,84.08135884,77.25924337,45.1476247,46.86829846,157.0778249,83.82606497,35.70519981,70.24856744,263.4407229,24.2153013,57.05642678,39.04830891,161.6439055,174.896165,135.9193857,172.2506448
pos_10108,"2-Hydroxy-3-carboxy-6-oxo-7-methylocta-2,4-dienoate",1.19E-08,1.19E-08,1.19E-08,1.19E-08,1.19E-08,1.19E-08,1.19E-08,1.19E-08,1.19E-08,1.19E-08,1.19E-08,1.19E-08,1.19E-08,1.19E-08,1.19E-08,1.19E-08,1.19E-08,1.19E-08,1.19E-08,1.19E-08,1.19E-08,1.19E-08,1.19E-08,1.19E-08,79.66001002,78.58824752,79.39586652,76.86932758
pos_10110,4-(Dodecylamino)Phenol,150.0302976,49.94751329,271.0536116,175.5985075,209.2680393,79.59297112,225.1830403,333.6818046,158.4236166,189.2053853,55.69448712,71.82589692,194.7855938,237.7521591,86.65062987,113.9495429,146.3999221,265.9710609,222.8660793,192.3297046,130.8171217,38.42694087,28.29987314,70.72225579,86.53867003,82.41056793,73.31744479,89.00071775
pos_10112,Austroinulin,53.68275497,69.49098376,35.3996095,154.7634573,92.42856688,235.2285704,52.25997605,83.74291246,47.11823244,96.44780561,111.0699378,1.19E-08,46.14848299,119.6482441,38.12387099,74.2864225,112.1662248,77.7523464,35.28828605,33.16723794,68.13990054,42.88862332,66.88659894,39.5308585,80.39273004,67.84150105,84.92667447,71.87227937
pos_10113,2-(2-Butoxyethoxy)ethanol,227.4989533,216.7894421,268.472743,239.6352756,198.9752142,257.2865292,318.5400438,254.4860348,279.1982575,209.2137695,248.7865201,375.9968569,245.8967344,296.8941884,249.9388467,288.1926467,291.1944273,226.3921806,190.0210925,267.2286312,238.5647368,306.5209499,312.466402,245.6172675,276.5871846,264.1063522,262.2260069,255.8885713
pos_10115,16-Nitroxystearate,189.7298867,379.7524525,212.5321361,467.5475938,373.7407959,555.7232124,162.5922728,608.5578037,368.1541447,365.4401206,302.6403665,65.64581093,169.8871146,291.0012349,115.2992554,168.7413321,260.0607827,245.4175113,225.0199373,160.7229884,212.8706916,114.7668148,220.0330654,259.2418879,283.4463272,290.9142093,289.2254779,285.8387384
pos_10116,Obtusifoliol,1.19E-08,1.19E-08,1.19E-08,1.19E-08,1.19E-08,1.19E-08,1.19E-08,0.000463468,1.19E-08,0.001877573,1.19E-08,1.19E-08,1.19E-08,1.19E-08,1.19E-08,0.013830019,1.19E-08,1.19E-08,1.19E-08,1.19E-08,1.19E-08,1.19E-08,1.19E-08,1.19E-08,40.2966837,41.33278722,40.93914244,40.407979
pos_10117,PS(O-18:0/0:0),10565.65252,13119.41594,7086.188522,21053.02716,23648.55141,26916.0138,4011.686896,5778.483847,4549.193142,6051.382517,8105.146137,4638.344523,6898.728719,6563.679243,12333.20026,9828.588126,12676.85942,12734.89652,7126.313361,8324.200785,10150.39727,5062.766952,7757.539566,9448.550651,11301.05738,11261.22,11481.26091,11195.31499
pos_10130,Calendasaponin C,893.3677747,1383.331778,690.1644608,772.6249659,551.4983787,697.9116206,27.20493127,98.73982662,1.19E-08,1022.514694,1877.955727,1819.640673,51.51189091,371.9469002,483.966054,687.69648,705.8227735,690.2031233,1921.938703,1671.159836,24.83474589,332.957793,342.5331418,161.1118708,691.3354125,680.6246737,700.9459385,690.9925029
pos_10134,"N,N-dimethyl-Safingol",161214.7522,130013.1275,93595.3468,160358.9717,148260.4179,124517.756,55852.64744,56306.92956,58662.81568,96091.10613,105730.1977,71347.17736,156576.982,63626.07612,142305.9384,94013.8502,83135.96487,173540.8967,150799.3812,93130.79768,62426.37319,62706.93956,60741.45387,164163.4273,103648.519,105136.3685,105173.6281,103672.0212
pos_10137,MG(19:0/0:0/0:0),1484.543828,978.7329461,1451.785608,1273.31951,1332.156607,1247.34115,4919.843859,1707.677328,798.2407284,4995.130094,1098.345306,462.4169644,513.7513409,804.9928145,635.9125622,1152.366267,728.657255,902.7201211,925.5450331,846.4025696,901.6432878,4212.164337,889.4627487,953.5899583,1410.005764,1452.330832,1432.605563,1401.159907
pos_10151,"PC(20:0/18:1(12Z)-O(9S,10R))",286.3016789,380.8097377,157.9618835,244.402134,114.694362,42.05368737,2.32103298,0.055095928,1.19E-08,142.1939099,616.9041894,490.9170972,74.73569957,74.92346222,180.5187913,230.3224345,176.5788046,309.1696256,758.3139949,449.4972094,1.19E-08,42.44878463,43.83202164,112.4088787,133.4419912,142.1982981,140.5701927,156.1846556
pos_10161,Spisulosine,4951.558965,3502.949386,2145.209675,5209.71092,2280.224335,2745.842653,1427.487843,863.2853235,1019.006704,2195.532629,2525.382667,1364.426215,5485.574789,1614.185445,4780.361317,2719.534599,1674.011268,5391.598968,4173.477565,1729.136092,893.5479844,2325.394621,1362.276156,6069.433995,1251.233751,1277.095171,1260.487485,1273.412302
pos_10162,"6,10,14-Trimethyl-2-methylenepentadecanal",132.2409349,96.88298176,122.7154639,100.1402822,101.981614,88.65732587,451.2289192,129.5056895,75.91063415,458.7071134,115.4080204,37.0658521,82.2650333,74.18481575,85.23539969,116.1616794,71.05772414,86.6935414,85.86679509,76.3360279,76.5221292,366.0733644,75.01678878,103.1427588,110.6992072,120.9859441,111.0833632,113.5896978
pos_10164,Octadecanol,4887.022815,4327.581038,3132.202183,5348.179596,5012.791927,4272.158794,1902.69251,2114.875446,2158.927364,3291.797845,3248.553715,2134.940737,4708.092061,2204.840581,4667.721068,3143.123683,2744.535609,5395.800306,4422.305719,3001.072296,2370.982375,2012.999462,2117.116922,4963.6321,3119.034681,3229.966476,3297.974058,3316.689943
pos_10166,12-hydroxyicosanoic acid,6555.90641,4857.481678,5640.072434,5524.759609,5410.83267,4853.450821,17174.09765,6417.257662,3802.670023,17236.67068,5983.754257,2480.565919,4156.563543,3540.371847,4111.930009,5663.374035,4179.700409,4846.020749,4719.587939,4067.648392,4089.706934,13961.09899,3994.703664,4812.19402,5978.445081,6008.582636,6007.276765,5858.027812
pos_10178,"3-Buten-2-one 1-(2,3,6-trimethyl phenyl)",456.4831982,514.0895145,364.4673575,682.9644139,647.6675364,533.3234352,538.387173,750.8093225,646.9689003,657.2469502,363.1446366,219.9273099,373.3073411,407.6380884,500.5698573,295.2251235,355.9906178,419.1228221,472.1117012,326.3458955,510.803012,585.733906,190.1762046,567.5921399,420.9642177,429.0700704,453.8330732,421.3388277
pos_10180,Geranyl diphosphate,147.7388218,171.8951998,102.5902045,236.0120994,189.0992487,177.7751424,181.7938915,263.8665895,231.2640051,235.6971977,117.4014427,67.49861916,109.5477023,156.4549772,150.9530676,97.25267995,101.5054272,144.140123,146.7674114,112.9657426,159.3904158,213.9145773,58.01485595,195.1518598,124.5886852,126.6512191,122.3747208,124.8087609
pos_10186,Ethyl 3-hydroxydodecanoate,1592.364167,1676.47189,1095.210588,2415.12862,2072.394324,1951.224189,1152.205949,1701.158494,1587.178034,1892.309106,1559.488873,653.2000199,1309.711977,1097.308025,1714.829578,960.4556172,1262.926102,1627.060241,1617.873276,1346.918941,1715.322874,1252.103308,724.7746283,1708.211165,1442.672321,1510.783845,1463.361695,1453.044107
pos_10190,o-Xylene,1103.489812,754.904733,570.8248294,1118.498711,1338.046947,1295.224687,752.1897504,919.6155941,871.2867334,998.4597755,720.2988971,346.3045812,646.0070161,671.9232388,870.430264,586.8732128,1081.275534,1036.6088,750.4104796,686.9127685,906.1522354,799.9959461,879.2911312,948.868577,869.6331099,866.481557,870.0693777,838.9354579
pos_10194,"L-Fucono-1,5-lactone",431.0097736,382.6472377,279.4753746,534.2653272,551.7196956,516.7564639,360.4919664,477.1375008,410.4394907,481.6355987,330.416028,185.1120758,291.6509144,323.9013301,394.9276471,254.5592082,373.0188631,412.1966307,361.5770762,307.9350758,405.1722657,395.8738523,241.4406782,431.3481158,364.4354615,364.3447515,371.9304556,361.8001824
pos_10195,(4-Methylphenyl)acetaldehyde,2322.465291,2120.088107,1436.55736,2991.22283,3122.177323,2762.814873,2014.65124,2739.437325,2431.668583,2659.916077,1754.232791,951.3050749,1496.324832,1716.710482,2146.212279,1302.673366,1937.781445,2204.958811,2139.123243,1615.492842,2146.480299,2147.606839,1129.313603,2377.323159,2156.885195,2122.992475,2141.933819,2066.400746
pos_10196,hydrocinnamic acid,1085.858584,1034.650924,673.3330286,1433.811432,1389.954207,1292.968722,1010.627563,1243.652382,1176.723117,1268.688879,833.9984966,522.9653921,662.2211623,811.4140313,992.7525493,607.5211034,950.6529038,1014.872678,982.8388682,736.3995166,1004.635034,1077.542684,519.511519,1119.220893,998.3375836,989.2425851,995.7059951,957.4706501
pos_10197,1-(Methylthio)-1-hexanethiol,828.7220351,626.37039,460.5938287,936.698017,1008.673642,965.1180665,598.6112747,741.7303165,667.0485395,829.2637611,523.1452285,240.8387453,547.1945483,538.4273892,677.9703523,489.0469527,775.3739252,775.9157918,607.9056239,571.1793095,732.4290383,653.4946657,663.6592072,688.369555,641.7592034,655.0361349,637.685475,643.0305226
pos_10211,Dodecanoic acid,29197.65383,30592.13772,22511.66967,38408.38384,35908.11673,34186.81178,18109.02219,21663.7726,21170.44839,26139.72465,25404.2559,15841.41743,27593.4608,19239.51022,28691.11874,21555.1912,20977.56073,31889.98093,28887.52708,22812.43495,21540.39961,17495.28374,16015.46122,30710.95155,24110.18381,24467.49276,24764.19457,24166.29062
pos_10215,Pectachol,1821.324462,1488.575157,1279.355476,2554.744361,2497.471135,2680.527641,2296.938288,2826.291581,2597.377121,2283.836275,1523.175723,807.0575887,1646.601437,1435.018151,1806.621212,1406.470122,1580.649417,1926.659782,1591.056071,1516.603099,2244.05271,2251.47163,1435.241476,2254.308823,1663.264491,1663.04202,1648.134303,1630.425141
pos_10218,Diacetazotol,154.2126832,125.8076099,66.39386538,257.8144874,231.2396004,177.6713537,150.2626425,271.1874809,259.6972459,250.3992842,73.238657,29.48593127,29.27553671,137.7043194,175.1704058,54.33850403,135.9728293,130.1128769,108.6703372,74.58747436,196.7405866,277.273965,21.5815615,205.6466844,127.2562835,117.0174987,132.3772751,120.3093607
pos_10220,"N,N'-Bis(salicylidene)-1,2-phenylenediamine",237.1097549,251.3827903,71.59349856,520.362334,369.6078428,285.50113,215.7675387,437.6765298,472.9803767,422.9050934,192.7571994,18.30405025,120.0672016,314.1804987,266.0217821,91.68550923,220.209853,180.2832569,176.2175724,65.33028791,282.4011667,352.951201,67.14587585,318.471558,204.8906222,199.019334,203.3461875,202.1925045
pos_10222,1-Cyclohexene-1-carboxylic acid,1260.625171,816.523764,654.9555426,1259.945035,1434.983941,1452.757716,745.4927478,963.653201,896.3971214,1067.785153,771.7997807,372.687657,687.5169788,736.3990097,977.4187213,680.1870104,1275.116729,1200.548257,847.8171271,748.3014359,973.1764129,837.7791159,976.5059135,948.611084,953.4492788,940.0040749,967.0922978,929.7375192
pos_10225,Indene,436.3330368,229.662466,177.4048494,402.0249471,487.8245818,497.0114845,227.4969918,289.2206692,262.3935893,355.5364427,220.7366122,80.44490361,194.1156936,183.0398664,287.0246274,196.5067062,414.8629989,395.132608,267.8343048,220.7980757,326.7628271,241.0079421,344.8764673,277.739005,258.7654268,271.7773378,263.7115864,259.6269552
pos_10229,Delta4-Dafachronic acid,1875.550538,519.8441044,872.9500203,863.1186026,590.6496429,926.9368058,244.5512972,1026.037005,514.3339036,1184.672496,839.8226733,151.6147812,392.0368161,419.6853228,156.6007103,386.0083002,647.1791362,521.5625859,283.7708508,925.6051373,388.5733518,282.4873811,1096.665291,652.6791246,640.6366635,671.7191606,645.7111405,647.2033121
pos_10233,N-Stearoyl Arginine,325.5257325,992.5635513,443.13041,724.0930333,596.0500749,433.5696307,183.107824,253.1248858,223.0476628,485.2447983,499.8727146,350.2293137,298.3557102,285.6786197,386.5450335,352.4887324,148.0174686,397.9061172,756.0382675,344.3581018,176.7302604,229.1436993,99.89210386,430.7850901,292.3708993,314.7461787,314.986198,288.9440043
pos_10234,4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone,24941.87361,22743.31677,16591.04773,31959.48531,34866.25037,29135.23138,21829.53299,28221.40617,25635.55374,30470.87111,19478.25929,10334.71185,16456.159,18390.35369,23263.34783,16439.25981,20128.50961,24127.45568,23379.53398,19298.10972,24000.24642,22977.67888,13551.06732,25577.5127,22770.93424,22593.4111,22919.84376,21996.98904
pos_10242,L-Urobilin,225.3533716,91.57876701,133.5797704,55.3614457,107.0973954,62.19384505,174.9925475,92.32905348,1.737529937,189.4082347,36.61739807,56.12038067,141.023209,31.77226459,70.82091533,43.26414853,3.483023612,9.731444855,81.12435336,136.674569,75.84864451,134.3649553,59.79667916,116.7346813,128.783573,138.7134005,130.2627277,131.0670171
pos_10254,Deoxycholylproline,522.724965,2895.918452,1434.352246,1267.912121,1236.724432,1845.916281,96.54987629,33.49541652,111.9672572,799.9670829,1908.515538,3518.609016,1.19E-08,659.9949422,362.3320746,949.919747,241.8175738,780.706608,3342.160238,1138.475924,50.57584039,73.91384823,134.7773351,261.1626229,648.2395341,511.4408107,566.4837154,639.3170798
pos_10255,Angiotensin A,229.7011229,526.3974923,349.8624536,387.2915829,395.9719321,472.9407819,4.316754938,3.690479215,9.834356313,227.6339809,353.5245485,506.6850715,32.15643255,189.3694903,150.5390537,258.5434056,122.9752713,184.9105258,456.01835,265.1997773,5.358269392,39.32989032,43.57798233,72.87164395,211.7810554,237.5846722,251.2179077,198.1200478
pos_10256,Angiotensin II,2072.356015,4388.09316,3334.074487,3732.056888,4280.573796,4874.066801,161.0179099,484.5222595,264.4668305,2298.67434,3440.918607,4452.448197,402.9572516,1861.785686,1822.16133,2598.293994,1861.061504,2267.592614,4580.765322,2871.570621,404.3488689,738.3971495,910.1119392,1119.652932,2311.83456,2379.248412,2501.052575,2315.533981
pos_10258,Glutethimide,685.2861745,1277.145005,1025.93387,1095.73361,1197.218,1195.940205,318.3399014,411.5251168,332.7146546,821.2239176,1032.960322,1344.048167,374.0826483,623.0195312,659.3760308,789.9191993,487.9707036,751.9813135,1280.343937,894.3607767,347.037715,422.0488281,440.6934877,610.3582069,715.0621199,750.7187621,724.80391,714.964304
pos_10260,Nepetaside,98.15940756,324.2463902,226.3412505,212.3801873,258.9664488,251.21509,28.41317029,56.68069198,26.32575613,206.2954811,238.3743676,404.0460673,41.27922904,106.3436679,138.5997806,179.4730026,77.81330952,160.5648602,320.3606723,173.6137539,29.87359045,90.59948657,32.87626597,106.423004,132.1834142,135.8468873,142.7028256,131.2839355
pos_10274,Avermectin A1a monosaccharide,351.3148466,723.8791595,647.7343148,590.7300829,1153.282001,1535.01594,248.3081355,66.74006918,16.43044436,219.3590214,1067.852785,1565.118299,95.1365929,335.1520531,189.0308066,607.8138234,350.5069939,463.8080225,772.7043645,426.9613646,14.86309966,38.65086506,43.82820502,12.3825789,361.2645357,251.7330899,318.2291771,453.0487633
pos_10278,LysoPC(16:1(9Z)/0:0),32561.44832,156260.4696,95216.82825,68360.82074,98380.23201,123915.715,1685.698054,4188.017467,2398.559809,36475.04814,105982.0547,276757.0961,3700.232329,29266.93791,22798.57147,49819.19219,33563.43626,42340.82374,167743.3235,56974.28739,3251.832747,6360.388662,12397.04012,11430.232,37176.39715,38518.66259,40657.41879,37329.0771
pos_10284,2-Phenylethanol,693.6538618,264.4918932,283.7308012,463.9375528,664.8654092,765.662483,273.0214898,301.9585473,295.5845489,390.3692605,316.9636155,119.966913,372.9814906,283.6677034,430.542951,357.5802376,815.6985043,728.9633806,295.0149935,387.5719595,476.7636294,276.4079473,906.3496791,368.8193271,434.6315619,440.8236793,439.8566403,427.9926045
pos_10289,"(2S,4R)-p-Mentha-1(7),8-dien-2-ol",1028.970617,75.40252944,339.3497211,345.6812975,841.6870628,1141.071039,82.25450322,17.50921719,61.69856149,167.7936972,354.2211286,32.5969601,527.7433082,241.7270716,434.6229085,537.0737089,1407.507439,1139.497815,196.3126459,545.6011675,557.4577105,30.08953048,1841.375999,278.0515153,531.5700548,537.26309,530.2878008,519.2760663
pos_10292,Ectocarpen,1043.58017,75.89952949,336.2011389,352.1544585,929.6491083,1220.925089,99.0168243,32.51173393,60.46509649,184.7041963,374.0715296,18.01193543,584.7517484,260.4961369,481.0969227,571.9171338,1422.321499,1197.113116,208.1446034,568.6721888,597.0343581,18.78025492,1817.628165,281.0580521,571.8597987,564.4611097,558.7903057,542.7888625
pos_10293,1-Acetyl-4-isopropenylcyclopentene,1692.243885,234.856181,585.8810912,795.8002901,1431.832669,1931.90487,539.7138555,171.8921225,383.8869069,690.8827269,639.9427286,45.31140108,1134.658465,441.401868,703.8901891,1033.649194,2098.181217,1724.998019,309.038903,851.6464725,900.7490925,421.7376146,2775.335309,502.8897204,956.8175223,947.611557,996.3075593,938.859407
pos_10297,"formyl 2E,4E,6Z-decatrienoate",749.0635352,28.25934506,190.459663,202.6652535,630.9132145,850.7368087,46.06750504,3.984506053,33.84739975,100.9862795,226.7360428,1.19E-08,381.4792014,161.8148832,320.04521,359.6790627,1014.318724,848.6532904,109.8277815,368.2621141,421.7306854,4.770758907,1306.925519,170.6329552,509.244261,484.3528789,507.7312388,488.4341558
pos_10301,"N'-(1,6-Dihydro-6-oxo-2-pyridinyl)-N,N-dipropylmethanimidamide",2191.055002,141.6814281,663.5324327,957.81099,1932.448682,2640.290576,154.4931585,53.43364948,119.8049254,387.830396,822.0437407,34.77347997,1144.144181,540.6866894,923.3952811,1222.674686,3009.679029,2514.289689,384.1228217,1180.499937,1292.341218,40.14295437,3900.878248,598.5474333,1241.24817,1224.90255,1224.760112,1180.910378
pos_10304,Punicic acid,1961.412015,93.81551981,632.9627499,632.7037429,1661.334208,2132.775947,191.3593573,51.47031065,113.1685506,356.94294,619.224278,27.41493919,1031.345368,515.8610266,821.791706,986.3071889,2577.291412,2151.837653,385.8203121,1040.716361,1125.541545,17.46075936,3252.853306,526.4933205,1056.233864,1089.769393,1074.051841,1036.56741
