"Analysis","Variable","Group","N","Mean","SD","SEM","Median","Median_CI_low","Median_CI_high","Q1","Q3","Min","Max"
"01_cytokine","Ileum IL1β","Model",6,1668.63163815333,1468.70332029401,599.59561970863,1782.706273,173.23898696,3049.9496545,417.38030995,2933.3458615,18.76760532,3148.445631
"01_cytokine","Ileum IL1β","LVX",6,124.745356538167,294.476236835631,120.219420270378,3.835602367,2.3860647175,368.01440253,2.93215614975,8.691855641,2.046586652,725.8127337
"01_cytokine","Ileum IL1β","HQQD-L",6,53.6594225148333,120.972406445432,49.3867781246473,4.437947526,2.7807457215,153.759574297,3.1087280135,6.430321474,2.747562471,300.5729766
"01_cytokine","Ileum IL1β","HQQD-M",6,108.8779284515,260.066702919668,106.171786873528,2.78213408,1.5721083745,322.2795429,2.235214565,4.35822625925,1.03599837,639.7308058
"01_cytokine","Ileum IL1β","HQQD-H",6,342.157924196667,814.208437496116,332.399202689042,2.922322717,1.971242943,1021.58020693,2.316586786,30.341305807,1.6258991,2003.881359
"01_cytokine","Ileum IL6","Control",6,5.214031085,5.49318088879851,2.24258170706075,2.704460715,2.13361995,10.80401259,2.35715379,4.8057786525,1.99669731,16.13096499
"01_cytokine","Ileum IL6","Model",6,82.45452162,43.3487544081612,17.6970548808697,94.558071545,31.264780615,121.5407127,48.92275409,108.140546975,24.36943664,134.8625296
"01_cytokine","Ileum IL6","LVX",6,22.5395769683333,40.0272276878163,16.3410472755588,3.52255023,2.33967062,61.756510055,2.4518571075,16.56598467,2.236151,102.9474548
"01_cytokine","Ileum IL6","HQQD-L",6,8.57163544833333,11.0002454697043,4.49083140768963,1.677402975,1.308452415,22.729050955,1.35810864,16.57026951,1.25879619,24.029975
"01_cytokine","Ileum IL6","HQQD-M",6,7.41749319833333,9.44736289593174,3.85686975165586,1.55806696,1.22587596,19.468536675,1.34168301,13.29307961,1.15989756,21.75462219
"01_cytokine","Ileum IL6","HQQD-H",6,12.0800085816667,23.0306162327113,9.4022097053337,1.985203035,1.29194632,32.96287639,1.3830402075,5.9173505325,1.225784,58.87347579
"01_cytokine","Ileum TNFα","Control",6,6.32901783333333,8.64540619881738,3.52947230103288,2.47920916,2.33612366,14.17172068,2.35784149,3.97159264,2.332263,23.89698628
"01_cytokine","Ileum TNFα","Model",6,172.244682043333,83.2530960218085,33.9879341267271,207.790491,69.11099398,239.83256115,107.56260096,237.980994,55.42718068,240.2621303
"01_cytokine","Ileum TNFα","LVX",6,49.5576743633333,86.0982025482692,35.1494440023423,2.74463966,2.26954992,143.65883351,2.38525347,54.17571169,2.15986332,216.1120431
"01_cytokine","Ileum TNFα","HQQD-L",6,21.4333478,29.714935123503,12.1310714654147,2.340178,2.2093288,59.7505366,2.28326878,43.70670544,2.14661572,62.01326812
"01_cytokine","Ileum TNFα","HQQD-M",6,22.12706225,39.5775495452268,16.1574669425877,2.30215244,2.2183499,61.86068441,2.25023368,17.47191714,2.19373552,101.2029003
"01_cytokine","Ileum TNFα","HQQD-H",6,23.84151534,52.0961149086228,21.2681498512542,2.3477702,2.18706868,66.98970714,2.24068534,3.44238573,2.16655168,130.174752
"01_cytokine","Lung IL10","Control",4,182.879209125,51.8588354891359,25.9294177445679,184.69587075,124.4790135,237.6460815,148.09026075,219.484819125,124.4790135,237.6460815
"01_cytokine","Lung IL10","Model",5,88.3488347,7.41056759553065,3.31410657909274,85.79788194,81.259754,96.91311464,82.21669986,95.55672306,81.259754,96.91311464
"01_cytokine","Lung IL10","LVX",6,120.932044023333,71.2887720140075,29.1035193039867,93.80837837,77.5870708,191.4006829,87.32054792,114.654075035,68.84771304,262.367216
"01_cytokine","Lung IL10","HQQD-L",6,69.80654601,39.7514390512607,16.2284570361556,77.5825105,27.8563066,103.98082093,59.509706805,86.190141785,1.31856744,119.8108965
"01_cytokine","Lung IL10","HQQD-M",5,76.180584464,50.6545188031029,22.6533894822559,62.9565485,20.21763776,154.8479114,52.4232125,90.45761216,20.21763776,154.8479114
"01_cytokine","Lung IL10","HQQD-H",6,66.05993045,30.5203473330375,12.4598796230759,61.55542929,35.45305156,101.1713105,46.315981605,87.069810735,27.91074536,108.5272085
"01_cytokine","Lung IL17A","Control",4,2732.69761725,128.830087219707,64.4150436098535,2770.5123535,2549.421012,2840.34475,2693.0323845,2810.17758625,2549.421012,2840.34475
"01_cytokine","Lung IL17A","Model",5,1578.4871992,100.794606587014,45.0767184187822,1569.695925,1436.41936,1707.451597,1547.564829,1631.304285,1436.41936,1707.451597
"01_cytokine","Lung IL17A","LVX",6,2326.12445333333,400.175290019724,163.370878036433,2320.079224,1958.231232,2700.062904,2209.3147925,2443.1010465,1716.119016,2943.96762
"01_cytokine","Lung IL17A","HQQD-L",6,2010.25132266667,306.627508648387,125.180156214897,2008.399195,1712.5004185,2309.8543545,1817.40555575,2103.6028245,1639.790408,2515.840761
"01_cytokine","Lung IL17A","HQQD-M",5,1616.4333388,435.898710559823,194.939829623254,1521.016596,1177.249728,2179.806558,1255.46299,1948.630822,1177.249728,2179.806558
"01_cytokine","Lung IL17A","HQQD-H",6,1666.00576033333,418.009958204869,170.651850834009,1594.7769705,1351.959736,2051.2805745,1557.9604035,1652.673504,1155.43541,2433.384648
"01_cytokine","Lung IL1β","Control",4,2637.17522325,381.891268587512,190.945634293756,2629.993401,2224.254547,3064.459544,2374.53975475,2892.6288695,2224.254547,3064.459544
"01_cytokine","Lung IL1β","Model",5,2836.447402,220.11333466566,98.4376758133154,2861.103041,2520.09114,3116.772127,2757.09513,2927.175572,2520.09114,3116.772127
"01_cytokine","Lung IL1β","LVX",6,3001.56490833333,267.836622792801,109.343843378775,3025.644436,2718.6482595,3260.4020295,2802.34208125,3098.919484,2686.011454,3420.836661
"01_cytokine","Lung IL1β","HQQD-L",6,2403.66939666333,1172.38058153023,478.622368182744,2818.0306535,1307.56436799,3085.4131685,2608.709441,2904.06351725,56.52736398,3257.750867
"01_cytokine","Lung IL1β","HQQD-M",5,3062.1219542,211.33060338665,94.5099189797194,3004.519364,2821.55072,3316.636113,2923.142306,3244.761268,2821.55072,3316.636113
"01_cytokine","Lung IL1β","HQQD-H",6,2845.10123883333,364.794076926848,148.926558276729,2744.1106945,2525.1846215,3266.0084005,2641.091374,3027.9056365,2421.08109,3432.049403
"01_cytokine","Lung IL6","Control",4,158.6021194775,50.194253341785,25.0971266708925,163.6558154,98.69606691,208.4007802,127.3005778275,194.95735705,98.69606691,208.4007802
"01_cytokine","Lung IL6","Model",5,71.508774088,7.48577673857955,3.34774113037011,74.97971696,58.31505884,76.04763104,72.68861724,75.51284636,58.31505884,76.04763104
"01_cytokine","Lung IL6","LVX",6,104.164445391667,66.9700063173863,27.3403905914271,76.88270675,68.88220375,166.728425675,70.13931041,90.48031061,68.79670539,239.5201966
"01_cytokine","Lung IL6","HQQD-L",6,55.7043132133333,31.3935259702832,12.816353309001,57.978609615,24.20526879,84.929061235,46.55497899,71.4900772425,3.32367099,96.20398716
"01_cytokine","Lung IL6","HQQD-M",5,71.2184398,41.8751160215883,18.7271211979924,69.13888275,24.65358579,133.4779052,43.52353251,85.29829275,24.65358579,133.4779052
"01_cytokine","Lung IL6","HQQD-H",6,54.8284058066667,19.1085680445008,7.80104023737986,54.143073595,34.462819675,75.87932415,41.9046578525,70.30335483,29.41695036,77.75203611
"01_cytokine","Lung TNFα","Control",4,318.545275425,62.7067065066343,31.3533532533172,325.67888785,244.2919295,378.5313965,278.380513625,365.84364965,244.2919295,378.5313965
"01_cytokine","Lung TNFα","Model",5,183.09800328,16.2792418075691,7.28029826077619,179.2598509,164.850298,209.5059395,179.2598509,182.6140771,164.850298,209.5059395
"01_cytokine","Lung TNFα","LVX",6,230.979432533333,84.6533226934105,34.5595742716706,207.09494745,173.7848858,312.05846435,190.119283525,226.467251975,158.2802279,396.0210567
"01_cytokine","Lung TNFα","HQQD-L",6,156.64653983,82.7416412171814,33.7791335770886,168.8470723,81.83469404,219.25785315,162.912214175,181.713159975,2.35555608,252.8937543
"01_cytokine","Lung TNFα","HQQD-M",5,156.275868296,107.994512543302,48.2966142487554,129.5444143,46.63372888,332.8176889,105.0346373,167.3488721,46.63372888,332.8176889
"01_cytokine","Lung TNFα","HQQD-H",6,142.048867613333,39.7618841740607,16.2327212396824,141.6589459,100.53516549,183.95249145,116.85270435,171.20413535,87.37084288,191.967982
"01_cytokine","Serum IL10","Control",6,1.05987719333333,0.13677146043831,0.055836714908186,1.04018549,0.92172529,1.2177208,0.965739365,1.16211794,0.89251874,1.24268736
"01_cytokine","Serum IL10","Model",6,0.84665428,0.0518290435235442,0.0211591184148641,0.84068225,0.79512825,0.90415234,0.814960085,0.883854815,0.77814354,0.91578594
"01_cytokine","Serum IL10","LVX",6,0.980070386666667,0.128734946288166,0.0525558217451011,0.96861917,0.84644186,1.12515013,0.89271482,1.055368835,0.82350146,1.16798376
"01_cytokine","Serum IL10","HQQD-L",6,1.01298051,0.0928661780891379,0.0379124584468032,1.02809437,0.90420136,1.1066458,0.95112792,1.079363165,0.88093416,1.11883496
"01_cytokine","Serum IL10","HQQD-M",6,0.916608386666667,0.0912890114674459,0.0372685828697208,0.89842541,0.83493898,1.01646077,0.85212794,0.953901515,0.82350146,1.07020904
"01_cytokine","Serum IL10","HQQD-H",6,0.943238983333333,0.252586836638902,0.103118144251507,0.834988,0.75006445,1.2446645,0.769773735,1.044437855,0.74446824,1.38269954
"01_cytokine","Serum IL17A","Control",6,47.73978225,5.19346257625133,2.12022221834266,46.21910095,43.9913347,53.0089111,44.8790419,48.232588825,43.1036275,57.5607571
"01_cytokine","Serum IL17A","Model",6,93.6644128666667,25.2006265620791,10.288112712587,87.9125051,75.06954255,118.01119095,82.699750475,94.3904117,67.5211475,141.12844
"01_cytokine","Serum IL17A","LVX",6,46.3509726833333,5.45332812529298,2.22631188448936,45.32434335,41.3498679,52.3787068,44.508628825,49.288957775,38.4135059,54.1964236
"01_cytokine","Serum IL17A","HQQD-L",6,53.2856222666667,9.45473263285676,3.85987843415667,55.56984615,41.77829875,62.5087219,45.3659533,60.9650009,41.3372779,62.5087219
"01_cytokine","Serum IL17A","HQQD-M",6,51.1211666833333,2.47777408302464,1.01154703355047,51.4669527,48.61225555,53.2842918,50.636381975,52.753274575,46.6635211,53.588
"01_cytokine","Serum IL17A","HQQD-H",6,49.9565974833333,11.3099173493997,4.61725442318,49.21085895,38.29444875,62.36448475,43.775167825,57.2721569,34.0750604,65.3202796
"01_cytokine","Serum IL1β","Control",6,194.187453793333,80.6094606485449,32.9086745049825,212.4310464,99.14387698,270.987438,126.60969055,241.83800915,94.34310306,296.2766249
"01_cytokine","Serum IL1β","Model",6,1246.46685666667,650.207976402867,265.446294812438,941.01387225,741.25862125,2057.1280765,793.360548075,1663.75815075,700.1335919,2247.82412
"01_cytokine","Serum IL1β","LVX",6,288.479952636667,173.02696531087,70.6379627923129,320.6455879,95.66221956,440.863019,172.495893775,347.035305175,63.54972002,547.09428
"01_cytokine","Serum IL1β","HQQD-L",6,283.20792975,53.7472057162434,21.942204850866,283.70828305,224.45793515,341.45757105,249.97190635,324.1167535,207.6998923,347.818429
"01_cytokine","Serum IL1β","HQQD-M",6,637.7690743,189.886428431504,77.5208097894501,684.9731378,432.11246645,796.22161865,553.596153075,781.14311725,323.6049816,810.0595867
"01_cytokine","Serum IL1β","HQQD-H",6,224.031990316667,117.827267051539,48.1027803438197,174.60742095,126.44535275,371.04319725,148.37316725,322.7201653,104.9826039,378.275
"01_cytokine","Serum IL6","Control",6,1.18382152,0.334831502274288,0.136694388396925,1.19290975,0.817154875,1.541399935,0.9553990775,1.40807523,0.73611875,1.62496496
"01_cytokine","Serum IL6","Model",6,3.08489933666667,0.842414853302225,0.343914423721999,3.021134915,2.23624296,3.997320135,2.4707426675,3.4230067925,2.16750576,4.45537776
"01_cytokine","Serum IL6","LVX",6,0.678309221666667,0.26734024354015,0.109141197397459,0.817016935,0.335972935,0.881937795,0.46407891,0.8575694825,0.32011056,0.898191
"01_cytokine","Serum IL6","HQQD-L",6,1.07212199,0.835562741733052,0.341117060887817,1.308544375,0.06257588,1.845245715,0.3809395625,1.54141143,0.02582701,2.09904444
"01_cytokine","Serum IL6","HQQD-M",6,0.956223248333333,0.713584917705076,0.291319822753894,0.96481312,0.177969915,1.72588671,0.3448697025,1.5503426825,0.13072764,1.79324451
"01_cytokine","Serum IL6","HQQD-H",6,0.72946746,0.471809940938183,0.19261560181187,0.785085275,0.210131475,1.19318563,0.44756132,1.02874541,0.03665691,1.32495851
"01_cytokine","Serum TNFα","Control",6,1.9840609,0.0234564027303319,0.00957603631508987,1.9819247,1.9608095,2.0094485,1.97521053,2.00113756,1.947747,2.01225468
"01_cytokine","Serum TNFα","Model",6,1.90654102666667,0.0796799418818288,0.0325292000575166,1.8783329,1.8417752,1.99951498,1.85936541,1.94206579,1.82526528,2.04096208
"01_cytokine","Serum TNFα","LVX",6,1.84255278,0.0206441005116212,0.00842791874203353,1.8353365,1.82526528,1.86705656,1.82625949,1.85407156,1.82526528,1.875828
"01_cytokine","Serum TNFα","HQQD-L",6,1.83152464666667,0.0158268608146716,0.00646128887099918,1.83138118,1.81551686,1.8476759,1.81841341,1.84454263,1.813593,1.84977192
"01_cytokine","Serum TNFα","HQQD-M",6,1.84784806,0.0130438472075136,0.00532512832353925,1.8476759,1.83542258,1.8604457,1.84557988,1.85615682,1.82526528,1.86260628
"01_cytokine","Serum TNFα","HQQD-H",6,1.82352075333333,0.014111595795037,0.00576103485904091,1.82133148,1.80980984,1.83942094,1.81552762,1.83027937,1.80602668,1.84557988
