exposure,outcome,id.exposure,id.outcome,method,nsnp,b,se,pval,fdr,PRESSO_pval.x,egger_intercept,egger_pval,QE,QEp,I2,correct_causal_direction,steiger_pval,PRESSO_pval.y,lo_ci,up_ci,or,or_lci95,or_uci95,PRESSO_pval
ANXA2,Bacterial pneumoniae,P07355,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),24,0.0347542001446605,0.0127747721149544,0.00651765957207751,0.173778079915753,,0.00752352225966175,0.159460922860922,11.1348078989967,0.981770570658634,0,TRUE,0,0.986,0.00971564679934982,0.0597927534899712,1.03536518490726,1.00976299691715,1.06161650742882,0.986
ANXA2,Bacterial pneumoniae,P07355,J10_PNEUMOBACT,Contamination mixture,,0.0260172851057544,0.0178571428571429,0.124971207025704,,,0.00752352225966175,0.159460922860922,11.1348078989967,0.981770570658634,0,TRUE,0,0.986,-0.00898271489424565,0.0610172851057544,1.0263586890386,0.991057509158687,1.06291728666612,0.986
ANXA2,Bacterial pneumoniae,P07355,J10_PNEUMOBACT,MR-PRESSO (Outlier-corrected),,0.0347542001446605,0.0127747721149544,0.0121964279933007,,0.986,0.00752352225966175,0.159460922860922,11.1348078989967,0.981770570658634,0,TRUE,0,0.986,0.00971564679934982,0.0597927534899712,1.03536518490726,1.00976299691715,1.06161650742882,0.986
ANXA2,Bacterial pneumoniae,P07355,J10_PNEUMOBACT,Weighted median,24,0.0210532377952908,0.0261633836486162,0.421002461098196,,,0.00752352225966175,0.159460922860922,11.1348078989967,0.981770570658634,0,TRUE,0,0.986,-0.0302269941559969,0.0723334697465785,1.02127642069529,0.970225273083544,1.07501376886765,0.986
APOA2,Bacterial pneumoniae,P02652,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),25,-0.104797710314017,0.0389202107552748,0.00708909841200857,0.176987640765952,,0.0141558788175474,0.0660325199683785,27.5722912714021,0.278492102669861,12.9560914478924,TRUE,1.76837336008636e-277,0.22,-0.181081323394355,-0.0285140972336784,0.900506667373607,0.834367502339242,0.971888593108957,0.22
APOA2,Bacterial pneumoniae,P02652,J10_PNEUMOBACT,Contamination mixture,,-0.077896034410407,0.0535714285714286,0.109560732402732,,,0.0141558788175474,0.0660325199683785,27.5722912714021,0.278492102669861,12.9560914478924,TRUE,1.76837336008636e-277,0.22,-0.182896034410407,0.027103965589593,0.925060596014569,0.832854739470183,1.02747461921535,0.22
APOA2,Bacterial pneumoniae,P02652,J10_PNEUMOBACT,MR-PRESSO (Outlier-corrected),,-0.104797710314017,0.0389202107552748,0.012719711036797,,0.22,0.0141558788175474,0.0660325199683785,27.5722912714021,0.278492102669861,12.9560914478924,TRUE,1.76837336008636e-277,0.22,-0.181081323394355,-0.0285140972336784,0.900506667373607,0.834367502339242,0.971888593108957,0.22
APOA2,Bacterial pneumoniae,P02652,J10_PNEUMOBACT,Weighted median,25,-0.100055876399194,0.0543124705584006,0.0654420153325418,,,0.0141558788175474,0.0660325199683785,27.5722912714021,0.278492102669861,12.9560914478924,TRUE,1.76837336008636e-277,0.22,-0.20650831869366,0.0063965658952706,0.904786860391686,0.813419494841222,1.00641706761312,0.22
APOBR,Bacterial pneumoniae,Q0VD83,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),36,-0.0304441416509545,0.0108905646228579,0.00518258577619795,0.152920830969681,,-0.00345369571145068,0.44252911521328,47.4570498595829,0.0778859891442878,26.2491029181989,TRUE,0,0.084,-0.051789648311756,-0.00909863499015294,0.970014613968827,0.949528580777074,0.990942632335571,0.084
APOBR,Bacterial pneumoniae,Q0VD83,J10_PNEUMOBACT,Contamination mixture,,-0.0243571565843137,0.0102040816326531,0.0615415411637455,,,-0.00345369571145068,0.44252911521328,47.4570498595829,0.0778859891442878,26.2491029181989,TRUE,0,0.084,-0.0443571565843137,-0.00435715658431368,0.975937085148991,0.956612236093903,0.995652322050807,0.084
APOBR,Bacterial pneumoniae,Q0VD83,J10_PNEUMOBACT,MR-PRESSO (Outlier-corrected),,-0.0304441416509545,0.0108905646228579,0.00835739782432612,,0.084,-0.00345369571145068,0.44252911521328,47.4570498595829,0.0778859891442878,26.2491029181989,TRUE,0,0.084,-0.051789648311756,-0.00909863499015294,0.970014613968827,0.949528580777074,0.990942632335571,0.084
APOBR,Bacterial pneumoniae,Q0VD83,J10_PNEUMOBACT,Weighted median,36,-0.0293552910553795,0.0135921248005528,0.0307937405808626,,,-0.00345369571145068,0.44252911521328,47.4570498595829,0.0778859891442878,26.2491029181989,TRUE,0,0.084,-0.0559958556644631,-0.00271472644629599,0.971071390190263,0.945543054529959,0.997288955091334,0.084
APOD,Bacterial pneumoniae,P05090,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),20,-0.0822198512959628,0.038303390677007,0.0318297315507826,0.407953134038982,,-0.0115130435946844,0.058230255768904,30.1261841229058,0.0502143459402767,36.9319395961809,TRUE,4.5261365944556e-292,0.093,-0.157294497022896,-0.00714520556902914,0.921069438125316,0.854452388076867,0.992880260722222,0.093
APOD,Bacterial pneumoniae,P05090,J10_PNEUMOBACT,Contamination mixture,,-0.212227046826024,0.0892857142857143,0.0764825639849702,,,-0.0115130435946844,0.058230255768904,30.1261841229058,0.0502143459402767,36.9319395961809,TRUE,4.5261365944556e-292,0.093,-0.387227046826024,-0.0372270468260242,0.808781045549145,0.678936926951289,0.963457360578206,0.093
APOD,Bacterial pneumoniae,P05090,J10_PNEUMOBACT,MR-PRESSO (Outlier-corrected),,-0.0822198512959628,0.038303390677007,0.044954146614913,,0.093,-0.0115130435946844,0.058230255768904,30.1261841229058,0.0502143459402767,36.9319395961809,TRUE,4.5261365944556e-292,0.093,-0.157294497022896,-0.00714520556902914,0.921069438125316,0.854452388076867,0.992880260722222,0.093
APOD,Bacterial pneumoniae,P05090,J10_PNEUMOBACT,Weighted median,20,-0.0527415348720538,0.040975756240693,0.198045495778419,,,-0.0115130435946844,0.058230255768904,30.1261841229058,0.0502143459402767,36.9319395961809,TRUE,4.5261365944556e-292,0.093,-0.133054017103812,0.0275709473597044,0.94862516732419,0.875417803297221,1.02795454318093,0.093
APOE,Bacterial pneumoniae,P02649,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),33,0.0475116700482563,0.0164759929640654,0.00393044408724232,0.133816504077958,,-0.00139668955896493,0.749318967767982,39.7425346376594,0.163269470649179,19.4817333827588,TRUE,0,0.19,0.0152187238386881,0.0798046162578246,1.04865843894446,1.01533511832525,1.08307543166962,0.19
APOE,Bacterial pneumoniae,P02649,J10_PNEUMOBACT,Contamination mixture,,0.0430984111794428,0.0153061224489796,0.00867328871579782,,,-0.00139668955896493,0.749318967767982,39.7425346376594,0.163269470649179,19.4817333827588,TRUE,0,0.19,0.0130984111794429,0.0730984111794427,1.04404063506542,1.01318457114238,1.07583640603487,0.19
APOE,Bacterial pneumoniae,P02649,J10_PNEUMOBACT,MR-PRESSO (Outlier-corrected),,0.0475116700482563,0.0164759929640654,0.00697352631601795,,0.19,-0.00139668955896493,0.749318967767982,39.7425346376594,0.163269470649179,19.4817333827588,TRUE,0,0.19,0.0152187238386881,0.0798046162578246,1.04865843894446,1.01533511832525,1.08307543166962,0.19
APOE,Bacterial pneumoniae,P02649,J10_PNEUMOBACT,Weighted median,33,0.0444983111238593,0.0207726766488485,0.032180941666342,,,-0.00139668955896493,0.749318967767982,39.7425346376594,0.163269470649179,19.4817333827588,TRUE,0,0.19,0.00378386489211617,0.0852127573556024,1.04550321098354,1.00379103274676,1.08894872390502,0.19
ARF6,Bacterial pneumoniae,P62330,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),6,0.247828784504381,0.109865524274454,0.0240865043918233,0.362997379291286,,-0.00504018475438135,0.879669047941768,6.96887056658424,0.222965757956615,28.2523623845876,TRUE,2.20359269878492e-39,0.271,0.0324923569264513,0.46316521208231,1.28124054517838,1.03302599762012,1.58909585856585,0.271
ARF6,Bacterial pneumoniae,P62330,J10_PNEUMOBACT,Contamination mixture,,0.401173500940265,0.122448979591837,0.0129467079064754,,,-0.00504018475438135,0.879669047941768,6.96887056658424,0.222965757956615,28.2523623845876,TRUE,2.20359269878492e-39,0.271,0.161173500940265,0.641173500940265,1.49357638292781,1.17488879544202,1.89870770773709,0.271
ARF6,Bacterial pneumoniae,P62330,J10_PNEUMOBACT,MR-PRESSO (Outlier-corrected),,0.247828784504381,0.109865524274454,0.073743720128717,,0.271,-0.00504018475438135,0.879669047941768,6.96887056658424,0.222965757956615,28.2523623845876,TRUE,2.20359269878492e-39,0.271,0.0324923569264513,0.46316521208231,1.28124054517838,1.03302599762012,1.58909585856585,0.271
ARF6,Bacterial pneumoniae,P62330,J10_PNEUMOBACT,Weighted median,6,0.326247224350234,0.128738394600427,0.0112708421128891,,,-0.00504018475438135,0.879669047941768,6.96887056658424,0.222965757956615,28.2523623845876,TRUE,2.20359269878492e-39,0.271,0.0739199709333966,0.578574477767072,1.38575791962886,1.07672063310086,1.7834942071127,0.271
ARHGAP45,Bacterial pneumoniae,Q92619,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),3,0.152494104908002,0.046628743431647,0.00107399883659628,0.0626484184863341,,-0.0198268872163696,0.761773051957804,0.504813875071571,0.776928512356954,0,TRUE,7.53436481551503e-43,,0.0611017677819738,0.24388644203403,1.16473559585088,1.06300708855639,1.27619939965259,
ARHGAP45,Bacterial pneumoniae,Q92619,J10_PNEUMOBACT,Contamination mixture,,0.149647628648259,0.147959183673469,0.137233042675874,,,-0.0198268872163696,0.761773051957804,0.504813875071571,0.776928512356954,0,TRUE,7.53436481551503e-43,,-0.140352371351741,0.439647628648259,1.16142491774711,0.869051952428093,1.55216018535496,
ARHGAP45,Bacterial pneumoniae,Q92619,J10_PNEUMOBACT,Weighted median,3,0.135460071831277,0.106066420944122,0.201558140010987,,,-0.0198268872163696,0.761773051957804,0.504813875071571,0.776928512356954,0,TRUE,7.53436481551503e-43,,-0.0724301132192023,0.343350256881757,1.14506347463405,0.930130748232592,1.40966241943129,
ARL2BP,Bacterial pneumoniae,Q9Y2Y0,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),8,0.144222726608884,0.0517063820439678,0.00528280564581964,0.153826959134196,,-0.0110903691470006,0.265896824516377,5.60223036639637,0.586883304610275,0,TRUE,2.2046581267305e-285,0.628,0.0428782178027073,0.245567235415061,1.15514136059344,1.0438107695409,1.27834623084081,0.628
ARL2BP,Bacterial pneumoniae,Q9Y2Y0,J10_PNEUMOBACT,Contamination mixture,,0.194942729585201,0.0714285714285714,0.0246098982007403,,,-0.0110903691470006,0.265896824516377,5.60223036639637,0.586883304610275,0,TRUE,2.2046581267305e-285,0.628,0.0549427295852014,0.334942729585201,1.21524138711844,1.05648010788888,1.39786032688925,0.628
ARL2BP,Bacterial pneumoniae,Q9Y2Y0,J10_PNEUMOBACT,MR-PRESSO (Outlier-corrected),,0.144222726608884,0.0517063820439678,0.0269368446199973,,0.628,-0.0110903691470006,0.265896824516377,5.60223036639637,0.586883304610275,0,TRUE,2.2046581267305e-285,0.628,0.0428782178027073,0.245567235415061,1.15514136059344,1.0438107695409,1.27834623084081,0.628
ARL2BP,Bacterial pneumoniae,Q9Y2Y0,J10_PNEUMOBACT,Weighted median,8,0.158690830348293,0.0733621927188301,0.0305323662396875,,,-0.0110903691470006,0.265896824516377,5.60223036639637,0.586883304610275,0,TRUE,2.2046581267305e-285,0.628,0.0149009326193863,0.3024807280772,1.17197555138976,1.01501250500455,1.35321159718044,0.628
BCHE,Bacterial pneumoniae,P06276,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),51,-0.0344036875636066,0.016844952250703,0.041114475868771,0.446011446556814,,-0.000674470174801639,0.840493840792837,61.0547778721492,0.135946906075364,18.1063272317496,TRUE,0,0.146,-0.0674197939749845,-0.00138758115222865,0.966181390489161,0.934802694417605,0.998613381093382,0.146
BCHE,Bacterial pneumoniae,P06276,J10_PNEUMOBACT,Contamination mixture,,-0.0472094481950383,0.0229591836734694,0.0568154238243707,,,-0.000674470174801639,0.840493840792837,61.0547778721492,0.135946906075364,18.1063272317496,TRUE,0,0.146,-0.0922094481950382,-0.00220944819503827,0.95388758663279,0.9119141307728,0.997792990838988,0.146
BCHE,Bacterial pneumoniae,P06276,J10_PNEUMOBACT,MR-PRESSO (Outlier-corrected),,-0.0344036875636066,0.016844952250703,0.0464056365231517,,0.146,-0.000674470174801639,0.840493840792837,61.0547778721492,0.135946906075364,18.1063272317496,TRUE,0,0.146,-0.0674197939749845,-0.00138758115222865,0.966181390489161,0.934802694417605,0.998613381093382,0.146
BCHE,Bacterial pneumoniae,P06276,J10_PNEUMOBACT,Weighted median,51,-0.0360365864362878,0.022070871559911,0.102518051092281,,,-0.000674470174801639,0.840493840792837,61.0547778721492,0.135946906075364,18.1063272317496,TRUE,0,0.146,-0.0792954946937134,0.00722232182113779,0.964605001378095,0.92376691588891,1.00724846568929,0.146
BID,Bacterial pneumoniae,P55957,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),7,0.118726045716477,0.0584715754694913,0.0423065891392403,0.450095155435352,,0.0220504847130201,0.135467864613756,4.67269597657708,0.58642350417361,0,TRUE,1.46253102933305e-72,0.588,0.00412175779627375,0.23333033363668,1.12606138668811,1.00413026392266,1.26279855527552,0.588
BID,Bacterial pneumoniae,P55957,J10_PNEUMOBACT,Contamination mixture,,0.168136378128904,0.170918367346939,0.14650420228393,,,0.0220504847130201,0.135467864613756,4.67269597657708,0.58642350417361,0,TRUE,1.46253102933305e-72,0.588,-0.166863621871096,0.503136378128904,1.1830979483306,0.84631502232645,1.65390040164519,0.588
BID,Bacterial pneumoniae,P55957,J10_PNEUMOBACT,MR-PRESSO (Outlier-corrected),,0.118726045716477,0.0584715754694913,0.0886034361331068,,0.588,0.0220504847130201,0.135467864613756,4.67269597657708,0.58642350417361,0,TRUE,1.46253102933305e-72,0.588,0.00412175779627375,0.23333033363668,1.12606138668811,1.00413026392266,1.26279855527552,0.588
BID,Bacterial pneumoniae,P55957,J10_PNEUMOBACT,Weighted median,7,0.0653327526818167,0.080556224284118,0.417353874140269,,,0.0220504847130201,0.135467864613756,4.67269597657708,0.58642350417361,0,TRUE,1.46253102933305e-72,0.588,-0.0925574469150546,0.223222952278688,1.06751418349828,0.91159684103394,1.25009925514602,0.588
BLVRB,Bacterial pneumoniae,P30043,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),7,-0.0915543845175775,0.0453857065880651,0.0436692745433641,0.455505090693088,,-0.0149644455446297,0.201061188636242,3.72385183869535,0.713987585049158,0,TRUE,1.45634371158756e-109,0.638,-0.180510369430185,-0.00259839960496995,0.912511688294578,0.83484402379524,0.997404973313255,0.638
BLVRB,Bacterial pneumoniae,P30043,J10_PNEUMOBACT,Contamination mixture,,-0.208125196417348,0.153061224489796,0.396094966505431,,,-0.0149644455446297,0.201061188636242,3.72385183869535,0.713987585049158,0,TRUE,1.45634371158756e-109,0.638,-0.508125196417348,0.0918748035826524,0.812105357665857,0.60162244607211,1.09622756972492,0.638
BLVRB,Bacterial pneumoniae,P30043,J10_PNEUMOBACT,MR-PRESSO (Outlier-corrected),,-0.0915543845175775,0.0453857065880651,0.0902433563392425,,0.638,-0.0149644455446297,0.201061188636242,3.72385183869535,0.713987585049158,0,TRUE,1.45634371158756e-109,0.638,-0.180510369430185,-0.00259839960496995,0.912511688294578,0.83484402379524,0.997404973313255,0.638
BLVRB,Bacterial pneumoniae,P30043,J10_PNEUMOBACT,Weighted median,7,-0.0214636232539806,0.0716852166773706,0.76462348126298,,,-0.0149644455446297,0.201061188636242,3.72385183869535,0.713987585049158,0,TRUE,1.45634371158756e-109,0.638,-0.161966647941627,0.119039401433666,0.97876508111034,0.850469568977933,1.12641429975231,0.638
