id.exposure,id.outcome,outcome,exposure,method,Q,Q_df,Q_pval
kYZi2a,J10_PNEUMOBACTEROTH,"Bacterial pneumonia, not elsewhere classified",g_Roseburia,Inverse variance weighted,15.1020393413877,16,0.517178066231906
SqPjyB,J10_PNEUMOBACTEROTH,"Bacterial pneumonia, not elsewhere classified",g_Paraprevotella,MR Egger,8.21535982670188,11,0.69389218234444
SqPjyB,J10_PNEUMOBACTEROTH,"Bacterial pneumonia, not elsewhere classified",g_Paraprevotella,Inverse variance weighted,8.48420105222873,12,0.746240138664127
t0b6Ao,J10_PNEUMOBACTEROTH,"Bacterial pneumonia, not elsewhere classified",g_Subdoligranulum,MR Egger,11.5664907893926,11,0.397094034766833
t0b6Ao,J10_PNEUMOBACTEROTH,"Bacterial pneumonia, not elsewhere classified",g_Subdoligranulum,Inverse variance weighted,11.6674983753908,12,0.472739089774281
uJZmym,J10_PNEUMOBACTEROTH,"Bacterial pneumonia, not elsewhere classified",g_Dorea,MR Egger,10.6346831461835,11,0.474355996602215
uJZmym,J10_PNEUMOBACTEROTH,"Bacterial pneumonia, not elsewhere classified",g_Dorea,Inverse variance weighted,10.6360949807701,12,0.560335571256937
Uu05GB,J10_PNEUMOBACTEROTH,"Bacterial pneumonia, not elsewhere classified",g_Clostridiuminnocuumgroup,MR Egger,11.9645291240551,9,0.215316380004979
Uu05GB,J10_PNEUMOBACTEROTH,"Bacterial pneumonia, not elsewhere classified",g_Clostridiuminnocuumgroup,Inverse variance weighted,12.0406950193834,10,0.282342169080568
wodMEV,J10_PNEUMOBACTEROTH,"Bacterial pneumonia, not elsewhere classified",g_Anaerostipes,MR Egger,13.7703232025684,13,0.390215586968893
wodMEV,J10_PNEUMOBACTEROTH,"Bacterial pneumonia, not elsewhere classified",g_Anaerostipes,Inverse variance weighted,14.3626916961797,14,0.423054577665896
XK1LhR,J10_PNEUMOBACTEROTH,"Bacterial pneumonia, not elsewhere classified",g_Butyrivibrio,MR Egger,7.83127503460876,14,0.89792958540174
XK1LhR,J10_PNEUMOBACTEROTH,"Bacterial pneumonia, not elsewhere classified",g_Butyrivibrio,Inverse variance weighted,11.2480037557817,15,0.734823837351618
XSQUzn,J10_PNEUMOBACTEROTH,"Bacterial pneumonia, not elsewhere classified",p_Actinobacteria,MR Egger,15.7759201553109,15,0.397098502658288
XSQUzn,J10_PNEUMOBACTEROTH,"Bacterial pneumonia, not elsewhere classified",p_Actinobacteria,Inverse variance weighted,15.8714282813117,16,0.461969717693022
