id.exposure,id.outcome,outcome,exposure,method,Q,Q_df,Q_pval
O15294,J10_PNEUMOBACT,Bacterial pneumoniae,OGT,MR Egger,0.246594367986263,1,0.619483362383552
O15294,J10_PNEUMOBACT,Bacterial pneumoniae,OGT,Inverse variance weighted,0.247494265443103,2,0.883603246983807
O15389,J10_PNEUMOBACT,Bacterial pneumoniae,SIGLEC5,MR Egger,27.7831589867328,28,0.475982066024971
O15389,J10_PNEUMOBACT,Bacterial pneumoniae,SIGLEC5,Inverse variance weighted,28.0788003642762,29,0.513702627961845
O43653,J10_PNEUMOBACT,Bacterial pneumoniae,PSCA,MR Egger,38.2275036909797,49,0.866782401889006
O43653,J10_PNEUMOBACT,Bacterial pneumoniae,PSCA,Inverse variance weighted,38.399916289692,50,0.884175969091767
O43805,J10_PNEUMOBACT,Bacterial pneumoniae,SSNA1,MR Egger,3.65196908723882,7,0.818876797251557
O43805,J10_PNEUMOBACT,Bacterial pneumoniae,SSNA1,Inverse variance weighted,3.70528700878286,8,0.882686829377041
O60449,J10_PNEUMOBACT,Bacterial pneumoniae,LY75,MR Egger,55.6016018886486,46,0.156907737451093
O60449,J10_PNEUMOBACT,Bacterial pneumoniae,LY75,Inverse variance weighted,56.9213798119972,47,0.152269169705406
O60880,J10_PNEUMOBACT,Bacterial pneumoniae,SH2D1A,MR Egger,2.67585028817361,5,0.749809478170455
O60880,J10_PNEUMOBACT,Bacterial pneumoniae,SH2D1A,Inverse variance weighted,3.33644705809883,6,0.765587029535145
O60941,J10_PNEUMOBACT,Bacterial pneumoniae,DTNB,MR Egger,0.0241309950418706,1,0.876552066364111
O60941,J10_PNEUMOBACT,Bacterial pneumoniae,DTNB,Inverse variance weighted,0.315417974320896,2,0.854098299377208
O75023,J10_PNEUMOBACT,Bacterial pneumoniae,LILRB5,MR Egger,21.1672930058614,36,0.976615014247617
O75023,J10_PNEUMOBACT,Bacterial pneumoniae,LILRB5,Inverse variance weighted,22.2780788609357,37,0.97329612864361
O75144,J10_PNEUMOBACT,Bacterial pneumoniae,ICOSLG,MR Egger,18.3360312050567,20,0.565282701356199
O75144,J10_PNEUMOBACT,Bacterial pneumoniae,ICOSLG,Inverse variance weighted,18.4281642369667,21,0.621771135008037
O75493,J10_PNEUMOBACT,Bacterial pneumoniae,CA11,MR Egger,1.23892907108695,3,0.743683444130966
O75493,J10_PNEUMOBACT,Bacterial pneumoniae,CA11,Inverse variance weighted,1.34461399266676,4,0.853761935354073
O75711,J10_PNEUMOBACT,Bacterial pneumoniae,SCRG1,MR Egger,1.82452598544464,3,0.60961240571141
O75711,J10_PNEUMOBACT,Bacterial pneumoniae,SCRG1,Inverse variance weighted,1.84751373493227,4,0.763778929127797
O75888,J10_PNEUMOBACT,Bacterial pneumoniae,TNFSF13,MR Egger,24.8333716884097,19,0.166100424304157
O75888,J10_PNEUMOBACT,Bacterial pneumoniae,TNFSF13,Inverse variance weighted,24.9069394112767,20,0.20501458472383
O76036,J10_PNEUMOBACT,Bacterial pneumoniae,NCR1,MR Egger,54.827513840733,44,0.126942957923446
O76036,J10_PNEUMOBACT,Bacterial pneumoniae,NCR1,Inverse variance weighted,54.9106711515181,45,0.147853060909869
O76038,J10_PNEUMOBACT,Bacterial pneumoniae,SCGN,MR Egger,18.4467398401374,9,0.0303304144570548
O76038,J10_PNEUMOBACT,Bacterial pneumoniae,SCGN,Inverse variance weighted,18.4996484081033,10,0.0470978770389527
O94760,J10_PNEUMOBACT,Bacterial pneumoniae,DDAH1,MR Egger,11.1022506749655,8,0.195972579290206
O94760,J10_PNEUMOBACT,Bacterial pneumoniae,DDAH1,Inverse variance weighted,16.9571042127423,9,0.0493919725996823
O94830,J10_PNEUMOBACT,Bacterial pneumoniae,DDHD2,MR Egger,1.40520211592269,6,0.965541198227258
O94830,J10_PNEUMOBACT,Bacterial pneumoniae,DDHD2,Inverse variance weighted,1.61451245878436,7,0.978078463495563
O95433,J10_PNEUMOBACT,Bacterial pneumoniae,AHSA1,MR Egger,1.47149410398466,2,0.479147377235926
O95433,J10_PNEUMOBACT,Bacterial pneumoniae,AHSA1,Inverse variance weighted,2.98167736129491,3,0.39445880237051
O95793,J10_PNEUMOBACT,Bacterial pneumoniae,STAU1,MR Egger,0.600002428646416,1,0.438577099443901
O95793,J10_PNEUMOBACT,Bacterial pneumoniae,STAU1,Inverse variance weighted,0.600293260229955,2,0.740709602384393
P00352,J10_PNEUMOBACT,Bacterial pneumoniae,ALDH1A1,MR Egger,2.70443689196739,4,0.608438436902767
P00352,J10_PNEUMOBACT,Bacterial pneumoniae,ALDH1A1,Inverse variance weighted,4.06792329480781,5,0.539678725659007
P00734,J10_PNEUMOBACT,Bacterial pneumoniae,F2,MR Egger,7.64477785832162,6,0.265299634800138
P00734,J10_PNEUMOBACT,Bacterial pneumoniae,F2,Inverse variance weighted,7.8531315369186,7,0.34572272907213
P00748,J10_PNEUMOBACT,Bacterial pneumoniae,F12,MR Egger,58.9622969764426,43,0.0531493635203911
P00748,J10_PNEUMOBACT,Bacterial pneumoniae,F12,Inverse variance weighted,62.2109024630839,44,0.0364950592274649
P00915,J10_PNEUMOBACT,Bacterial pneumoniae,CA1,MR Egger,4.87617959667597,4,0.300239805381681
P00915,J10_PNEUMOBACT,Bacterial pneumoniae,CA1,Inverse variance weighted,4.8804574949361,5,0.43064298868306
P01031,J10_PNEUMOBACT,Bacterial pneumoniae,C5,MR Egger,0.886920080005202,2,0.641811880022917
P01031,J10_PNEUMOBACT,Bacterial pneumoniae,C5,Inverse variance weighted,1.57737059734945,3,0.664531699832497
P01037,J10_PNEUMOBACT,Bacterial pneumoniae,CST1,MR Egger,46.6492475785642,34,0.0727840708616249
P01037,J10_PNEUMOBACT,Bacterial pneumoniae,CST1,Inverse variance weighted,47.0718151391781,35,0.0835297410153368
P01375,J10_PNEUMOBACT,Bacterial pneumoniae,TNF,MR Egger,4.34376142687229,4,0.361477306070611
P01375,J10_PNEUMOBACT,Bacterial pneumoniae,TNF,Inverse variance weighted,4.55628967146014,5,0.472387581514679
P01589,J10_PNEUMOBACT,Bacterial pneumoniae,IL2RA,MR Egger,24.8726427630263,29,0.684839199704065
P01589,J10_PNEUMOBACT,Bacterial pneumoniae,IL2RA,Inverse variance weighted,26.144159929037,30,0.667753197498273
P02008,J10_PNEUMOBACT,Bacterial pneumoniae,HBZ,MR Egger,28.9327450758143,33,0.669952996242262
P02008,J10_PNEUMOBACT,Bacterial pneumoniae,HBZ,Inverse variance weighted,29.3056465301595,34,0.697033668234924
P02649,J10_PNEUMOBACT,Bacterial pneumoniae,APOE,MR Egger,39.6097302508482,31,0.138079915599743
P02649,J10_PNEUMOBACT,Bacterial pneumoniae,APOE,Inverse variance weighted,39.7425346376594,32,0.163269470649178
P02652,J10_PNEUMOBACT,Bacterial pneumoniae,APOA2,MR Egger,23.7293502761849,23,0.418919741337407
P02652,J10_PNEUMOBACT,Bacterial pneumoniae,APOA2,Inverse variance weighted,27.5722912714021,24,0.27849210266986
P02730,J10_PNEUMOBACT,Bacterial pneumoniae,SLC4A1,MR Egger,0.00549292993766851,1,0.940919434260842
P02730,J10_PNEUMOBACT,Bacterial pneumoniae,SLC4A1,Inverse variance weighted,0.0150094780251873,2,0.992523351227332
P02787,J10_PNEUMOBACT,Bacterial pneumoniae,TF,MR Egger,19.1843356479681,18,0.380555666148306
P02787,J10_PNEUMOBACT,Bacterial pneumoniae,TF,Inverse variance weighted,19.1847549850929,19,0.445042735406011
P03950,J10_PNEUMOBACT,Bacterial pneumoniae,ANG,MR Egger,22.3602571195229,23,0.49860156844804
P03950,J10_PNEUMOBACT,Bacterial pneumoniae,ANG,Inverse variance weighted,23.398711467407,24,0.496374945343238
P04066,J10_PNEUMOBACT,Bacterial pneumoniae,FUCA1,MR Egger,68.0756441068973,57,0.149542111126571
P04066,J10_PNEUMOBACT,Bacterial pneumoniae,FUCA1,Inverse variance weighted,69.212555857525,58,0.148784203413502
P05090,J10_PNEUMOBACT,Bacterial pneumoniae,APOD,MR Egger,24.5472882276134,18,0.137902631018052
P05090,J10_PNEUMOBACT,Bacterial pneumoniae,APOD,Inverse variance weighted,30.1261841229058,19,0.0502143459402767
P05154,J10_PNEUMOBACT,Bacterial pneumoniae,SERPINA5,MR Egger,17.0116556898907,16,0.384843254683957
P05154,J10_PNEUMOBACT,Bacterial pneumoniae,SERPINA5,Inverse variance weighted,18.3471776899159,17,0.367261922642335
P05231,J10_PNEUMOBACT,Bacterial pneumoniae,IL6,MR Egger,4.01122648905294,7,0.778483429812009
P05231,J10_PNEUMOBACT,Bacterial pneumoniae,IL6,Inverse variance weighted,6.01089716264374,8,0.646011180785185
P06276,J10_PNEUMOBACT,Bacterial pneumoniae,BCHE,MR Egger,61.0038100511207,49,0.116669886241537
P06276,J10_PNEUMOBACT,Bacterial pneumoniae,BCHE,Inverse variance weighted,61.0547778721492,50,0.135946906075364
P06401,J10_PNEUMOBACT,Bacterial pneumoniae,PGR,MR Egger,7.15534184617302,4,0.127903323398498
P06401,J10_PNEUMOBACT,Bacterial pneumoniae,PGR,Inverse variance weighted,7.2241054978907,5,0.204499690933851
P06870,J10_PNEUMOBACT,Bacterial pneumoniae,KLK1,MR Egger,60.135798087326,56,0.328434665015622
P06870,J10_PNEUMOBACT,Bacterial pneumoniae,KLK1,Inverse variance weighted,60.6456546757827,57,0.345833732065684
P07288,J10_PNEUMOBACT,Bacterial pneumoniae,KLK3,MR Egger,0.290675370722441,2,0.86473023705953
P07288,J10_PNEUMOBACT,Bacterial pneumoniae,KLK3,Inverse variance weighted,0.384323285722316,3,0.943461554740852
P07339,J10_PNEUMOBACT,Bacterial pneumoniae,CTSD,MR Egger,32.1691123394075,23,0.0966772326311596
P07339,J10_PNEUMOBACT,Bacterial pneumoniae,CTSD,Inverse variance weighted,32.4679733892495,24,0.115806115193944
P07355,J10_PNEUMOBACT,Bacterial pneumoniae,ANXA2,MR Egger,9.01428362476257,22,0.993256555674954
P07355,J10_PNEUMOBACT,Bacterial pneumoniae,ANXA2,Inverse variance weighted,11.1348078989967,23,0.981770570658634
P07911,J10_PNEUMOBACT,Bacterial pneumoniae,UMOD,MR Egger,78.6447163773093,59,0.0446247019180289
P07911,J10_PNEUMOBACT,Bacterial pneumoniae,UMOD,Inverse variance weighted,78.8110330578449,60,0.0521629444476457
P08575,J10_PNEUMOBACT,Bacterial pneumoniae,PTPRC,MR Egger,10.7642035101578,17,0.868555890452231
P08575,J10_PNEUMOBACT,Bacterial pneumoniae,PTPRC,Inverse variance weighted,11.4616107140471,18,0.873752110338478
P08582,J10_PNEUMOBACT,Bacterial pneumoniae,MELTF,MR Egger,48.5633388901992,40,0.166046214413959
P08582,J10_PNEUMOBACT,Bacterial pneumoniae,MELTF,Inverse variance weighted,60.8712809353691,41,0.023491672752432
P08709,J10_PNEUMOBACT,Bacterial pneumoniae,F7,MR Egger,20.9061565108393,28,0.829239676793733
P08709,J10_PNEUMOBACT,Bacterial pneumoniae,F7,Inverse variance weighted,22.3438647170815,29,0.805677477139017
P08887,J10_PNEUMOBACT,Bacterial pneumoniae,IL6R,MR Egger,50.5568108562459,38,0.0835896313389075
P08887,J10_PNEUMOBACT,Bacterial pneumoniae,IL6R,Inverse variance weighted,51.7186428974168,39,0.0835430469847115
P09211,J10_PNEUMOBACT,Bacterial pneumoniae,GSTP1,MR Egger,0.080219490356508,2,0.960684002929723
P09211,J10_PNEUMOBACT,Bacterial pneumoniae,GSTP1,Inverse variance weighted,0.161734761154366,3,0.983516504500547
P09486,J10_PNEUMOBACT,Bacterial pneumoniae,SPARC,MR Egger,22.6341934335776,26,0.653549816827776
P09486,J10_PNEUMOBACT,Bacterial pneumoniae,SPARC,Inverse variance weighted,23.5400113900136,27,0.655690807093744
P0DJD7,J10_PNEUMOBACT,Bacterial pneumoniae,PGA4,MR Egger,8.83270616652577,9,0.452858161759294
P0DJD7,J10_PNEUMOBACT,Bacterial pneumoniae,PGA4,Inverse variance weighted,8.9489661179666,10,0.536953654304398
P10606,J10_PNEUMOBACT,Bacterial pneumoniae,COX5B,MR Egger,1.21205021950779,5,0.943716098194385
P10606,J10_PNEUMOBACT,Bacterial pneumoniae,COX5B,Inverse variance weighted,4.85056214036448,6,0.56311775757546
P10746,J10_PNEUMOBACT,Bacterial pneumoniae,UROS,MR Egger,0.8076558721994,2,0.667759008604145
P10746,J10_PNEUMOBACT,Bacterial pneumoniae,UROS,Inverse variance weighted,0.818879908651164,3,0.844946082523625
P12318,J10_PNEUMOBACT,Bacterial pneumoniae,FCGR2A,MR Egger,48.7987661875676,37,0.0927877418349015
P12318,J10_PNEUMOBACT,Bacterial pneumoniae,FCGR2A,Inverse variance weighted,49.0614096602811,38,0.107854457990253
P12532,J10_PNEUMOBACT,Bacterial pneumoniae,CKMT1A,MR Egger,11.4670909969094,13,0.571749304872534
P12532,J10_PNEUMOBACT,Bacterial pneumoniae,CKMT1A,Inverse variance weighted,14.2458156011499,14,0.431562814763178
P12830,J10_PNEUMOBACT,Bacterial pneumoniae,CDH1,MR Egger,24.1371636340143,28,0.674275207569569
P12830,J10_PNEUMOBACT,Bacterial pneumoniae,CDH1,Inverse variance weighted,24.4394538013069,29,0.706979382318579
P13236,J10_PNEUMOBACT,Bacterial pneumoniae,CCL4,MR Egger,31.752791150423,31,0.428785574052868
P13236,J10_PNEUMOBACT,Bacterial pneumoniae,CCL4,Inverse variance weighted,32.5203094800992,32,0.441158402170318
P14151,J10_PNEUMOBACT,Bacterial pneumoniae,SELL,MR Egger,33.6884428274976,30,0.293459102919196
P14151,J10_PNEUMOBACT,Bacterial pneumoniae,SELL,Inverse variance weighted,36.0978634748748,31,0.242371368959345
P15311,J10_PNEUMOBACT,Bacterial pneumoniae,EZR,MR Egger,3.3529052236866,2,0.187036290924173
P15311,J10_PNEUMOBACT,Bacterial pneumoniae,EZR,Inverse variance weighted,3.35687204347232,3,0.339805230053782
P15328,J10_PNEUMOBACT,Bacterial pneumoniae,FOLR1,MR Egger,16.2070613309147,12,0.181935291043128
P15328,J10_PNEUMOBACT,Bacterial pneumoniae,FOLR1,Inverse variance weighted,16.5381874330025,13,0.221284207439544
P16860,J10_PNEUMOBACT,Bacterial pneumoniae,NPPB,MR Egger,2.37396582325013,2,0.305140512535549
P16860,J10_PNEUMOBACT,Bacterial pneumoniae,NPPB,Inverse variance weighted,2.81230346669865,3,0.421478550190572
P17936,J10_PNEUMOBACT,Bacterial pneumoniae,IGFBP3,MR Egger,21.5446367480792,37,0.979977357744197
P17936,J10_PNEUMOBACT,Bacterial pneumoniae,IGFBP3,Inverse variance weighted,21.9839890213694,38,0.982429301369677
P18827,J10_PNEUMOBACT,Bacterial pneumoniae,SDC1,MR Egger,30.7908278401667,22,0.100475802057235
P18827,J10_PNEUMOBACT,Bacterial pneumoniae,SDC1,Inverse variance weighted,31.9624696997159,23,0.100926428076894
P19838,J10_PNEUMOBACT,Bacterial pneumoniae,NFKB1,MR Egger,3.22764390999311,5,0.664936252335824
P19838,J10_PNEUMOBACT,Bacterial pneumoniae,NFKB1,Inverse variance weighted,3.68386486374145,6,0.719368058748771
P20061,J10_PNEUMOBACT,Bacterial pneumoniae,TCN1,MR Egger,56.1409259590841,60,0.617490035395738
P20061,J10_PNEUMOBACT,Bacterial pneumoniae,TCN1,Inverse variance weighted,59.6987072691077,61,0.523185494324957
P20138,J10_PNEUMOBACT,Bacterial pneumoniae,CD33,MR Egger,61.6856668826909,38,0.00889004435222491
P20138,J10_PNEUMOBACT,Bacterial pneumoniae,CD33,Inverse variance weighted,62.5611229389533,39,0.00970927789180016
P21802,J10_PNEUMOBACT,Bacterial pneumoniae,FGFR2,MR Egger,15.3121498916939,16,0.501905939006356
P21802,J10_PNEUMOBACT,Bacterial pneumoniae,FGFR2,Inverse variance weighted,15.3877943097715,17,0.567570987041978
P21860,J10_PNEUMOBACT,Bacterial pneumoniae,ERBB3,MR Egger,20.5735120724039,19,0.360837429272161
P21860,J10_PNEUMOBACT,Bacterial pneumoniae,ERBB3,Inverse variance weighted,22.2765273903134,20,0.325696007106951
P21964,J10_PNEUMOBACT,Bacterial pneumoniae,COMT,MR Egger,27.5313551828817,15,0.0246936522864664
P21964,J10_PNEUMOBACT,Bacterial pneumoniae,COMT,Inverse variance weighted,28.085475617284,16,0.0308842641609714
P22004,J10_PNEUMOBACT,Bacterial pneumoniae,BMP6,MR Egger,21.94468531055,27,0.740182778130824
P22004,J10_PNEUMOBACT,Bacterial pneumoniae,BMP6,Inverse variance weighted,22.118954130475,28,0.775754387527601
P23743,J10_PNEUMOBACT,Bacterial pneumoniae,DGKA,MR Egger,5.19091124651098,5,0.393028382449727
P23743,J10_PNEUMOBACT,Bacterial pneumoniae,DGKA,Inverse variance weighted,5.52058376251783,6,0.478972376631965
P24001,J10_PNEUMOBACT,Bacterial pneumoniae,IL32,MR Egger,47.2119104889485,26,0.00665528288343869
P24001,J10_PNEUMOBACT,Bacterial pneumoniae,IL32,Inverse variance weighted,47.9488817804317,27,0.00777972529714058
P29459_P29460,J10_PNEUMOBACT,Bacterial pneumoniae,IL12A,MR Egger,70.6661902754043,57,0.105415987935601
P29459_P29460,J10_PNEUMOBACT,Bacterial pneumoniae,IL12A,Inverse variance weighted,71.759599958793,58,0.105767453363157
P30043,J10_PNEUMOBACT,Bacterial pneumoniae,BLVRB,MR Egger,1.55777832585737,5,0.906307444651985
P30043,J10_PNEUMOBACT,Bacterial pneumoniae,BLVRB,Inverse variance weighted,3.72385183869535,6,0.713987585049158
P30260,J10_PNEUMOBACT,Bacterial pneumoniae,CDC27,MR Egger,0.740892984409161,2,0.690425991983814
P30260,J10_PNEUMOBACT,Bacterial pneumoniae,CDC27,Inverse variance weighted,0.755069056892246,3,0.860180906386128
P30613,J10_PNEUMOBACT,Bacterial pneumoniae,PKLR,MR Egger,5.38708651857969,7,0.612835966225628
P30613,J10_PNEUMOBACT,Bacterial pneumoniae,PKLR,Inverse variance weighted,5.52031007795435,8,0.700788783859277
P32971,J10_PNEUMOBACT,Bacterial pneumoniae,TNFSF8,MR Egger,40.3042428011283,27,0.0479735586994334
P32971,J10_PNEUMOBACT,Bacterial pneumoniae,TNFSF8,Inverse variance weighted,40.843916958012,28,0.055500518417775
P34130,J10_PNEUMOBACT,Bacterial pneumoniae,NTF4,MR Egger,0.919928501601179,3,0.820616133565942
P34130,J10_PNEUMOBACT,Bacterial pneumoniae,NTF4,Inverse variance weighted,0.971848490689338,4,0.914034210081487
P35218,J10_PNEUMOBACT,Bacterial pneumoniae,CA5A,MR Egger,25.7722388878524,22,0.261589315793854
P35218,J10_PNEUMOBACT,Bacterial pneumoniae,CA5A,Inverse variance weighted,27.4408349818689,23,0.23766731170031
P35611,J10_PNEUMOBACT,Bacterial pneumoniae,ADD1,MR Egger,2.82489708291339,3,0.419417796387215
P35611,J10_PNEUMOBACT,Bacterial pneumoniae,ADD1,Inverse variance weighted,3.04884875337917,4,0.549684220833106
P35625,J10_PNEUMOBACT,Bacterial pneumoniae,TIMP3,MR Egger,38.4427733821767,48,0.83636043020309
P35625,J10_PNEUMOBACT,Bacterial pneumoniae,TIMP3,Inverse variance weighted,38.765168602816,49,0.852562320883438
P36980,J10_PNEUMOBACT,Bacterial pneumoniae,CFHR2,MR Egger,35.0937680873059,33,0.369105968525083
P36980,J10_PNEUMOBACT,Bacterial pneumoniae,CFHR2,Inverse variance weighted,45.3638365109551,34,0.0921170383315233
P42081,J10_PNEUMOBACT,Bacterial pneumoniae,CD86,MR Egger,31.3766124364492,35,0.643750220961127
P42081,J10_PNEUMOBACT,Bacterial pneumoniae,CD86,Inverse variance weighted,31.6979114208907,36,0.67337840781206
P42768,J10_PNEUMOBACT,Bacterial pneumoniae,WAS,MR Egger,0.103975004915012,2,0.949340731194881
P42768,J10_PNEUMOBACT,Bacterial pneumoniae,WAS,Inverse variance weighted,0.623063723474664,3,0.891132753993859
P43630,J10_PNEUMOBACT,Bacterial pneumoniae,KIR3DL2,MR Egger,0.217762427391247,1,0.640750150870668
P43630,J10_PNEUMOBACT,Bacterial pneumoniae,KIR3DL2,Inverse variance weighted,0.5988498310757,2,0.741244376255689
P45984,J10_PNEUMOBACT,Bacterial pneumoniae,MAPK9,MR Egger,0.553356815733355,2,0.758298320677178
P45984,J10_PNEUMOBACT,Bacterial pneumoniae,MAPK9,Inverse variance weighted,1.17070375889009,3,0.760038990756996
P48023,J10_PNEUMOBACT,Bacterial pneumoniae,FASLG,MR Egger,81.9733126620802,57,0.0167878253462451
P48023,J10_PNEUMOBACT,Bacterial pneumoniae,FASLG,Inverse variance weighted,82.1099646558867,58,0.0203262422798243
P48304,J10_PNEUMOBACT,Bacterial pneumoniae,REG1B,MR Egger,28.5347084657146,21,0.125627744136581
P48304,J10_PNEUMOBACT,Bacterial pneumoniae,REG1B,Inverse variance weighted,29.8272318165994,22,0.122724410994578
P48307,J10_PNEUMOBACT,Bacterial pneumoniae,TFPI2,MR Egger,43.763661016027,31,0.063944524374534
P48307,J10_PNEUMOBACT,Bacterial pneumoniae,TFPI2,Inverse variance weighted,44.6843221901483,32,0.0674311260058681
P48730,J10_PNEUMOBACT,Bacterial pneumoniae,CSNK1D,MR Egger,0.708666460870399,2,0.701641120219222
P48730,J10_PNEUMOBACT,Bacterial pneumoniae,CSNK1D,Inverse variance weighted,0.754441841675687,3,0.860329958009693
P49662,J10_PNEUMOBACT,Bacterial pneumoniae,CASP4,MR Egger,1.41072907494322,2,0.493928485992235
P49662,J10_PNEUMOBACT,Bacterial pneumoniae,CASP4,Inverse variance weighted,1.55492571249287,3,0.669652732637756
P49767,J10_PNEUMOBACT,Bacterial pneumoniae,VEGFC,MR Egger,25.9212260893382,29,0.62969786303363
P49767,J10_PNEUMOBACT,Bacterial pneumoniae,VEGFC,Inverse variance weighted,26.08115839424,30,0.670982546423156
P55010,J10_PNEUMOBACT,Bacterial pneumoniae,EIF5,MR Egger,0.179170882564638,2,0.914310141955914
P55010,J10_PNEUMOBACT,Bacterial pneumoniae,EIF5,Inverse variance weighted,0.829030929653702,3,0.842511353395857
P55957,J10_PNEUMOBACT,Bacterial pneumoniae,BID,MR Egger,1.50986813589086,5,0.911928232498105
P55957,J10_PNEUMOBACT,Bacterial pneumoniae,BID,Inverse variance weighted,4.67269597657708,6,0.58642350417361
P56159,J10_PNEUMOBACT,Bacterial pneumoniae,GFRA1,MR Egger,15.1763460101124,13,0.296473638623212
P56159,J10_PNEUMOBACT,Bacterial pneumoniae,GFRA1,Inverse variance weighted,16.1414613081767,14,0.304811956404324
P60880,J10_PNEUMOBACT,Bacterial pneumoniae,SNAP25,MR Egger,30.3793574500429,20,0.0639354963521156
P60880,J10_PNEUMOBACT,Bacterial pneumoniae,SNAP25,Inverse variance weighted,32.3144051833215,21,0.0543940578717354
P61244,J10_PNEUMOBACT,Bacterial pneumoniae,MAX,MR Egger,2.3116732967033,5,0.804550865333441
P61244,J10_PNEUMOBACT,Bacterial pneumoniae,MAX,Inverse variance weighted,2.52180337134723,6,0.866019584728778
P62330,J10_PNEUMOBACT,Bacterial pneumoniae,ARF6,MR Egger,6.92382958116079,4,0.139968652600633
P62330,J10_PNEUMOBACT,Bacterial pneumoniae,ARF6,Inverse variance weighted,6.96887056658425,5,0.222965757956614
P63098,J10_PNEUMOBACT,Bacterial pneumoniae,PPP3R1,MR Egger,3.6534357529003,5,0.600308425165157
P63098,J10_PNEUMOBACT,Bacterial pneumoniae,PPP3R1,Inverse variance weighted,3.73288795386061,6,0.712770574582506
P68400,J10_PNEUMOBACT,Bacterial pneumoniae,CSNK2A1,MR Egger,8.14332372980252,8,0.419596632773426
P68400,J10_PNEUMOBACT,Bacterial pneumoniae,CSNK2A1,Inverse variance weighted,16.8751916562744,9,0.0507067144922834
P78324,J10_PNEUMOBACT,Bacterial pneumoniae,SIRPA,MR Egger,55.0725053655388,43,0.10255236500648
P78324,J10_PNEUMOBACT,Bacterial pneumoniae,SIRPA,Inverse variance weighted,55.1961614707797,44,0.120032045358343
P78352,J10_PNEUMOBACT,Bacterial pneumoniae,DLG4,MR Egger,0.571854428384257,1,0.44952295554718
P78352,J10_PNEUMOBACT,Bacterial pneumoniae,DLG4,Inverse variance weighted,0.6083757412847,2,0.73772225707637
P80303,J10_PNEUMOBACT,Bacterial pneumoniae,NUCB2,MR Egger,30.3173185091877,19,0.0478963468324727
P80303,J10_PNEUMOBACT,Bacterial pneumoniae,NUCB2,Inverse variance weighted,30.3183708601072,20,0.0648565466492992
P98095,J10_PNEUMOBACT,Bacterial pneumoniae,FBLN2,MR Egger,13.2203157517537,16,0.656585877152546
P98095,J10_PNEUMOBACT,Bacterial pneumoniae,FBLN2,Inverse variance weighted,13.9177378714628,17,0.67291618263732
Q01432,J10_PNEUMOBACT,Bacterial pneumoniae,AMPD3,MR Egger,8.01523184269829,10,0.627349040476491
Q01432,J10_PNEUMOBACT,Bacterial pneumoniae,AMPD3,Inverse variance weighted,15.8020579185224,11,0.148639949652075
Q02223,J10_PNEUMOBACT,Bacterial pneumoniae,TNFRSF17,MR Egger,40.3474410504866,34,0.21005340838616
