id.exposure,id.outcome,outcome,exposure,egger_intercept,se,pval
P00734,J10_PNEUMOBACT,Bacterial pneumoniae,F2,-0.00335821607294607,0.00830452619880983,0.699950906118434
P00748,J10_PNEUMOBACT,Bacterial pneumoniae,F12,0.0059377108391519,0.00385765625674272,0.131082293288379
P00915,J10_PNEUMOBACT,Bacterial pneumoniae,CA1,0.00118804500619539,0.0200552240490244,0.955603441372303
P01031,J10_PNEUMOBACT,Bacterial pneumoniae,C5,0.0157114134789987,0.0189081473671366,0.493413309750699
P01037,J10_PNEUMOBACT,Bacterial pneumoniae,CST1,0.00237883422077076,0.00428646185532977,0.582551883815981
P01375,J10_PNEUMOBACT,Bacterial pneumoniae,TNF,0.00549389358612156,0.0124186647189761,0.681075180793808
P01589,J10_PNEUMOBACT,Bacterial pneumoniae,IL2RA,0.00469410099706346,0.0041628553049413,0.268725732550222
P02008,J10_PNEUMOBACT,Bacterial pneumoniae,HBZ,-0.00286413111247325,0.00469024853410499,0.545610153860127
P02649,J10_PNEUMOBACT,Bacterial pneumoniae,APOE,-0.00139668955896493,0.00433225260538915,0.749318967767982
P02652,J10_PNEUMOBACT,Bacterial pneumoniae,APOA2,0.0141558788175474,0.00733472750014721,0.0660325199683785
P02730,J10_PNEUMOBACT,Bacterial pneumoniae,SLC4A1,0.00233353901361242,0.0239207803310084,0.93809184901701
P02787,J10_PNEUMOBACT,Bacterial pneumoniae,TF,-9.82777696127066e-05,0.00495462471517025,0.984392772815763
P03950,J10_PNEUMOBACT,Bacterial pneumoniae,ANG,0.00391082265950917,0.00383773001112074,0.3187813882613
P04066,J10_PNEUMOBACT,Bacterial pneumoniae,FUCA1,-0.00334876317590439,0.00343225470892352,0.333348531481882
P05090,J10_PNEUMOBACT,Bacterial pneumoniae,APOD,-0.0115130435946844,0.00569221806051954,0.058230255768904
P05154,J10_PNEUMOBACT,Bacterial pneumoniae,SERPINA5,0.00756741241992956,0.00675204271245483,0.27893133321418
P05231,J10_PNEUMOBACT,Bacterial pneumoniae,IL6,0.0109038226769134,0.00771080182450628,0.200232886296925
P06276,J10_PNEUMOBACT,Bacterial pneumoniae,BCHE,-0.000674470174801639,0.00333345929545697,0.840493840792837
P06401,J10_PNEUMOBACT,Bacterial pneumoniae,PGR,0.00247308558624122,0.0126137691383416,0.85411906760573
P06870,J10_PNEUMOBACT,Bacterial pneumoniae,KLK1,-0.00201065745619295,0.00291800879732644,0.493636201531172
P07288,J10_PNEUMOBACT,Bacterial pneumoniae,KLK3,0.00503401133723531,0.0164499708617522,0.788506398992756
P07339,J10_PNEUMOBACT,Bacterial pneumoniae,CTSD,0.00270573533137803,0.00585337400451676,0.64824347380779
P07355,J10_PNEUMOBACT,Bacterial pneumoniae,ANXA2,0.00752352225966175,0.00516653750161922,0.159460922860922
P07911,J10_PNEUMOBACT,Bacterial pneumoniae,UMOD,-0.000972451683093753,0.00275301702761691,0.725174063229823
P08575,J10_PNEUMOBACT,Bacterial pneumoniae,PTPRC,-0.00574964173034842,0.00688489893238516,0.415239033336669
P08582,J10_PNEUMOBACT,Bacterial pneumoniae,MELTF,-0.0113700035442784,0.00357101892870085,0.00281201643945484
P08709,J10_PNEUMOBACT,Bacterial pneumoniae,F7,-0.0046244293367424,0.00385676139913632,0.240559880681145
P08887,J10_PNEUMOBACT,Bacterial pneumoniae,IL6R,0.00468829753470062,0.00501697027616908,0.355952921657055
P09211,J10_PNEUMOBACT,Bacterial pneumoniae,GSTP1,-0.00401855695401902,0.0140750724831496,0.802107339564464
P09486,J10_PNEUMOBACT,Bacterial pneumoniae,SPARC,-0.00705439775752477,0.00741206946130902,0.34999101686612
P0DJD7,J10_PNEUMOBACT,Bacterial pneumoniae,PGA4,0.0030513368085291,0.00894901177211043,0.740951551371691
P10606,J10_PNEUMOBACT,Bacterial pneumoniae,COX5B,-0.0136382565357911,0.00714985038801461,0.114755403931274
P10746,J10_PNEUMOBACT,Bacterial pneumoniae,UROS,-0.00145672870616544,0.0137500457838252,0.925295922199431
P12318,J10_PNEUMOBACT,Bacterial pneumoniae,FCGR2A,0.00210865390308963,0.00472525833479647,0.658016341669008
P12532,J10_PNEUMOBACT,Bacterial pneumoniae,CKMT1A,-0.0116619087444481,0.00699595303662946,0.11942072968649
P12830,J10_PNEUMOBACT,Bacterial pneumoniae,CDH1,0.00256856722330762,0.00467174281014218,0.586809489560317
P13236,J10_PNEUMOBACT,Bacterial pneumoniae,CCL4,0.0037425333299032,0.00432345960142579,0.39334101112458
P14151,J10_PNEUMOBACT,Bacterial pneumoniae,SELL,0.0059846077074128,0.00408563170406246,0.153379251788547
P15311,J10_PNEUMOBACT,Bacterial pneumoniae,EZR,-0.00161594755724976,0.0332201560283244,0.965624118644344
P15328,J10_PNEUMOBACT,Bacterial pneumoniae,FOLR1,-0.00486731932882739,0.0098300255398648,0.629437625387994
P16860,J10_PNEUMOBACT,Bacterial pneumoniae,NPPB,0.0129782052150682,0.0213566183219207,0.60520350064854
P17936,J10_PNEUMOBACT,Bacterial pneumoniae,IGFBP3,0.00295338668662907,0.00445567877867807,0.511543636924423
P18827,J10_PNEUMOBACT,Bacterial pneumoniae,SDC1,0.00708101665896441,0.00773922581579145,0.370137114372988
P19838,J10_PNEUMOBACT,Bacterial pneumoniae,NFKB1,0.00723718417165874,0.0107147492164175,0.529365973898859
P20061,J10_PNEUMOBACT,Bacterial pneumoniae,TCN1,0.00471785153674113,0.00250123585455306,0.0641094222282143
P20138,J10_PNEUMOBACT,Bacterial pneumoniae,CD33,0.00281447053762243,0.00383247971493335,0.467228935716024
P21802,J10_PNEUMOBACT,Bacterial pneumoniae,FGFR2,0.00257223624779785,0.00935238573614892,0.786809073896079
P21860,J10_PNEUMOBACT,Bacterial pneumoniae,ERBB3,0.00648413874624571,0.00517035590979462,0.225016509480039
P21964,J10_PNEUMOBACT,Bacterial pneumoniae,COMT,0.00428809187871852,0.00780423187275788,0.59077885132547
P22004,J10_PNEUMOBACT,Bacterial pneumoniae,BMP6,-0.00221589160863712,0.00530809476500151,0.679646492152601
P23743,J10_PNEUMOBACT,Bacterial pneumoniae,DGKA,0.032968435499273,0.0585051054774255,0.597418887620343
P24001,J10_PNEUMOBACT,Bacterial pneumoniae,IL32,0.00409038007656302,0.00642062776849542,0.529650286967688
P29459_P29460,J10_PNEUMOBACT,Bacterial pneumoniae,IL12A,0.00334047712126203,0.00355701302237533,0.35162966518707
P30043,J10_PNEUMOBACT,Bacterial pneumoniae,BLVRB,-0.0149644455446297,0.010167730682383,0.201061188636242
P30260,J10_PNEUMOBACT,Bacterial pneumoniae,CDC27,-0.00158343358127468,0.0132990888835841,0.916106319771808
P30613,J10_PNEUMOBACT,Bacterial pneumoniae,PKLR,-0.00207667890083993,0.00568956199723212,0.725891265029702
P32971,J10_PNEUMOBACT,Bacterial pneumoniae,TNFSF8,-0.00331921540898271,0.00552030569720836,0.552672803817099
P34130,J10_PNEUMOBACT,Bacterial pneumoniae,NTF4,-0.00535780752301875,0.0235136371140414,0.834402209984224
P35218,J10_PNEUMOBACT,Bacterial pneumoniae,CA5A,0.00513574537683827,0.00430321065169742,0.245397693417571
P35611,J10_PNEUMOBACT,Bacterial pneumoniae,ADD1,0.00715631052842693,0.015122097164168,0.66834903363679
P35625,J10_PNEUMOBACT,Bacterial pneumoniae,TIMP3,-0.00160116405389928,0.00281995081920063,0.572818229785392
P36980,J10_PNEUMOBACT,Bacterial pneumoniae,CFHR2,0.0185207499146882,0.00595977590351964,0.00386493218075932
P42081,J10_PNEUMOBACT,Bacterial pneumoniae,CD86,0.00235510157061302,0.00415484632944089,0.574445523759836
P42768,J10_PNEUMOBACT,Bacterial pneumoniae,WAS,0.0150075214236814,0.0208299475697086,0.546059361998538
P43630,J10_PNEUMOBACT,Bacterial pneumoniae,KIR3DL2,0.0147608956689769,0.0239111472323233,0.647911353101671
P45984,J10_PNEUMOBACT,Bacterial pneumoniae,MAPK9,0.00988674402556031,0.0125831287151537,0.51433813442596
P48023,J10_PNEUMOBACT,Bacterial pneumoniae,FASLG,0.00126157088227314,0.00409263001976808,0.759012541126038
P48304,J10_PNEUMOBACT,Bacterial pneumoniae,REG1B,-0.00660344665415881,0.00677062167719911,0.340509028755997
P48307,J10_PNEUMOBACT,Bacterial pneumoniae,TFPI2,0.00444323457994113,0.00550205976941433,0.425498227845263
P48730,J10_PNEUMOBACT,Bacterial pneumoniae,CSNK1D,0.00408250094460954,0.0190814033077016,0.850415357106999
P49662,J10_PNEUMOBACT,Bacterial pneumoniae,CASP4,0.00376739410762642,0.0099211836179592,0.740674477630271
P49767,J10_PNEUMOBACT,Bacterial pneumoniae,VEGFC,-0.00287767537977558,0.00719571084283421,0.692149368904978
P55010,J10_PNEUMOBACT,Bacterial pneumoniae,EIF5,0.0131183423271404,0.0162730530754741,0.504779687075346
P55957,J10_PNEUMOBACT,Bacterial pneumoniae,BID,0.0220504847130201,0.012398820253539,0.135467864613756
P56159,J10_PNEUMOBACT,Bacterial pneumoniae,GFRA1,0.00590907530667766,0.00649892999055407,0.379772930109738
P60880,J10_PNEUMOBACT,Bacterial pneumoniae,SNAP25,0.00541143668844611,0.00479447473707483,0.272389427612432
P61244,J10_PNEUMOBACT,Bacterial pneumoniae,MAX,0.00981449901454102,0.021410362891021,0.66590057797545
P62330,J10_PNEUMOBACT,Bacterial pneumoniae,ARF6,-0.00504018475438135,0.0312453723012144,0.879669047941768
P63098,J10_PNEUMOBACT,Bacterial pneumoniae,PPP3R1,0.00348394551690469,0.012359997660423,0.789335437469812
P68400,J10_PNEUMOBACT,Bacterial pneumoniae,CSNK2A1,0.018717916690232,0.00639086711592196,0.0190315044739803
P78324,J10_PNEUMOBACT,Bacterial pneumoniae,SIRPA,0.00121997908983487,0.00392624859890934,0.757511810551351
P78352,J10_PNEUMOBACT,Bacterial pneumoniae,DLG4,-0.017501927698175,0.0915825421750131,0.879787907240572
P80303,J10_PNEUMOBACT,Bacterial pneumoniae,NUCB2,-0.000150994243022314,0.00587961229617847,0.979779599984724
P98095,J10_PNEUMOBACT,Bacterial pneumoniae,FBLN2,-0.00332301573789068,0.00397909712018462,0.415947701072101
Q01432,J10_PNEUMOBACT,Bacterial pneumoniae,AMPD3,-0.0194908877733246,0.00698475831895516,0.0191037544859528
Q02223,J10_PNEUMOBACT,Bacterial pneumoniae,TNFRSF17,-0.000477830308429968,0.00504729110143401,0.925132182500619
Q03014,J10_PNEUMOBACT,Bacterial pneumoniae,HHEX,0.00392322510953798,0.00822567245347198,0.643650147430107
Q06141,J10_PNEUMOBACT,Bacterial pneumoniae,REG3A,0.00877946985020962,0.0038539431561674,0.0311824418226911
Q06520,J10_PNEUMOBACT,Bacterial pneumoniae,SULT2A1,0.00240557340745886,0.00575348478285687,0.686866140765555
Q08378,J10_PNEUMOBACT,Bacterial pneumoniae,GOLGA3,0.0102457890985494,0.0133336499764406,0.49818893993727
Q0VD83,J10_PNEUMOBACT,Bacterial pneumoniae,APOBR,-0.00345369571145068,0.00444488790776051,0.44252911521328
Q10588,J10_PNEUMOBACT,Bacterial pneumoniae,BST1,0.0101881138224154,0.00380748521907003,0.0105830397932217
Q10589,J10_PNEUMOBACT,Bacterial pneumoniae,BST2,0.0037490545600711,0.0057403033686102,0.519012114909657
Q12864,J10_PNEUMOBACT,Bacterial pneumoniae,CDH17,-0.00406748699206494,0.00354330837527396,0.255628768937335
Q12888,J10_PNEUMOBACT,Bacterial pneumoniae,TP53BP1,0.0131471623702378,0.018649218599363,0.498664787580429
Q12918,J10_PNEUMOBACT,Bacterial pneumoniae,KLRB1,0.00138587677045775,0.00552396858601269,0.8039541495823
Q13093,J10_PNEUMOBACT,Bacterial pneumoniae,PLA2G7,0.00596076696957471,0.00435685913632397,0.183943800278246
Q13105,J10_PNEUMOBACT,Bacterial pneumoniae,ZBTB17,0.00219611167712248,0.0187119091476522,0.925623763600466
Q13287,J10_PNEUMOBACT,Bacterial pneumoniae,NMI,0.00645499663880927,0.00579234751433252,0.277699470888119
Q13332,J10_PNEUMOBACT,Bacterial pneumoniae,PTPRS,-0.00378702899868674,0.00417886354475875,0.373134242323298
Q14197,J10_PNEUMOBACT,Bacterial pneumoniae,MRPL58,0.0010499565193656,0.0159060648470716,0.953374769147992
Q14512,J10_PNEUMOBACT,Bacterial pneumoniae,FGFBP1,0.00104394614127533,0.00670624611727287,0.877497237673022
Q14643,J10_PNEUMOBACT,Bacterial pneumoniae,ITPR1,-0.00267965788859617,0.00933538940256588,0.77941433646797
Q14790,J10_PNEUMOBACT,Bacterial pneumoniae,CASP8,-0.00148521371909737,0.00639514118452705,0.820615072580695
Q15661,J10_PNEUMOBACT,Bacterial pneumoniae,TPSAB1,0.000209977867678539,0.00277062856596541,0.93989092136331
Q15735,J10_PNEUMOBACT,Bacterial pneumoniae,INPP5J,-0.0169113385832449,0.0266751893804255,0.590936158089334
Q15797,J10_PNEUMOBACT,Bacterial pneumoniae,SMAD1,-0.00410067757221523,0.0207143593027183,0.852727572945539
Q15818,J10_PNEUMOBACT,Bacterial pneumoniae,NPTX1,-0.00644223609073764,0.0028862024805726,0.0305209475362263
Q16769,J10_PNEUMOBACT,Bacterial pneumoniae,QPCT,-0.000675774972079389,0.00345168540151863,0.846146854049668
Q16790,J10_PNEUMOBACT,Bacterial pneumoniae,CA9,0.00270523461228305,0.00844317228647595,0.753081364173017
Q24JP5,J10_PNEUMOBACT,Bacterial pneumoniae,TMEM132A,0.0114965009594491,0.0110185921303667,0.310586771795947
Q2L4Q9,J10_PNEUMOBACT,Bacterial pneumoniae,PRSS53,-0.00308073142887604,0.00347632750544987,0.378725901509986
Q32MZ4,J10_PNEUMOBACT,Bacterial pneumoniae,LRRFIP1,-0.00278904819423942,0.0270851763167548,0.922940206626097
Q495A1,J10_PNEUMOBACT,Bacterial pneumoniae,TIGIT,0.00864596149495552,0.0319828767428062,0.831919473894105
Q53H47,J10_PNEUMOBACT,Bacterial pneumoniae,SETMAR,-0.000388252116272047,0.00880808303929885,0.966072424753945
Q58EX2,J10_PNEUMOBACT,Bacterial pneumoniae,SDK2,0.0168644588223258,0.00571705741351858,0.00856944468962534
Q5VT99,J10_PNEUMOBACT,Bacterial pneumoniae,LRRC38,0.00177505265958067,0.0148393663075571,0.910553062290715
Q6UB28,J10_PNEUMOBACT,Bacterial pneumoniae,METAP1D,-0.0123766651668135,0.0336616628508746,0.731741731672825
Q6UWW0,J10_PNEUMOBACT,Bacterial pneumoniae,LCN15,-0.00291234057797168,0.00549760306219808,0.60159293462621
Q6UY14,J10_PNEUMOBACT,Bacterial pneumoniae,ADAMTSL4,-0.00601748503592147,0.00766354554020943,0.447556921567696
Q6XQN6,J10_PNEUMOBACT,Bacterial pneumoniae,NAPRT,-0.00823794598730281,0.0109057416901745,0.478616485965139
Q6YHK3,J10_PNEUMOBACT,Bacterial pneumoniae,CD109,0.000755195319463833,0.00339694933016126,0.82512067527566
Q6ZUJ8,J10_PNEUMOBACT,Bacterial pneumoniae,PIK3AP1,0.0032448730913614,0.00650784308485215,0.627068066589991
Q6ZVN8,J10_PNEUMOBACT,Bacterial pneumoniae,HJV,-0.00958035249456172,0.00984024381745178,0.374975092656547
Q765P7,J10_PNEUMOBACT,Bacterial pneumoniae,MTSS2,0.0199586923305223,0.0203469816755955,0.371682104563473
Q7LG56,J10_PNEUMOBACT,Bacterial pneumoniae,RRM2B,-0.0106740780511603,0.0113840682830965,0.417602893047831
Q7Z4V5,J10_PNEUMOBACT,Bacterial pneumoniae,HDGFL2,0.00989779806085563,0.0158534249195306,0.59613557834005
Q7Z4W2,J10_PNEUMOBACT,Bacterial pneumoniae,LYZL2,0.000932828285409797,0.00785480973676316,0.911191595035693
Q86UW2,J10_PNEUMOBACT,Bacterial pneumoniae,SLC51B,0.0051207770692841,0.00469534438785869,0.289084107337617
Q86VB7,J10_PNEUMOBACT,Bacterial pneumoniae,CD163,0.00425477042431655,0.00324812929918754,0.197180072624611
Q8IX05,J10_PNEUMOBACT,Bacterial pneumoniae,CD302,0.000459269444531846,0.00519691687911454,0.930417217306255
Q8N114,J10_PNEUMOBACT,Bacterial pneumoniae,SHISA5,0.013147521952049,0.00983071108601439,0.213908283996688
Q8NC01,J10_PNEUMOBACT,Bacterial pneumoniae,CLEC1A,-0.00211741659818094,0.00333550857717482,0.531319166546316
Q8NHV1,J10_PNEUMOBACT,Bacterial pneumoniae,GIMAP7,0.00729525836968427,0.00685552417986093,0.310066086039094
Q8TBM8,J10_PNEUMOBACT,Bacterial pneumoniae,DNAJB14,-0.0125920445057651,0.0175188539058889,0.499304375214082
Q8TCS8,J10_PNEUMOBACT,Bacterial pneumoniae,PNPT1,0.00472207839664762,0.0226195012012105,0.868980085856407
Q8TD06,J10_PNEUMOBACT,Bacterial pneumoniae,AGR3,-0.00212209675998097,0.0261933977914018,0.938063711274516
Q8TEU8,J10_PNEUMOBACT,Bacterial pneumoniae,WFIKKN2,-0.00313561508376357,0.00410033726219112,0.450040546479181
Q92609,J10_PNEUMOBACT,Bacterial pneumoniae,TBC1D5,-0.00978936221492701,0.0270933085049725,0.741807509347694
Q92619,J10_PNEUMOBACT,Bacterial pneumoniae,ARHGAP45,-0.0198268872163696,0.0504873685554509,0.761773051957804
Q92854,J10_PNEUMOBACT,Bacterial pneumoniae,SEMA4D,-0.000283347194444594,0.0123874909881992,0.982311295315748
Q969Z4,J10_PNEUMOBACT,Bacterial pneumoniae,RELT,0.00150691736228862,0.00429298157244266,0.729649134585371
Q96A00,J10_PNEUMOBACT,Bacterial pneumoniae,PPP1R14A,-0.00400739603181716,0.00705447784177193,0.585577894747035
Q96AG4,J10_PNEUMOBACT,Bacterial pneumoniae,LRRC59,0.0061174951365923,0.0119779573369071,0.63643651475345
Q96B86,J10_PNEUMOBACT,Bacterial pneumoniae,RGMA,0.000440765598622316,0.00393194282722139,0.911222562384216
Q96C92,J10_PNEUMOBACT,Bacterial pneumoniae,ENTR1,-0.0129206827582295,0.0130435390949096,0.360141026172673
Q96DE0,J10_PNEUMOBACT,Bacterial pneumoniae,NUDT16,-0.00588865154067981,0.00726744390611311,0.438679365878114
Q96EB6,J10_PNEUMOBACT,Bacterial pneumoniae,SIRT1,0.00980022517816909,0.0195245997756319,0.70384425887981
Q96EK5,J10_PNEUMOBACT,Bacterial pneumoniae,KIFBP,-0.0155410319549682,0.0148870888842592,0.355453736248363
Q96FQ6,J10_PNEUMOBACT,Bacterial pneumoniae,S100A16,0.0102020456758038,0.0268219824274018,0.740273855160385
Q96I15,J10_PNEUMOBACT,Bacterial pneumoniae,SCLY,-0.00350159094000772,0.00754359373299948,0.65019563260249
Q96K21,J10_PNEUMOBACT,Bacterial pneumoniae,ZFYVE19,0.00211063177900732,0.00635423344889625,0.743403715075859
Q96LA6,J10_PNEUMOBACT,Bacterial pneumoniae,FCRL1,0.00328682637665125,0.00394980528012159,0.40892354053975
Q96LC7,J10_PNEUMOBACT,Bacterial pneumoniae,SIGLEC10,0.00411189195080765,0.00504834909046096,0.422483451380923
Q96PL5,J10_PNEUMOBACT,Bacterial pneumoniae,ERMAP,0.00665969732181027,0.00453040756102541,0.151326422744995
Q96SB3,J10_PNEUMOBACT,Bacterial pneumoniae,PPP1R9B,-0.033370345979618,0.0459509197600149,0.600135597300482
Q99674,J10_PNEUMOBACT,Bacterial pneumoniae,CGREF1,-0.00528826263364493,0.00601957164202472,0.386424970962137
Q99683,J10_PNEUMOBACT,Bacterial pneumoniae,MAP3K5,-0.0647197371221281,0.0782442727144718,0.560046155938906
Q99795,J10_PNEUMOBACT,Bacterial pneumoniae,GPA33,0.00331898648392412,0.00306779287755179,0.286499416736002
Q9BS40,J10_PNEUMOBACT,Bacterial pneumoniae,LXN,0.00020229326916678,0.0248950038289103,0.994827031903642
Q9BUH6,J10_PNEUMOBACT,Bacterial pneumoniae,PAXX,0.0329670836584292,0.0151241195188622,0.0947689940428488
Q9BXD5,J10_PNEUMOBACT,Bacterial pneumoniae,NPL,-0.000210623213608137,0.00492338882756164,0.966580398906306
Q9BYE9,J10_PNEUMOBACT,Bacterial pneumoniae,CDHR2,-0.0047265004420919,0.00991003318031415,0.638107694509238
Q9BYF1,J10_PNEUMOBACT,Bacterial pneumoniae,ACE2,-0.00272686291596216,0.0062007001143508,0.665645487523279
Q9BZJ3,J10_PNEUMOBACT,Bacterial pneumoniae,TPSD1,0.00328654449798816,0.00522115184876989,0.543155639261377
Q9BZM5,J10_PNEUMOBACT,Bacterial pneumoniae,ULBP2,0.0046854742513649,0.00397009927425182,0.247514815753606
Q9BZR6,J10_PNEUMOBACT,Bacterial pneumoniae,RTN4R,0.00253986122727579,0.00517859888878414,0.628267285084075
Q9H173,J10_PNEUMOBACT,Bacterial pneumoniae,SIL1,0.0021294536089755,0.00985841308066888,0.842838200696503
Q9H251,J10_PNEUMOBACT,Bacterial pneumoniae,CDH23,-0.00826865158336863,0.014962197148528,0.636030041778005
Q9H2A7,J10_PNEUMOBACT,Bacterial pneumoniae,CXCL16,0.00393816230786708,0.00613177166367548,0.525752608857103
Q9H3U7,J10_PNEUMOBACT,Bacterial pneumoniae,SMOC2,0.00400318693649554,0.00578509960299259,0.495589166301793
Q9H867,J10_PNEUMOBACT,Bacterial pneumoniae,VCPKMT,0.00120252632704447,0.0137796803934803,0.938409297892911
Q9HBG7,J10_PNEUMOBACT,Bacterial pneumoniae,LY9,-0.0100681206768241,0.00424013695920993,0.0237385235195812
Q9HCK4,J10_PNEUMOBACT,Bacterial pneumoniae,ROBO2,-0.0100060353718348,0.00891713191978097,0.277413661616576
Q9NPB3,J10_PNEUMOBACT,Bacterial pneumoniae,CABP2,-0.00757557173422809,0.0146285061909027,0.640320739435585
Q9NPH6,J10_PNEUMOBACT,Bacterial pneumoniae,OBP2B,0.000322752539390698,0.00333667650951073,0.92349358462797
Q9NR12,J10_PNEUMOBACT,Bacterial pneumoniae,PDLIM7,0.0078122136729928,0.0186145780429284,0.702960214134661
Q9NSA1,J10_PNEUMOBACT,Bacterial pneumoniae,FGF21,-0.0206825314510972,0.0130662611020652,0.157460971731413
Q9NWQ8,J10_PNEUMOBACT,Bacterial pneumoniae,PAG1,-0.004968686746709,0.0240657999185262,0.842306428365422
Q9NZJ5,J10_PNEUMOBACT,Bacterial pneumoniae,EIF2AK3,0.00826171341672591,0.022128601327384,0.744746822072474
Q9UGT4,J10_PNEUMOBACT,Bacterial pneumoniae,SUSD2,-0.00682547511166598,0.00322903904711758,0.0446839615457641
Q9UHD8,J10_PNEUMOBACT,Bacterial pneumoniae,SEPTIN9,-0.0100395846335801,0.0268941050176248,0.744778420664135
Q9UHX3,J10_PNEUMOBACT,Bacterial pneumoniae,ADGRE2,-0.000304547345589233,0.00437119182482534,0.944950364399828
Q9UK41,J10_PNEUMOBACT,Bacterial pneumoniae,VPS28,0.0149898154497209,0.0203754198450121,0.538503947335139
Q9UK53,J10_PNEUMOBACT,Bacterial pneumoniae,ING1,0.00229585831676176,0.0398642757838412,0.963376330451787
Q9UQP3,J10_PNEUMOBACT,Bacterial pneumoniae,TNN,0.00308102596837665,0.00412630114611012,0.458898673164018
Q9UQQ2,J10_PNEUMOBACT,Bacterial pneumoniae,SH2B3,-0.000156038714284618,0.0147110032142815,0.99183301331911
Q9Y223,J10_PNEUMOBACT,Bacterial pneumoniae,GNE,0.0009601016483176,0.0113942469503347,0.938156114361089
Q9Y2X7,J10_PNEUMOBACT,Bacterial pneumoniae,GIT1,-0.028595082378339,0.0360818589672822,0.511140161446686
Q9Y2Y0,J10_PNEUMOBACT,Bacterial pneumoniae,ARL2BP,-0.0110903691470006,0.00904106290640591,0.265896824516377
Q9Y3C0,J10_PNEUMOBACT,Bacterial pneumoniae,WASHC3,0.000142922147911004,0.00825184566782363,0.986559200405084
Q9Y3L3,J10_PNEUMOBACT,Bacterial pneumoniae,SH3BP1,-0.00527776783912591,0.00942552629641422,0.592975698641299
Q9Y5X3,J10_PNEUMOBACT,Bacterial pneumoniae,SNX5,-0.00438887258038093,0.0101621691338674,0.6949844128009
