id.exposure,id.outcome,outcome,exposure,method,nsnp,b,se,pval
P01037,J10_PNEUMOBACT,Bacterial pneumoniae,CST1,Weighted median,36,0.053978795306735,0.0233750345861033,0.0209297203163867
P01375,J10_PNEUMOBACT,Bacterial pneumoniae,TNF,Weighted median,6,0.1375804813834,0.0696668190832018,0.0482868615176295
P01589,J10_PNEUMOBACT,Bacterial pneumoniae,IL2RA,Weighted median,31,0.0394568599019977,0.0276687615983505,0.153855762335255
P02008,J10_PNEUMOBACT,Bacterial pneumoniae,HBZ,Weighted median,35,0.0263282836547373,0.0191207494998306,0.168528230425136
P02649,J10_PNEUMOBACT,Bacterial pneumoniae,APOE,Weighted median,33,0.0444983111238593,0.0207726766488485,0.032180941666342
P02652,J10_PNEUMOBACT,Bacterial pneumoniae,APOA2,Weighted median,25,-0.100055876399194,0.0543124705584006,0.0654420153325418
P02730,J10_PNEUMOBACT,Bacterial pneumoniae,SLC4A1,Weighted median,3,-0.149561863964917,0.147347589921161,0.31009269258827
P02787,J10_PNEUMOBACT,Bacterial pneumoniae,TF,Weighted median,20,-0.0457620788049306,0.038079183506097,0.229456127875566
P03950,J10_PNEUMOBACT,Bacterial pneumoniae,ANG,Weighted median,25,0.0208119305058749,0.0387313426479063,0.591032230107619
P04066,J10_PNEUMOBACT,Bacterial pneumoniae,FUCA1,Weighted median,59,0.0265468091136336,0.0167296916782815,0.112556129345857
P05090,J10_PNEUMOBACT,Bacterial pneumoniae,APOD,Weighted median,20,-0.0527415348720538,0.040975756240693,0.198045495778419
P05154,J10_PNEUMOBACT,Bacterial pneumoniae,SERPINA5,Weighted median,18,0.0506483220617971,0.0350050885507257,0.147929258861967
P05231,J10_PNEUMOBACT,Bacterial pneumoniae,IL6,Weighted median,9,0.178710814572275,0.048858008033979,0.000254430190078515
P06276,J10_PNEUMOBACT,Bacterial pneumoniae,BCHE,Weighted median,51,-0.0360365864362878,0.022070871559911,0.102518051092281
P06401,J10_PNEUMOBACT,Bacterial pneumoniae,PGR,Weighted median,6,-0.155909157693501,0.0576647672646221,0.00685688526578642
P06870,J10_PNEUMOBACT,Bacterial pneumoniae,KLK1,Weighted median,58,0.0276637516926774,0.0164611779080884,0.0928513092869625
P07288,J10_PNEUMOBACT,Bacterial pneumoniae,KLK3,Weighted median,4,0.188178410793487,0.155284105915413,0.225576296440557
P07339,J10_PNEUMOBACT,Bacterial pneumoniae,CTSD,Weighted median,25,0.069402252948109,0.0342935808548345,0.0429940239727805
P07355,J10_PNEUMOBACT,Bacterial pneumoniae,ANXA2,Weighted median,24,0.0210532377952908,0.0261633836486162,0.421002461098196
P07911,J10_PNEUMOBACT,Bacterial pneumoniae,UMOD,Weighted median,61,-0.0223294174404401,0.0222520402889105,0.315630621216037
P08575,J10_PNEUMOBACT,Bacterial pneumoniae,PTPRC,Weighted median,19,0.0975524803774452,0.0457746442004415,0.0330770612296653
P08582,J10_PNEUMOBACT,Bacterial pneumoniae,MELTF,Weighted median,42,-0.00481495020224099,0.0208114973403941,0.817035056275321
P08709,J10_PNEUMOBACT,Bacterial pneumoniae,F7,Weighted median,30,0.0828575482454277,0.0333455638727739,0.0129618874284172
P08887,J10_PNEUMOBACT,Bacterial pneumoniae,IL6R,Weighted median,40,0.0282351343502992,0.0151007966272509,0.0615146799337845
P09211,J10_PNEUMOBACT,Bacterial pneumoniae,GSTP1,Weighted median,4,0.04312418877458,0.040987129795936,0.292735434091489
P09486,J10_PNEUMOBACT,Bacterial pneumoniae,SPARC,Weighted median,28,-0.036400257256954,0.0462559964576605,0.431322516024018
P0DJD7,J10_PNEUMOBACT,Bacterial pneumoniae,PGA4,Weighted median,11,-0.115933994766276,0.0861499691068421,0.178391866398102
P10606,J10_PNEUMOBACT,Bacterial pneumoniae,COX5B,Weighted median,7,0.134432231774018,0.0596359683316848,0.0241827115739602
P10746,J10_PNEUMOBACT,Bacterial pneumoniae,UROS,Weighted median,4,0.294394560008107,0.0805144860466018,0.000255764869327187
P12318,J10_PNEUMOBACT,Bacterial pneumoniae,FCGR2A,Weighted median,39,-0.0447525366748373,0.0218206614744794,0.0402742665613752
P12532,J10_PNEUMOBACT,Bacterial pneumoniae,CKMT1A,Weighted median,15,-0.0679535770224881,0.057543373301717,0.237638257003384
P12830,J10_PNEUMOBACT,Bacterial pneumoniae,CDH1,Weighted median,30,-0.0600982385881071,0.0296110271782022,0.0423982530600058
P13236,J10_PNEUMOBACT,Bacterial pneumoniae,CCL4,Weighted median,33,0.0407057736262951,0.032915076876741,0.216201885676153
P14151,J10_PNEUMOBACT,Bacterial pneumoniae,SELL,Weighted median,32,0.0536384128295367,0.0286933951705841,0.0615721272543686
P15311,J10_PNEUMOBACT,Bacterial pneumoniae,EZR,Weighted median,4,0.138293502711488,0.124156075453795,0.265335738949826
P15328,J10_PNEUMOBACT,Bacterial pneumoniae,FOLR1,Weighted median,14,0.176053733350246,0.0515208572532414,0.000632838502488499
P16860,J10_PNEUMOBACT,Bacterial pneumoniae,NPPB,Weighted median,4,0.0747626457192803,0.0523858364358842,0.153535566906719
P17936,J10_PNEUMOBACT,Bacterial pneumoniae,IGFBP3,Weighted median,39,0.0143491867795242,0.0259834262948137,0.580781310662638
P18827,J10_PNEUMOBACT,Bacterial pneumoniae,SDC1,Weighted median,24,0.0654689353097714,0.0471672382641497,0.165131824951144
P19838,J10_PNEUMOBACT,Bacterial pneumoniae,NFKB1,Weighted median,7,0.134659881783925,0.0771169795430207,0.0807802321163083
P20061,J10_PNEUMOBACT,Bacterial pneumoniae,TCN1,Weighted median,62,0.0209462526846335,0.0178044332377375,0.239410004886911
P20138,J10_PNEUMOBACT,Bacterial pneumoniae,CD33,Weighted median,40,0.0226388800385615,0.0103664107811336,0.0289718975702137
P21802,J10_PNEUMOBACT,Bacterial pneumoniae,FGFR2,Weighted median,18,0.106495696719005,0.0612414866082996,0.0820440936775232
P21860,J10_PNEUMOBACT,Bacterial pneumoniae,ERBB3,Weighted median,21,0.0792966063663783,0.0433228211348168,0.0671952712483772
P21964,J10_PNEUMOBACT,Bacterial pneumoniae,COMT,Weighted median,17,-0.0924789313130353,0.0331642667111007,0.00529509059059911
P22004,J10_PNEUMOBACT,Bacterial pneumoniae,BMP6,Weighted median,29,-0.0808343907685025,0.0353153558217097,0.0220833978691103
P23743,J10_PNEUMOBACT,Bacterial pneumoniae,DGKA,Weighted median,7,0.189839849612485,0.119720690465875,0.112809747401197
P24001,J10_PNEUMOBACT,Bacterial pneumoniae,IL32,Weighted median,28,-0.0945703868187164,0.0453165479917886,0.0368986058148445
P29459_P29460,J10_PNEUMOBACT,Bacterial pneumoniae,IL12A,Weighted median,59,0.0378693922535502,0.0304480905040063,0.213596669767227
P30043,J10_PNEUMOBACT,Bacterial pneumoniae,BLVRB,Weighted median,7,-0.0214636232539806,0.0716852166773706,0.76462348126298
P30260,J10_PNEUMOBACT,Bacterial pneumoniae,CDC27,Weighted median,4,0.175004535732625,0.106249734099538,0.0995363351358967
P30613,J10_PNEUMOBACT,Bacterial pneumoniae,PKLR,Weighted median,9,-0.0849569093278044,0.0453516710644754,0.0610281143527533
P32971,J10_PNEUMOBACT,Bacterial pneumoniae,TNFSF8,Weighted median,29,0.0788028967911957,0.0325785985517874,0.0155694571953415
P34130,J10_PNEUMOBACT,Bacterial pneumoniae,NTF4,Weighted median,5,-0.0896223932051958,0.115912855209907,0.439411308080219
P35218,J10_PNEUMOBACT,Bacterial pneumoniae,CA5A,Weighted median,24,0.074981115226439,0.0287686813590005,0.0091514173468834
P35611,J10_PNEUMOBACT,Bacterial pneumoniae,ADD1,Weighted median,5,0.0660632298834153,0.0613695480419025,0.281711629772971
P35625,J10_PNEUMOBACT,Bacterial pneumoniae,TIMP3,Weighted median,50,-0.0410778706846667,0.0247701375172209,0.0972442923180314
P36980,J10_PNEUMOBACT,Bacterial pneumoniae,CFHR2,Weighted median,35,0.0191161973868323,0.0140102496138554,0.17242794940836
P42081,J10_PNEUMOBACT,Bacterial pneumoniae,CD86,Weighted median,37,0.0595269895685842,0.0357361670689196,0.0957661779306405
P42768,J10_PNEUMOBACT,Bacterial pneumoniae,WAS,Weighted median,4,0.0876691596804072,0.0711717722510749,0.218025007537538
P43630,J10_PNEUMOBACT,Bacterial pneumoniae,KIR3DL2,Weighted median,3,0.145975829349978,0.106389799380391,0.170037032685376
P45984,J10_PNEUMOBACT,Bacterial pneumoniae,MAPK9,Weighted median,4,-0.142303651348465,0.0819934494543316,0.0826436056811053
P48023,J10_PNEUMOBACT,Bacterial pneumoniae,FASLG,Weighted median,59,0.0587827823956065,0.0330910976386277,0.075668222858912
P48304,J10_PNEUMOBACT,Bacterial pneumoniae,REG1B,Weighted median,23,-0.0707894809955633,0.0317827483174899,0.0259277229693017
P48307,J10_PNEUMOBACT,Bacterial pneumoniae,TFPI2,Weighted median,33,0.0630509572749292,0.040377790292795,0.118399764746882
P48730,J10_PNEUMOBACT,Bacterial pneumoniae,CSNK1D,Weighted median,4,0.133894938900881,0.117760316011011,0.255533104233306
P49662,J10_PNEUMOBACT,Bacterial pneumoniae,CASP4,Weighted median,4,0.111659766044938,0.0712890487220535,0.117279290442107
P49767,J10_PNEUMOBACT,Bacterial pneumoniae,VEGFC,Weighted median,31,-0.0602227394302723,0.0482305796145964,0.211795952039654
P55010,J10_PNEUMOBACT,Bacterial pneumoniae,EIF5,Weighted median,4,0.151896788510436,0.124310133876573,0.221738642838468
P55957,J10_PNEUMOBACT,Bacterial pneumoniae,BID,Weighted median,7,0.0653327526818167,0.080556224284118,0.417353874140269
P56159,J10_PNEUMOBACT,Bacterial pneumoniae,GFRA1,Weighted median,15,0.0460552280853478,0.0394037118315214,0.242482484863479
P60880,J10_PNEUMOBACT,Bacterial pneumoniae,SNAP25,Weighted median,22,-0.0791268162373964,0.0264513684684628,0.00277694852500484
P61244,J10_PNEUMOBACT,Bacterial pneumoniae,MAX,Weighted median,7,-0.135713304931304,0.0852246253594727,0.111290610315337
P62330,J10_PNEUMOBACT,Bacterial pneumoniae,ARF6,Weighted median,6,0.326247224350234,0.128738394600427,0.0112708421128891
P63098,J10_PNEUMOBACT,Bacterial pneumoniae,PPP3R1,Weighted median,7,0.26274799408057,0.0895529035495369,0.00334626916323105
P68400,J10_PNEUMOBACT,Bacterial pneumoniae,CSNK2A1,Weighted median,10,-0.206625781679929,0.0593492511106454,0.000498570996191703
P78324,J10_PNEUMOBACT,Bacterial pneumoniae,SIRPA,Weighted median,45,-0.0302160143855223,0.0132950361127953,0.0230425147740186
P78352,J10_PNEUMOBACT,Bacterial pneumoniae,DLG4,Weighted median,3,0.209973916547558,0.131940107739666,0.111512034644851
P80303,J10_PNEUMOBACT,Bacterial pneumoniae,NUCB2,Weighted median,21,0.0703940168618531,0.0319758001483453,0.0277022106467845
P98095,J10_PNEUMOBACT,Bacterial pneumoniae,FBLN2,Weighted median,18,0.0463300190644424,0.0325795315066627,0.15500909649038
Q01432,J10_PNEUMOBACT,Bacterial pneumoniae,AMPD3,Weighted median,12,0.133111944145946,0.0417838485991706,0.00144390665159316
Q02223,J10_PNEUMOBACT,Bacterial pneumoniae,TNFRSF17,Weighted median,36,-0.0580455952781781,0.0406054266722325,0.152859599879583
Q03014,J10_PNEUMOBACT,Bacterial pneumoniae,HHEX,Weighted median,12,0.112660226501263,0.0853712280072579,0.18695156653038
Q06141,J10_PNEUMOBACT,Bacterial pneumoniae,REG3A,Weighted median,28,-0.0819140851228204,0.035556970898408,0.0212371340330038
Q06520,J10_PNEUMOBACT,Bacterial pneumoniae,SULT2A1,Weighted median,10,-0.0525621187885466,0.037957705172915,0.166127421186976
Q08378,J10_PNEUMOBACT,Bacterial pneumoniae,GOLGA3,Weighted median,5,0.0385524505737553,0.0478604996766546,0.420521346608275
Q0VD83,J10_PNEUMOBACT,Bacterial pneumoniae,APOBR,Weighted median,36,-0.0293552910553795,0.0135921248005528,0.0307937405808626
Q10588,J10_PNEUMOBACT,Bacterial pneumoniae,BST1,Weighted median,44,0.0169002802541051,0.0154261950405813,0.273272566287751
Q10589,J10_PNEUMOBACT,Bacterial pneumoniae,BST2,Weighted median,30,-0.0751003634221947,0.043501876289682,0.0842807484461283
Q12864,J10_PNEUMOBACT,Bacterial pneumoniae,CDH17,Weighted median,61,-0.0188946256108589,0.0218680150833916,0.387571296590064
Q12888,J10_PNEUMOBACT,Bacterial pneumoniae,TP53BP1,Weighted median,11,0.0823691993890837,0.0875470018984379,0.346778205522164
Q12918,J10_PNEUMOBACT,Bacterial pneumoniae,KLRB1,Weighted median,27,0.104484875345324,0.0472406345614641,0.026983355542052
Q13093,J10_PNEUMOBACT,Bacterial pneumoniae,PLA2G7,Weighted median,26,-0.0924544364095518,0.0369162463919297,0.0122646228938934
Q13105,J10_PNEUMOBACT,Bacterial pneumoniae,ZBTB17,Weighted median,3,-0.353236324621852,0.114738493632646,0.00207961128503628
Q13287,J10_PNEUMOBACT,Bacterial pneumoniae,NMI,Weighted median,23,-0.0516234696652277,0.0360323442140259,0.151944144059025
Q13332,J10_PNEUMOBACT,Bacterial pneumoniae,PTPRS,Weighted median,28,-0.0228288360902874,0.0250965716131551,0.363012592014775
Q14197,J10_PNEUMOBACT,Bacterial pneumoniae,MRPL58,Weighted median,4,0.171376524031292,0.090571484381559,0.0584685128850181
Q14512,J10_PNEUMOBACT,Bacterial pneumoniae,FGFBP1,Weighted median,28,-0.115665530725482,0.0467017278241917,0.013260838790281
Q14643,J10_PNEUMOBACT,Bacterial pneumoniae,ITPR1,Weighted median,13,-0.127577707367057,0.0542597845776774,0.018711024444002
Q14790,J10_PNEUMOBACT,Bacterial pneumoniae,CASP8,Weighted median,13,0.126576948617979,0.0502460606874054,0.0117641290415651
Q15661,J10_PNEUMOBACT,Bacterial pneumoniae,TPSAB1,Weighted median,52,-0.0357383400302993,0.0139464496930805,0.0103909513743404
Q15735,J10_PNEUMOBACT,Bacterial pneumoniae,INPP5J,Weighted median,4,-0.209522207046015,0.129508105658048,0.105699058658547
Q15797,J10_PNEUMOBACT,Bacterial pneumoniae,SMAD1,Weighted median,6,0.110767548489062,0.103667404797759,0.285299699151641
Q15818,J10_PNEUMOBACT,Bacterial pneumoniae,NPTX1,Weighted median,48,-0.00460395038559344,0.0299624466551805,0.877879908945921
Q16769,J10_PNEUMOBACT,Bacterial pneumoniae,QPCT,Weighted median,31,-0.029300692580675,0.0172044698316307,0.0885519660086484
Q16790,J10_PNEUMOBACT,Bacterial pneumoniae,CA9,Weighted median,17,-0.0933548431206212,0.051917856950581,0.072157059135311
Q24JP5,J10_PNEUMOBACT,Bacterial pneumoniae,TMEM132A,Weighted median,20,-0.0414922991680147,0.0231410836868214,0.0729706016227469
Q2L4Q9,J10_PNEUMOBACT,Bacterial pneumoniae,PRSS53,Weighted median,68,0.0210880689085903,0.0172055111671942,0.220327478192522
Q32MZ4,J10_PNEUMOBACT,Bacterial pneumoniae,LRRFIP1,Weighted median,6,0.172345558081018,0.114675188149398,0.132864343163434
Q495A1,J10_PNEUMOBACT,Bacterial pneumoniae,TIGIT,Weighted median,3,0.29590906071656,0.109419302229588,0.00684363335239511
Q53H47,J10_PNEUMOBACT,Bacterial pneumoniae,SETMAR,Weighted median,9,0.106034727482233,0.0416681560783784,0.0109358350129688
Q58EX2,J10_PNEUMOBACT,Bacterial pneumoniae,SDK2,Weighted median,20,0.0306006309839152,0.0286603319700586,0.285655944422447
Q5VT99,J10_PNEUMOBACT,Bacterial pneumoniae,LRRC38,Weighted median,6,0.0430607436907456,0.0292811670678516,0.141400623291732
Q6UB28,J10_PNEUMOBACT,Bacterial pneumoniae,METAP1D,Weighted median,6,-0.115762350382445,0.0958203471285402,0.227001619087055
Q6UWW0,J10_PNEUMOBACT,Bacterial pneumoniae,LCN15,Weighted median,24,-0.0205144083756343,0.0281537421692384,0.466211783168035
Q6UY14,J10_PNEUMOBACT,Bacterial pneumoniae,ADAMTSL4,Weighted median,14,-0.0491361508860908,0.0385872439164831,0.202883908984234
Q6XQN6,J10_PNEUMOBACT,Bacterial pneumoniae,NAPRT,Weighted median,8,0.107689143090182,0.0404107321246126,0.00770192490931603
Q6YHK3,J10_PNEUMOBACT,Bacterial pneumoniae,CD109,Weighted median,45,-0.0275542836432523,0.0170760488893151,0.106609499339892
Q6ZUJ8,J10_PNEUMOBACT,Bacterial pneumoniae,PIK3AP1,Weighted median,14,0.0860457942911279,0.0424842285596406,0.0428305634720391
Q6ZVN8,J10_PNEUMOBACT,Bacterial pneumoniae,HJV,Weighted median,7,-0.066070414708309,0.0449600983377599,0.141687876899729
Q765P7,J10_PNEUMOBACT,Bacterial pneumoniae,MTSS2,Weighted median,7,0.185613065691528,0.0851377055753695,0.0292462601738181
Q7LG56,J10_PNEUMOBACT,Bacterial pneumoniae,RRM2B,Weighted median,5,0.153596058770049,0.0814220663423521,0.0592386368910939
Q7Z4V5,J10_PNEUMOBACT,Bacterial pneumoniae,HDGFL2,Weighted median,4,0.141367793551106,0.0825286821511383,0.0867210976947823
Q7Z4W2,J10_PNEUMOBACT,Bacterial pneumoniae,LYZL2,Weighted median,6,-0.0751934034625525,0.0424458685044315,0.0764754500100496
Q86UW2,J10_PNEUMOBACT,Bacterial pneumoniae,SLC51B,Weighted median,21,-0.0567340351758891,0.0319338117669176,0.0756318834304921
Q86VB7,J10_PNEUMOBACT,Bacterial pneumoniae,CD163,Weighted median,45,0.0405505051709237,0.0300517644395322,0.177222897314405
Q8IX05,J10_PNEUMOBACT,Bacterial pneumoniae,CD302,Weighted median,23,-0.0571089840943947,0.0363482567436965,0.116145124319773
Q8N114,J10_PNEUMOBACT,Bacterial pneumoniae,SHISA5,Weighted median,11,0.134906038037495,0.0856735516206377,0.115336769725303
Q8NC01,J10_PNEUMOBACT,Bacterial pneumoniae,CLEC1A,Weighted median,27,-0.0399471916319199,0.0243290334638034,0.100599215341607
Q8NHV1,J10_PNEUMOBACT,Bacterial pneumoniae,GIMAP7,Weighted median,13,-0.0636804265556164,0.0494911572334494,0.198197784275929
Q8TBM8,J10_PNEUMOBACT,Bacterial pneumoniae,DNAJB14,Weighted median,8,0.124629619967765,0.0870214674620938,0.152094895948355
Q8TCS8,J10_PNEUMOBACT,Bacterial pneumoniae,PNPT1,Weighted median,3,0.200713514850626,0.0901059895182117,0.0259120805339038
Q8TD06,J10_PNEUMOBACT,Bacterial pneumoniae,AGR3,Weighted median,8,-0.112314376652374,0.096221746589152,0.243111341891535
Q8TEU8,J10_PNEUMOBACT,Bacterial pneumoniae,WFIKKN2,Weighted median,34,-0.028761919412028,0.0216645664076529,0.184309658276419
Q92609,J10_PNEUMOBACT,Bacterial pneumoniae,TBC1D5,Weighted median,5,0.113374039425715,0.116317298851821,0.329710934771964
Q92619,J10_PNEUMOBACT,Bacterial pneumoniae,ARHGAP45,Weighted median,3,0.135460071831277,0.106066420944122,0.201558140010987
Q92854,J10_PNEUMOBACT,Bacterial pneumoniae,SEMA4D,Weighted median,10,0.130888581851859,0.0617002321934681,0.0338912770837655
Q969Z4,J10_PNEUMOBACT,Bacterial pneumoniae,RELT,Weighted median,20,0.0580974796891314,0.027188275899654,0.0326095584579877
Q96A00,J10_PNEUMOBACT,Bacterial pneumoniae,PPP1R14A,Weighted median,10,0.087977139004581,0.0432823206769704,0.0420894614930968
Q96AG4,J10_PNEUMOBACT,Bacterial pneumoniae,LRRC59,Weighted median,6,0.152357799789203,0.0874957659934278,0.0816281580154127
Q96B86,J10_PNEUMOBACT,Bacterial pneumoniae,RGMA,Weighted median,49,-0.0778083188278998,0.0373232323146076,0.0370951379246019
Q96C92,J10_PNEUMOBACT,Bacterial pneumoniae,ENTR1,Weighted median,8,-0.143508428104731,0.0678033954399296,0.0342991205573451
Q96DE0,J10_PNEUMOBACT,Bacterial pneumoniae,NUDT16,Weighted median,11,0.134755844958935,0.062295203579635,0.0305272064940396
Q96EB6,J10_PNEUMOBACT,Bacterial pneumoniae,SIRT1,Weighted median,3,-0.218728303789626,0.102210711237873,0.0323568369844749
Q96EK5,J10_PNEUMOBACT,Bacterial pneumoniae,KIFBP,Weighted median,6,0.100838636656139,0.0846604876410513,0.233616509837438
Q96FQ6,J10_PNEUMOBACT,Bacterial pneumoniae,S100A16,Weighted median,4,-0.196518723475784,0.0848274293785098,0.0205207107465482
Q96I15,J10_PNEUMOBACT,Bacterial pneumoniae,SCLY,Weighted median,15,0.157003121043537,0.0504950922321492,0.0018754715487431
Q96K21,J10_PNEUMOBACT,Bacterial pneumoniae,ZFYVE19,Weighted median,21,0.0462143502510327,0.0364989470304657,0.205447533117177
Q96LA6,J10_PNEUMOBACT,Bacterial pneumoniae,FCRL1,Weighted median,57,0.06164662593229,0.0365195195555307,0.0914024147189661
Q96LC7,J10_PNEUMOBACT,Bacterial pneumoniae,SIGLEC10,Weighted median,29,0.0329573653763309,0.0312395897588096,0.291431207464166
Q96PL5,J10_PNEUMOBACT,Bacterial pneumoniae,ERMAP,Weighted median,34,0.0429773256855379,0.0294635223418252,0.144658110733582
Q96SB3,J10_PNEUMOBACT,Bacterial pneumoniae,PPP1R9B,Weighted median,3,0.133606441590209,0.125141186563968,0.285680390175456
Q99674,J10_PNEUMOBACT,Bacterial pneumoniae,CGREF1,Weighted median,33,-0.0345647814049037,0.0224556164258156,0.123743559824897
Q99683,J10_PNEUMOBACT,Bacterial pneumoniae,MAP3K5,Weighted median,3,0.12029129692746,0.148640747505983,0.418356766362775
Q99795,J10_PNEUMOBACT,Bacterial pneumoniae,GPA33,Weighted median,38,-0.0591803116481632,0.0285460085553265,0.0381578200215174
Q9BS40,J10_PNEUMOBACT,Bacterial pneumoniae,LXN,Weighted median,3,-0.063680731640495,0.0564597215954825,0.259363562899969
Q9BUH6,J10_PNEUMOBACT,Bacterial pneumoniae,PAXX,Weighted median,6,0.082405555410696,0.0947192596330945,0.384301560833574
Q9BXD5,J10_PNEUMOBACT,Bacterial pneumoniae,NPL,Weighted median,14,0.0782327534694883,0.0427367721481686,0.0671643985449882
Q9BYE9,J10_PNEUMOBACT,Bacterial pneumoniae,CDHR2,Weighted median,24,0.178989587307896,0.0693620968443358,0.00986544875512278
Q9BYF1,J10_PNEUMOBACT,Bacterial pneumoniae,ACE2,Weighted median,19,0.0709179895280164,0.0601778721781978,0.23860814330633
Q9BZJ3,J10_PNEUMOBACT,Bacterial pneumoniae,TPSD1,Weighted median,12,-0.0582074413229334,0.0267006503170833,0.0292573959462035
Q9BZM5,J10_PNEUMOBACT,Bacterial pneumoniae,ULBP2,Weighted median,31,0.0362830683480539,0.0186709430125944,0.0519810546847871
Q9BZR6,J10_PNEUMOBACT,Bacterial pneumoniae,RTN4R,Weighted median,26,0.0424387768776061,0.0321239475190557,0.186469789345779
Q9H173,J10_PNEUMOBACT,Bacterial pneumoniae,SIL1,Weighted median,5,0.125474015002493,0.0600669049742892,0.0367163403282396
Q9H251,J10_PNEUMOBACT,Bacterial pneumoniae,CDH23,Weighted median,4,-0.0758638219088796,0.073404525564398,0.301368411045902
Q9H2A7,J10_PNEUMOBACT,Bacterial pneumoniae,CXCL16,Weighted median,31,-0.0450801360569852,0.038800847977362,0.245302987836727
