id.exposure,id.outcome,exposure,outcome,snp_r2.exposure,snp_r2.outcome,correct_causal_direction,steiger_pval
P01589,J10_PNEUMOBACT,IL2RA,Bacterial pneumoniae,0.134690554260631,0.000241624774433806,TRUE,0
P02008,J10_PNEUMOBACT,HBZ,Bacterial pneumoniae,0.347041405599851,0.000260022937291313,TRUE,0
P02649,J10_PNEUMOBACT,APOE,Bacterial pneumoniae,0.248532374477209,0.000402100743268647,TRUE,0
P02652,J10_PNEUMOBACT,APOA2,Bacterial pneumoniae,0.0457273411142403,0.000280269808714029,TRUE,1.76837336008636e-277
P02730,J10_PNEUMOBACT,SLC4A1,Bacterial pneumoniae,0.00420883896293644,1.06172630010274e-05,TRUE,6.76554252824896e-28
P02787,J10_PNEUMOBACT,TF,Bacterial pneumoniae,0.0870941345747042,0.00020617314598836,TRUE,0
P03950,J10_PNEUMOBACT,ANG,Bacterial pneumoniae,0.0961096770874318,0.000222952013583787,TRUE,0
P04066,J10_PNEUMOBACT,FUCA1,Bacterial pneumoniae,0.549808331863768,0.000594914999687244,TRUE,0
P05090,J10_PNEUMOBACT,APOD,Bacterial pneumoniae,0.0498875621271297,0.000288625040805237,TRUE,4.5261365944556e-292
P05154,J10_PNEUMOBACT,SERPINA5,Bacterial pneumoniae,0.0873536295599525,0.000192479040879901,TRUE,0
P05231,J10_PNEUMOBACT,IL6,Bacterial pneumoniae,0.0312866075399364,0.000211396527370917,TRUE,3.51509802835294e-183
P06276,J10_PNEUMOBACT,BCHE,Bacterial pneumoniae,0.234382376475639,0.000512100275183594,TRUE,0
P06401,J10_PNEUMOBACT,PGR,Bacterial pneumoniae,0.018159414480291,0.000116952929986142,TRUE,8.07560018636442e-106
P06870,J10_PNEUMOBACT,KLK1,Bacterial pneumoniae,0.357027000641733,0.000538284280269558,TRUE,0
P07288,J10_PNEUMOBACT,KLK3,Bacterial pneumoniae,0.00804507637147544,1.32388527646631e-05,TRUE,6.45666805692675e-53
P07339,J10_PNEUMOBACT,CTSD,Bacterial pneumoniae,0.0938395557183358,0.00030605770650879,TRUE,0
P07355,J10_PNEUMOBACT,ANXA2,Bacterial pneumoniae,0.141799943283134,0.000113850166688324,TRUE,0
P07911,J10_PNEUMOBACT,UMOD,Bacterial pneumoniae,0.326950750061058,0.00065369835625454,TRUE,0
P08575,J10_PNEUMOBACT,PTPRC,Bacterial pneumoniae,0.0417370483586427,0.000136423520662511,TRUE,1.06164796022153e-263
P08582,J10_PNEUMOBACT,MELTF,Bacterial pneumoniae,0.27843866012613,0.000525896094379961,TRUE,0
P08709,J10_PNEUMOBACT,F7,Bacterial pneumoniae,0.115436694104248,0.000216438439321142,TRUE,0
P08887,J10_PNEUMOBACT,IL6R,Bacterial pneumoniae,0.427383002723105,0.000496215630723322,TRUE,0
P09211,J10_PNEUMOBACT,GSTP1,Bacterial pneumoniae,0.0287572598560435,1.06450594059299e-05,TRUE,3.05389809789431e-189
P09486,J10_PNEUMOBACT,SPARC,Bacterial pneumoniae,0.0560321103137837,0.000220670404022741,TRUE,0
P0DJD7,J10_PNEUMOBACT,PGA4,Bacterial pneumoniae,0.0141641913558591,0.00012795462264618,TRUE,2.28479727253815e-82
P10606,J10_PNEUMOBACT,COX5B,Bacterial pneumoniae,0.0119158495280569,6.98742888191737e-05,TRUE,2.20128323567844e-71
P10746,J10_PNEUMOBACT,UROS,Bacterial pneumoniae,0.0108323860133584,0.000129413041197283,TRUE,8.67585370257445e-60
P12318,J10_PNEUMOBACT,FCGR2A,Bacterial pneumoniae,0.251700368872855,0.000431462374120024,TRUE,0
P12532,J10_PNEUMOBACT,CKMT1A,Bacterial pneumoniae,0.029879433763634,0.000144060748871322,TRUE,4.76858289710308e-181
P12830,J10_PNEUMOBACT,CDH1,Bacterial pneumoniae,0.11161729359409,0.000259600725692836,TRUE,0
P13236,J10_PNEUMOBACT,CCL4,Bacterial pneumoniae,0.120285869756077,0.000291130730465696,TRUE,0
P14151,J10_PNEUMOBACT,SELL,Bacterial pneumoniae,0.151134612948205,0.000393334063426571,TRUE,0
P15311,J10_PNEUMOBACT,EZR,Bacterial pneumoniae,0.00559796272981472,7.08558411007444e-05,TRUE,3.38185275968641e-32
P15328,J10_PNEUMOBACT,FOLR1,Bacterial pneumoniae,0.034775628218027,0.000201729420829132,TRUE,4.12451309086775e-209
P16860,J10_PNEUMOBACT,NPPB,Bacterial pneumoniae,0.0227995619613301,5.76561296845495e-05,TRUE,1.23766449066505e-141
P17936,J10_PNEUMOBACT,IGFBP3,Bacterial pneumoniae,0.162426082076238,0.000187501808757582,TRUE,0
P18827,J10_PNEUMOBACT,SDC1,Bacterial pneumoniae,0.0653396446328221,0.00029632314352214,TRUE,0
P19838,J10_PNEUMOBACT,NFKB1,Bacterial pneumoniae,0.0141851329199252,9.2596552367612e-05,TRUE,1.77352657477092e-82
P20061,J10_PNEUMOBACT,TCN1,Bacterial pneumoniae,0.328939983567445,0.000514356525650901,TRUE,0
P20138,J10_PNEUMOBACT,CD33,Bacterial pneumoniae,0.559378202955201,0.000545755739771257,TRUE,0
P21802,J10_PNEUMOBACT,FGFR2,Bacterial pneumoniae,0.0297753535985765,0.000154358360142465,TRUE,6.80742328137935e-181
P21860,J10_PNEUMOBACT,ERBB3,Bacterial pneumoniae,0.0716925222513964,0.000249619473080408,TRUE,0
P21964,J10_PNEUMOBACT,COMT,Bacterial pneumoniae,0.100751855735635,0.000283698451788163,TRUE,0
P22004,J10_PNEUMOBACT,BMP6,Bacterial pneumoniae,0.0929718550318083,0.000211487388769255,TRUE,0
P23743,J10_PNEUMOBACT,DGKA,Bacterial pneumoniae,0.00693289962253644,7.82486683964304e-05,TRUE,5.19209967422831e-39
P24001,J10_PNEUMOBACT,IL32,Bacterial pneumoniae,0.083550536836026,0.000433587091703271,TRUE,0
P29459_P29460,J10_PNEUMOBACT,IL12A,Bacterial pneumoniae,0.223802093996251,0.000598596068395161,TRUE,0
P30043,J10_PNEUMOBACT,BLVRB,Bacterial pneumoniae,0.017399271810995,4.79903736346808e-05,TRUE,1.45634371158756e-109
P30260,J10_PNEUMOBACT,CDC27,Bacterial pneumoniae,0.00691500124037944,3.86744190777255e-05,TRUE,1.73457504336937e-41
P30613,J10_PNEUMOBACT,PKLR,Bacterial pneumoniae,0.029498283466406,8.0589367830332e-05,TRUE,3.26456096554414e-186
P32971,J10_PNEUMOBACT,TNFSF8,Bacterial pneumoniae,0.107772083399513,0.000365512521222717,TRUE,0
P34130,J10_PNEUMOBACT,NTF4,Bacterial pneumoniae,0.00564377449021589,2.1571546026513e-05,TRUE,4.63658038410932e-35
P35218,J10_PNEUMOBACT,CA5A,Bacterial pneumoniae,0.171985246336195,0.000255152952990358,TRUE,0
P35611,J10_PNEUMOBACT,ADD1,Bacterial pneumoniae,0.0224121101017794,5.09879386757096e-05,TRUE,1.58831844653079e-140
P35625,J10_PNEUMOBACT,TIMP3,Bacterial pneumoniae,0.207836724926553,0.000330435841306747,TRUE,0
P36980,J10_PNEUMOBACT,CFHR2,Bacterial pneumoniae,0.478011073832006,0.000407096580668016,TRUE,0
P42081,J10_PNEUMOBACT,CD86,Bacterial pneumoniae,0.094000738504048,0.000275047718705546,TRUE,0
P42768,J10_PNEUMOBACT,WAS,Bacterial pneumoniae,0.0126417583692283,1.73354065106991e-05,TRUE,4.39393248039093e-81
P43630,J10_PNEUMOBACT,KIR3DL2,Bacterial pneumoniae,0.00520463008469761,2.51661145143199e-05,TRUE,8.88316799271149e-32
P45984,J10_PNEUMOBACT,MAPK9,Bacterial pneumoniae,0.00960670348338262,2.59431700965542e-05,TRUE,4.98582837827237e-61
P48023,J10_PNEUMOBACT,FASLG,Bacterial pneumoniae,0.152226054431629,0.00077344488231095,TRUE,0
P48304,J10_PNEUMOBACT,REG1B,Bacterial pneumoniae,0.125728604746283,0.000343861949461347,TRUE,0
P48307,J10_PNEUMOBACT,TFPI2,Bacterial pneumoniae,0.0754483798552415,0.000396349318865289,TRUE,0
P48730,J10_PNEUMOBACT,CSNK1D,Bacterial pneumoniae,0.0055177021358767,1.58201596836955e-05,TRUE,5.86160208020898e-35
P49662,J10_PNEUMOBACT,CASP4,Bacterial pneumoniae,0.0118858347595358,4.21838481954371e-05,TRUE,2.22779304992178e-73
P49767,J10_PNEUMOBACT,VEGFC,Bacterial pneumoniae,0.061090577213449,0.000235194454635409,TRUE,0
P55010,J10_PNEUMOBACT,EIF5,Bacterial pneumoniae,0.00507716131966663,2.91651912821904e-05,TRUE,8.93219719582694e-31
P55957,J10_PNEUMOBACT,BID,Bacterial pneumoniae,0.0119566258202248,6.19212721230749e-05,TRUE,1.46253102933305e-72
P56159,J10_PNEUMOBACT,GFRA1,Bacterial pneumoniae,0.0560895178063652,0.000172990270781043,TRUE,0
P60880,J10_PNEUMOBACT,SNAP25,Bacterial pneumoniae,0.114633502483611,0.000367500133456902,TRUE,0
P61244,J10_PNEUMOBACT,MAX,Bacterial pneumoniae,0.0114471241445968,3.31445364418641e-05,TRUE,9.30917063701112e-71
P62330,J10_PNEUMOBACT,ARF6,Bacterial pneumoniae,0.00711053549212498,0.000107892689594626,TRUE,2.20359269878492e-39
P63098,J10_PNEUMOBACT,PPP3R1,Bacterial pneumoniae,0.0132038102923975,8.82359913139697e-05,TRUE,6.5871538388857e-78
P68400,J10_PNEUMOBACT,CSNK2A1,Bacterial pneumoniae,0.0269957756932775,0.000199383134100212,TRUE,2.5949871681159e-159
P78324,J10_PNEUMOBACT,SIRPA,Bacterial pneumoniae,0.4145205063279,0.000468372874079672,TRUE,0
P78352,J10_PNEUMOBACT,DLG4,Bacterial pneumoniae,0.00428054978940129,2.69817443655327e-05,TRUE,1.10312665909955e-26
P80303,J10_PNEUMOBACT,NUCB2,Bacterial pneumoniae,0.0872860546055511,0.000295553781374703,TRUE,0
P98095,J10_PNEUMOBACT,FBLN2,Bacterial pneumoniae,0.0833065955645521,0.000131724915228524,TRUE,0
Q01432,J10_PNEUMOBACT,AMPD3,Bacterial pneumoniae,0.0451681326741234,0.000198816921128628,TRUE,5.74801915540883e-280
Q02223,J10_PNEUMOBACT,TNFRSF17,Bacterial pneumoniae,0.0667200727525715,0.000354074922305458,TRUE,0
Q03014,J10_PNEUMOBACT,HHEX,Bacterial pneumoniae,0.0145286403006476,7.08138925440175e-05,TRUE,8.66011615126697e-89
Q06141,J10_PNEUMOBACT,REG3A,Bacterial pneumoniae,0.098982090750611,0.000272016549596533,TRUE,0
Q06520,J10_PNEUMOBACT,SULT2A1,Bacterial pneumoniae,0.0512379771497627,4.16381334841995e-05,TRUE,0
Q08378,J10_PNEUMOBACT,GOLGA3,Bacterial pneumoniae,0.0309591401502491,2.59713436906719e-05,TRUE,6.48324120287591e-206
Q0VD83,J10_PNEUMOBACT,APOBR,Bacterial pneumoniae,0.493512419248074,0.000450545592853396,TRUE,0
Q10588,J10_PNEUMOBACT,BST1,Bacterial pneumoniae,0.376712909365232,0.000312970839354927,TRUE,0
Q10589,J10_PNEUMOBACT,BST2,Bacterial pneumoniae,0.0503251103220382,0.000509805372522304,TRUE,1.02254478784863e-291
Q12864,J10_PNEUMOBACT,CDH17,Bacterial pneumoniae,0.283750675282316,0.000691763082303203,TRUE,0
Q12888,J10_PNEUMOBACT,TP53BP1,Bacterial pneumoniae,0.0149501110106891,0.000106153278576606,TRUE,1.61676839225715e-86
Q12918,J10_PNEUMOBACT,KLRB1,Bacterial pneumoniae,0.0648787019412498,0.000245616425352328,TRUE,0
Q13093,J10_PNEUMOBACT,PLA2G7,Bacterial pneumoniae,0.109047752608987,0.000321963373840801,TRUE,0
Q13105,J10_PNEUMOBACT,ZBTB17,Bacterial pneumoniae,0.00598240756356631,9.49096260223464e-05,TRUE,1.58249331781868e-32
Q13287,J10_PNEUMOBACT,NMI,Bacterial pneumoniae,0.0795421535944808,0.000229834021224402,TRUE,0
Q13332,J10_PNEUMOBACT,PTPRS,Bacterial pneumoniae,0.109141732531343,0.000178181347014611,TRUE,0
Q14197,J10_PNEUMOBACT,MRPL58,Bacterial pneumoniae,0.009640292841544,4.79533330565575e-05,TRUE,2.77713950961499e-59
Q14512,J10_PNEUMOBACT,FGFBP1,Bacterial pneumoniae,0.0648536526952827,0.000383563112353738,TRUE,0
Q14643,J10_PNEUMOBACT,ITPR1,Bacterial pneumoniae,0.0373090239107545,0.000137206587775316,TRUE,6.55177517415118e-228
Q14790,J10_PNEUMOBACT,CASP8,Bacterial pneumoniae,0.03961157223064,0.000174746218262399,TRUE,1.01901824850703e-244
Q15661,J10_PNEUMOBACT,TPSAB1,Bacterial pneumoniae,0.411189306009881,0.000535274016871978,TRUE,0
Q15735,J10_PNEUMOBACT,INPP5J,Bacterial pneumoniae,0.00476246652033848,3.88121773051231e-05,TRUE,7.12371017556501e-29
Q15797,J10_PNEUMOBACT,SMAD1,Bacterial pneumoniae,0.00877611534160432,4.77751370953755e-05,TRUE,2.35239357690279e-52
Q15818,J10_PNEUMOBACT,NPTX1,Bacterial pneumoniae,0.255855035111966,0.000411940068572259,TRUE,0
Q16769,J10_PNEUMOBACT,QPCT,Bacterial pneumoniae,0.116893952174043,0.000199031536164325,TRUE,0
Q16790,J10_PNEUMOBACT,CA9,Bacterial pneumoniae,0.0385734645168048,0.000248098623964022,TRUE,4.24723045346147e-232
Q24JP5,J10_PNEUMOBACT,TMEM132A,Bacterial pneumoniae,0.188217918225917,0.000113929781597211,TRUE,0
Q2L4Q9,J10_PNEUMOBACT,PRSS53,Bacterial pneumoniae,0.352124489669635,0.00071354104788412,TRUE,0
Q32MZ4,J10_PNEUMOBACT,LRRFIP1,Bacterial pneumoniae,0.00737940062062412,3.94635617522291e-05,TRUE,2.29028469433022e-45
Q495A1,J10_PNEUMOBACT,TIGIT,Bacterial pneumoniae,0.00652808711234096,7.16856879694927e-05,TRUE,2.74470783310017e-37
Q53H47,J10_PNEUMOBACT,SETMAR,Bacterial pneumoniae,0.0460002823503483,0.000154005366038981,TRUE,5.04380457347738e-286
Q58EX2,J10_PNEUMOBACT,SDK2,Bacterial pneumoniae,0.109501741245361,0.000240007094015438,TRUE,0
Q5VT99,J10_PNEUMOBACT,LRRC38,Bacterial pneumoniae,0.0624685072273263,2.89702984222367e-05,TRUE,0
Q6UB28,J10_PNEUMOBACT,METAP1D,Bacterial pneumoniae,0.00840495972678015,1.50935732927823e-05,TRUE,1.25816945164758e-54
Q6UWW0,J10_PNEUMOBACT,LCN15,Bacterial pneumoniae,0.117317853218694,0.000168439346296542,TRUE,0
Q6UY14,J10_PNEUMOBACT,ADAMTSL4,Bacterial pneumoniae,0.0550266588389123,8.13624013481966e-05,TRUE,0
Q6XQN6,J10_PNEUMOBACT,NAPRT,Bacterial pneumoniae,0.0434649189929443,0.000114924471455357,TRUE,1.26791138844173e-277
Q6YHK3,J10_PNEUMOBACT,CD109,Bacterial pneumoniae,0.321943409916918,0.000397278883886678,TRUE,0
Q6ZUJ8,J10_PNEUMOBACT,PIK3AP1,Bacterial pneumoniae,0.0607690005785609,0.000160692704166972,TRUE,0
Q6ZVN8,J10_PNEUMOBACT,HJV,Bacterial pneumoniae,0.0319992936513681,0.0001200121321166,TRUE,2.77199440802999e-199
Q765P7,J10_PNEUMOBACT,MTSS2,Bacterial pneumoniae,0.0122392384489417,7.68485101847331e-05,TRUE,2.33855840315225e-73
Q7LG56,J10_PNEUMOBACT,RRM2B,Bacterial pneumoniae,0.0129359537400294,3.79170201475967e-05,TRUE,1.03356685147869e-79
Q7Z4V5,J10_PNEUMOBACT,HDGFL2,Bacterial pneumoniae,0.0105038910136702,5.22672840025604e-05,TRUE,1.97445941152649e-64
Q7Z4W2,J10_PNEUMOBACT,LYZL2,Bacterial pneumoniae,0.0333672706295903,5.44241915872493e-05,TRUE,3.80432135778938e-210
Q86UW2,J10_PNEUMOBACT,SLC51B,Bacterial pneumoniae,0.0974286036279409,0.000163128317942429,TRUE,0
Q86VB7,J10_PNEUMOBACT,CD163,Bacterial pneumoniae,0.147571834857342,0.00041993662748493,TRUE,0
Q8IX05,J10_PNEUMOBACT,CD302,Bacterial pneumoniae,0.0937422870175631,0.0002167265134631,TRUE,0
Q8N114,J10_PNEUMOBACT,SHISA5,Bacterial pneumoniae,0.024716229086556,0.00012385547654231,TRUE,9.41741710151523e-151
Q8NC01,J10_PNEUMOBACT,CLEC1A,Bacterial pneumoniae,0.141335132274814,0.000271627990809538,TRUE,0
Q8NHV1,J10_PNEUMOBACT,GIMAP7,Bacterial pneumoniae,0.0341372129982697,5.0520569898756e-05,TRUE,7.69135961352744e-219
Q8TBM8,J10_PNEUMOBACT,DNAJB14,Bacterial pneumoniae,0.0128009559019236,7.20148352764926e-05,TRUE,2.14651455763108e-77
Q8TCS8,J10_PNEUMOBACT,PNPT1,Bacterial pneumoniae,0.00568493349854396,4.79306146668787e-05,TRUE,2.37105937373414e-33
Q8TD06,J10_PNEUMOBACT,AGR3,Bacterial pneumoniae,0.0127840667816163,0.000144144732005954,TRUE,1.83268164832864e-70
Q8TEU8,J10_PNEUMOBACT,WFIKKN2,Bacterial pneumoniae,0.187117046948546,0.000253825197619788,TRUE,0
Q92609,J10_PNEUMOBACT,TBC1D5,Bacterial pneumoniae,0.00649064112129883,2.57791634749158e-05,TRUE,8.47528512419118e-41
Q92619,J10_PNEUMOBACT,ARHGAP45,Bacterial pneumoniae,0.00687347370565737,2.46492146605193e-05,TRUE,7.53436481551503e-43
Q92854,J10_PNEUMOBACT,SEMA4D,Bacterial pneumoniae,0.0228159125890642,9.60254014744353e-05,TRUE,5.2379325632709e-141
Q969Z4,J10_PNEUMOBACT,RELT,Bacterial pneumoniae,0.0994574055128616,0.000195411817464703,TRUE,0
Q96A00,J10_PNEUMOBACT,PPP1R14A,Bacterial pneumoniae,0.0325227536231695,6.98691174233643e-05,TRUE,6.3667278302495e-209
Q96AG4,J10_PNEUMOBACT,LRRC59,Bacterial pneumoniae,0.0104122486573687,6.08079675441813e-05,TRUE,2.99066060342788e-63
Q96B86,J10_PNEUMOBACT,RGMA,Bacterial pneumoniae,0.112812488178034,0.000373314025269022,TRUE,0
Q96C92,J10_PNEUMOBACT,ENTR1,Bacterial pneumoniae,0.0209281311470433,6.26857789850917e-05,TRUE,8.21526768769614e-129
Q96DE0,J10_PNEUMOBACT,NUDT16,Bacterial pneumoniae,0.0286385276534437,0.000150819770352641,TRUE,2.73685304723243e-173
Q96EB6,J10_PNEUMOBACT,SIRT1,Bacterial pneumoniae,0.00506414451716074,4.11484482293223e-05,TRUE,6.66670091603045e-30
Q96EK5,J10_PNEUMOBACT,KIFBP,Bacterial pneumoniae,0.011734189774252,2.73602237329984e-05,TRUE,1.48458834337554e-74
Q96FQ6,J10_PNEUMOBACT,S100A16,Bacterial pneumoniae,0.0113803657383887,8.5458440789124e-05,TRUE,1.37811131557237e-65
Q96I15,J10_PNEUMOBACT,SCLY,Bacterial pneumoniae,0.0466944937851896,0.000196958750292448,TRUE,1.72855061120342e-290
Q96K21,J10_PNEUMOBACT,ZFYVE19,Bacterial pneumoniae,0.0689583698228255,0.00020863415947789,TRUE,0
Q96LA6,J10_PNEUMOBACT,FCRL1,Bacterial pneumoniae,0.140462092991502,0.000620443578779017,TRUE,0
Q96LC7,J10_PNEUMOBACT,SIGLEC10,Bacterial pneumoniae,0.111518095531772,0.0004525309107623,TRUE,0
Q96PL5,J10_PNEUMOBACT,ERMAP,Bacterial pneumoniae,0.140877506233189,0.000307658548390774,TRUE,0
Q96SB3,J10_PNEUMOBACT,PPP1R9B,Bacterial pneumoniae,0.0049249338820567,2.26087805662975e-05,TRUE,2.35532379066297e-31
Q99674,J10_PNEUMOBACT,CGREF1,Bacterial pneumoniae,0.217366574412726,0.000298614547313456,TRUE,0
Q99683,J10_PNEUMOBACT,MAP3K5,Bacterial pneumoniae,0.00377309279171828,2.13835401908581e-05,TRUE,2.52711435930848e-23
Q99795,J10_PNEUMOBACT,GPA33,Bacterial pneumoniae,0.140839639145863,0.000281283828182271,TRUE,0
Q9BS40,J10_PNEUMOBACT,LXN,Bacterial pneumoniae,0.0175068187195562,1.02884308182441e-05,TRUE,2.2358561682328e-115
Q9BUH6,J10_PNEUMOBACT,PAXX,Bacterial pneumoniae,0.00985600634136865,9.68207415751822e-05,TRUE,5.44683794506538e-56
Q9BXD5,J10_PNEUMOBACT,NPL,Bacterial pneumoniae,0.0708070960272021,0.000146322859936974,TRUE,0
Q9BYE9,J10_PNEUMOBACT,CDHR2,Bacterial pneumoniae,0.0366125402831826,0.000461466533295465,TRUE,6.16713059781546e-203
Q9BYF1,J10_PNEUMOBACT,ACE2,Bacterial pneumoniae,0.0385090204790514,0.000156027926767874,TRUE,6.5264346282555e-234
Q9BZJ3,J10_PNEUMOBACT,TPSD1,Bacterial pneumoniae,0.0666465955054646,6.58716926791257e-05,TRUE,0
Q9BZM5,J10_PNEUMOBACT,ULBP2,Bacterial pneumoniae,0.191690878898613,0.000301222415191983,TRUE,0
Q9BZR6,J10_PNEUMOBACT,RTN4R,Bacterial pneumoniae,0.118687536600973,0.000269376705949224,TRUE,0
Q9H173,J10_PNEUMOBACT,SIL1,Bacterial pneumoniae,0.019183020118326,4.24982157114764e-05,TRUE,5.73971882437488e-120
Q9H251,J10_PNEUMOBACT,CDH23,Bacterial pneumoniae,0.0128095836380472,1.61641073451443e-05,TRUE,3.93481623093685e-84
Q9H2A7,J10_PNEUMOBACT,CXCL16,Bacterial pneumoniae,0.0884478755156165,0.000286589537062072,TRUE,0
Q9H3U7,J10_PNEUMOBACT,SMOC2,Bacterial pneumoniae,0.123494760127366,0.000315287220298922,TRUE,0
Q9H867,J10_PNEUMOBACT,VCPKMT,Bacterial pneumoniae,0.00498089685563317,3.77592577941007e-05,TRUE,2.09245050811228e-29
Q9HBG7,J10_PNEUMOBACT,LY9,Bacterial pneumoniae,0.173424492809939,0.000472916369029626,TRUE,0
Q9HCK4,J10_PNEUMOBACT,ROBO2,Bacterial pneumoniae,0.0314587696930917,0.000220106200006874,TRUE,2.78539364053554e-187
Q9NPB3,J10_PNEUMOBACT,CABP2,Bacterial pneumoniae,0.0193622195134422,8.28718508567182e-05,TRUE,1.72157624633133e-116
Q9NPH6,J10_PNEUMOBACT,OBP2B,Bacterial pneumoniae,0.16565230993607,0.000391034728075483,TRUE,0
Q9NR12,J10_PNEUMOBACT,PDLIM7,Bacterial pneumoniae,0.00840019998390754,2.31592901010629e-05,TRUE,9.2349704574049e-54
Q9NSA1,J10_PNEUMOBACT,FGF21,Bacterial pneumoniae,0.031429511456154,0.000145359102380902,TRUE,4.14181163845938e-193
Q9NWQ8,J10_PNEUMOBACT,PAG1,Bacterial pneumoniae,0.01446984269706,0.000103055931905616,TRUE,6.84931744861471e-84
Q9NZJ5,J10_PNEUMOBACT,EIF2AK3,Bacterial pneumoniae,0.0134645609705981,3.38726729210204e-05,TRUE,1.68672094883435e-83
Q9UGT4,J10_PNEUMOBACT,SUSD2,Bacterial pneumoniae,0.109645196756524,0.000302589022243497,TRUE,0
